source_level,source_authority,source_dataset,source_record_id,source_url,source_file,name,name_kana,place_name,address_detail,owner,address,municipality,municipality_code,category,type,designation,designation_date,latitude,longitude,entity_class,geometry_role,designation_level,raw_category,raw_type,raw_designation
municipal_source,中央区,文化財一覧,131024000000.0,https://www.city.chuo.lg.jp/documents/984/bunkazai.csv,13Tokyo/raw/municipal/13102/data.csv,明治屋京橋ビル,,,,,,中央区,13102,区指定文化財,建造物,municipal,,35.677355,139.770138,building_direct,building_candidate_point,municipal,区指定文化財,建造物,
municipal_source,中央区,文化財一覧,131024000000.0,https://www.city.chuo.lg.jp/documents/984/bunkazai.csv,13Tokyo/raw/municipal/13102/data.csv,日本橋魚市場絵図面,,,,,,中央区,13102,区指定文化財,古文書,municipal,,35.666487,139.771,movable,representative_point,municipal,区指定文化財,古文書,
municipal_source,中央区,文化財一覧,131024000000.0,https://www.city.chuo.lg.jp/documents/984/bunkazai.csv,13Tokyo/raw/municipal/13102/data.csv,寛正三年板碑,,,,,,中央区,13102,区指定文化財,区指定文化財,municipal,,35.673688,139.7756,point,representative_point,municipal,区指定文化財,,
municipal_source,中央区,文化財一覧,131024000000.0,https://www.city.chuo.lg.jp/documents/984/bunkazai.csv,13Tokyo/raw/municipal/13102/data.csv,江戸三座入場券,,,,,,中央区,13102,区指定文化財,考古資料,municipal,,35.673688,139.7756,movable,representative_point,municipal,区指定文化財,考古資料,
municipal_source,中央区,文化財一覧,131024000000.0,https://www.city.chuo.lg.jp/documents/984/bunkazai.csv,13Tokyo/raw/municipal/13102/data.csv,佃島沽券絵図 控,,,,,,中央区,13102,区指定文化財,古文書,municipal,,35.666487,139.771,movable,representative_point,municipal,区指定文化財,古文書,
municipal_source,中央区,文化財一覧,131024000000.0,https://www.city.chuo.lg.jp/documents/984/bunkazai.csv,13Tokyo/raw/municipal/13102/data.csv,日本橋野村ビルディング旧館,,,,,,中央区,13102,区指定文化財,建造物,municipal,,35.683647,139.774858,building_direct,building_candidate_point,municipal,区指定文化財,建造物,
municipal_source,中央区,文化財一覧,131024000000.0,https://www.city.chuo.lg.jp/documents/984/bunkazai.csv,13Tokyo/raw/municipal/13102/data.csv,佃住吉講の獅子頭(龍虎・黒駒),,,,,,中央区,13102,区指定文化財,区指定文化財,municipal,,35.66781,139.782439,point,representative_point,municipal,区指定文化財,,
municipal_source,台東区,文化財一覧,131067100001,https://www.city.taito.lg.jp/kusei/online/opendata/iryo/bunkazai.files/20250314_bunkazai.csv,13Tokyo/raw/municipal/13106/data.csv,絹本著色元三大師画像,,寛永寺,,寛永寺,,台東区,13106,区指定文化財,美術工芸品,municipal,1988-03-31,35.720447,139.770152,movable,representative_point,municipal,区指定文化財,美術工芸品,
municipal_source,台東区,文化財一覧,131067100002,https://www.city.taito.lg.jp/kusei/online/opendata/iryo/bunkazai.files/20250314_bunkazai.csv,13Tokyo/raw/municipal/13106/data.csv,木造毘沙門天立像 附 感応寺毘沙門天王記,,天王寺,,天王寺,,台東区,13106,区指定文化財,美術工芸品,municipal,1988-03-31,35.727344,139.769368,movable,representative_point,municipal,区指定文化財,美術工芸品,
municipal_source,台東区,文化財一覧,131067100003,https://www.city.taito.lg.jp/kusei/online/opendata/iryo/bunkazai.files/20250314_bunkazai.csv,13Tokyo/raw/municipal/13106/data.csv,旧吉田屋酒店,,旧吉田屋酒店,,台東区,,台東区,13106,区指定文化財,有形民俗文化財,municipal,1989-02-20,35.721331,139.770917,point,representative_point,municipal,区指定文化財,有形民俗文化財,
municipal_source,台東区,文化財一覧,131067100007,https://www.city.taito.lg.jp/kusei/online/opendata/iryo/bunkazai.files/20250314_bunkazai.csv,13Tokyo/raw/municipal/13106/data.csv,木造不動明王立像,,自性院,,自性院,,台東区,13106,区指定文化財,美術工芸品,municipal,1990-02-19,35.721578,139.770059,movable,representative_point,municipal,区指定文化財,美術工芸品,
municipal_source,台東区,文化財一覧,131067100010,https://www.city.taito.lg.jp/kusei/online/opendata/iryo/bunkazai.files/20250314_bunkazai.csv,13Tokyo/raw/municipal/13106/data.csv,絹本著色仏頂尊勝曼荼羅,,養寿院,,養寿院,,台東区,13106,区指定文化財,美術工芸品,municipal,1991-02-14,35.720447,139.770152,movable,representative_point,municipal,区指定文化財,美術工芸品,
municipal_source,台東区,文化財一覧,131067100012,https://www.city.taito.lg.jp/kusei/online/opendata/iryo/bunkazai.files/20250314_bunkazai.csv,13Tokyo/raw/municipal/13106/data.csv,木造観音菩薩坐像,,全生庵,,全生庵,,台東区,13106,区指定文化財,美術工芸品,municipal,1991-02-14,35.72441,139.768063,movable,representative_point,municipal,区指定文化財,美術工芸品,
municipal_source,台東区,文化財一覧,131067100016,https://www.city.taito.lg.jp/kusei/online/opendata/iryo/bunkazai.files/20250314_bunkazai.csv,13Tokyo/raw/municipal/13106/data.csv,絹本著色仏涅槃図,,長寿院,,長寿院,,台東区,13106,区指定文化財,美術工芸品,municipal,1992-03-10,35.702601,139.78527,movable,representative_point,municipal,区指定文化財,美術工芸品,
municipal_source,台東区,文化財一覧,131067100019,https://www.city.taito.lg.jp/kusei/online/opendata/iryo/bunkazai.files/20250314_bunkazai.csv,13Tokyo/raw/municipal/13106/data.csv,木造阿弥陀如来立像,,長寿院,,長寿院,,台東区,13106,区指定文化財,美術工芸品,municipal,1992-03-10,35.702601,139.78527,movable,representative_point,municipal,区指定文化財,美術工芸品,
municipal_source,台東区,文化財一覧,131067100026,https://www.city.taito.lg.jp/kusei/online/opendata/iryo/bunkazai.files/20250314_bunkazai.csv,13Tokyo/raw/municipal/13106/data.csv,榧寺縁起 附 榧寺縁起碑,,榧寺,,榧寺,,台東区,13106,区指定文化財,美術工芸品,municipal,2018-03-15,35.70465,139.791433,movable,representative_point,municipal,区指定文化財,美術工芸品,
municipal_source,台東区,文化財一覧,131067100028,https://www.city.taito.lg.jp/kusei/online/opendata/iryo/bunkazai.files/20250314_bunkazai.csv,13Tokyo/raw/municipal/13106/data.csv,旧感応寺(天王寺)富興行関係史料,,天王寺,,天王寺,,台東区,13106,区指定文化財,美術工芸品,municipal,1993-03-09,35.727344,139.769368,movable,representative_point,municipal,区指定文化財,美術工芸品,
municipal_source,台東区,文化財一覧,131067100075,https://www.city.taito.lg.jp/kusei/online/opendata/iryo/bunkazai.files/20250314_bunkazai.csv,13Tokyo/raw/municipal/13106/data.csv,浅草浅間神社本殿并びに諸資料 付 境内地,,浅間神社,,浅草神社,,台東区,13106,区指定文化財,有形民俗文化財,municipal,1999-03-01,35.72055,139.7957,point,representative_point,municipal,区指定文化財,有形民俗文化財,
municipal_source,台東区,文化財一覧,131067100111,https://www.city.taito.lg.jp/kusei/online/opendata/iryo/bunkazai.files/20250314_bunkazai.csv,13Tokyo/raw/municipal/13106/data.csv,紙本著色慈眼大師縁起絵巻,,寛永寺,,寛永寺,,台東区,13106,区指定文化財,美術工芸品,municipal,2010-03-02,35.720447,139.770152,movable,representative_point,municipal,区指定文化財,美術工芸品,
municipal_source,台東区,文化財一覧,131067100117,https://www.city.taito.lg.jp/kusei/online/opendata/iryo/bunkazai.files/20250314_bunkazai.csv,13Tokyo/raw/municipal/13106/data.csv,紙本著色元三大師縁起絵巻,,寛永寺,,寛永寺,,台東区,13106,区指定文化財,美術工芸品,municipal,2010-03-02,35.720447,139.770152,movable,representative_point,municipal,区指定文化財,美術工芸品,
