source_level,source_authority,source_dataset,source_record_id,source_url,source_file,name,name_kana,place_name,address_detail,owner,address,municipality,municipality_code,category,type,designation,designation_date,latitude,longitude,entity_class,geometry_role,designation_level,raw_category,raw_type,raw_designation,_designation_reason
municipal_source,中央区,文化財一覧,131024000000.0,https://www.city.chuo.lg.jp/documents/984/bunkazai.csv,13Tokyo/raw/municipal/13102/data.csv,住吉神社水盤舎,,,,,,中央区,13102,区民有形文化財,建造物,ambiguous,,35.667974,139.783399,building_direct,building_candidate_point,ambiguous,区民有形文化財,建造物,,no_explicit_designation_level
municipal_source,中央区,文化財一覧,131024000000.0,https://www.city.chuo.lg.jp/documents/984/bunkazai.csv,13Tokyo/raw/municipal/13102/data.csv,南高橋,,,,,,中央区,13102,区民有形文化財,建造物,ambiguous,,35.676922,139.779886,building_direct,building_candidate_point,ambiguous,区民有形文化財,建造物,,no_explicit_designation_level
municipal_source,中央区,文化財一覧,131024000000.0,https://www.city.chuo.lg.jp/documents/984/bunkazai.csv,13Tokyo/raw/municipal/13102/data.csv,小網神社社殿及び神楽殿 附 棟札・造営関係資料,,,,,,中央区,13102,区民有形文化財,建造物,ambiguous,,35.684121,139.780455,building_direct,building_candidate_point,ambiguous,区民有形文化財,建造物,,no_explicit_designation_level
municipal_source,中央区,文化財一覧,131024000000.0,https://www.city.chuo.lg.jp/documents/984/bunkazai.csv,13Tokyo/raw/municipal/13102/data.csv,京橋の親柱,,,,,,中央区,13102,区民有形文化財,建造物,ambiguous,,35.676061,139.768867,building_direct,building_candidate_point,ambiguous,区民有形文化財,建造物,,no_explicit_designation_level
municipal_source,中央区,文化財一覧,131024000000.0,https://www.city.chuo.lg.jp/documents/984/bunkazai.csv,13Tokyo/raw/municipal/13102/data.csv,鐵砲洲稲荷神社,,,,,,中央区,13102,区民有形文化財,建造物,ambiguous,,35.672449,139.779701,building_direct,building_candidate_point,ambiguous,区民有形文化財,建造物,,no_explicit_designation_level
municipal_source,中央区,文化財一覧,131024000000.0,https://www.city.chuo.lg.jp/documents/984/bunkazai.csv,13Tokyo/raw/municipal/13102/data.csv,海運橋親柱,,,,,,中央区,13102,区民有形文化財,建造物,ambiguous,,35.682526,139.777315,building_direct,building_candidate_point,ambiguous,区民有形文化財,建造物,,no_explicit_designation_level
municipal_source,中央区,文化財一覧,131024000000.0,https://www.city.chuo.lg.jp/documents/984/bunkazai.csv,13Tokyo/raw/municipal/13102/data.csv,豊海橋,,,,,,中央区,13102,区民有形文化財,建造物,ambiguous,,35.67731,139.782666,building_direct,building_candidate_point,ambiguous,区民有形文化財,建造物,,no_explicit_designation_level
municipal_source,中央区,文化財一覧,131024000000.0,https://www.city.chuo.lg.jp/documents/984/bunkazai.csv,13Tokyo/raw/municipal/13102/data.csv,椙森神社 附 造営関係資料,,,,,,中央区,13102,区民有形文化財,建造物,ambiguous,,35.688429,139.779641,building_direct,building_candidate_point,ambiguous,区民有形文化財,建造物,,no_explicit_designation_level
municipal_source,中央区,文化財一覧,131024000000.0,https://www.city.chuo.lg.jp/documents/984/bunkazai.csv,13Tokyo/raw/municipal/13102/data.csv,柳橋,,,,,,中央区,13102,区民有形文化財,建造物,ambiguous,,35.696368,139.786933,building_direct,building_candidate_point,ambiguous,区民有形文化財,建造物,,no_explicit_designation_level
municipal_source,中央区,文化財一覧,131024000000.0,https://www.city.chuo.lg.jp/documents/984/bunkazai.csv,13Tokyo/raw/municipal/13102/data.csv,カトリック築地教会聖堂,,,,,,中央区,13102,区民有形文化財,建造物,ambiguous,,35.668117,139.776934,building_direct,building_candidate_point,ambiguous,区民有形文化財,建造物,,no_explicit_designation_level
