city_code,city,plateau_year,cultural_records,building_direct_records,point_records,movable_records,complexes,building_complexes,complex_member_links,plateau_files,scanned_buildings,selected_buildings,written_gml_buildings,heritage_point_features,complex_only_records,shared_complex_coordinate_records,unresolved_entities,status
13101,千代田区,latest,44,39,5,0,25,15,24,12,16179,24,24,9,5,0,14,completed
