source_level,source_authority,source_dataset,source_record_id,source_url,source_file,name,name_kana,place_name,address_detail,owner,address,municipality,municipality_code,category,type,designation,designation_date,latitude,longitude,entity_class,geometry_role,designation_level,raw_category,raw_type,raw_designation,designation_level_code,designation_level_ja,designation_status_code,designation_status_ja,heritage_type_major_code,heritage_type_major_ja,heritage_type_detail,classification_confidence
national,文化庁,国指定文化財等データベース CSV export,official_export_001:137,,13Tokyo/raw/national/official_export_001.csv,旧三河島汚水処分場喞筒場施設,,,,,東京都荒川区荒川八丁目25番1号,荒川区,13118,国宝・重要文化財(建造物),建造物,national,,35.73853112,139.78526182,building_direct,building_candidate_point,national,国宝・重要文化財(建造物),国宝・重要文化財(建造物),,national,国,designated,指定,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_001:138,,13Tokyo/raw/national/official_export_001.csv,三井本館,,,,,東京都中央区日本橋室町二丁目1番1号,中央区,13102,国宝・重要文化財(建造物),建造物,national,,35.67512778,139.73348611,building_direct,building_candidate_point,national,国宝・重要文化財(建造物),国宝・重要文化財(建造物),,national,国,designated,指定,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_001:139,,13Tokyo/raw/national/official_export_001.csv,三越日本橋本店,,,,,東京都中央区日本橋室町一丁目7番地,中央区,13102,国宝・重要文化財(建造物),建造物,national,,35.685597,139.773352,building_direct,building_candidate_point,national,国宝・重要文化財(建造物),国宝・重要文化財(建造物),,national,国,designated,指定,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_001:140,,13Tokyo/raw/national/official_export_001.csv,旧宮崎家住宅(旧所在 東京都青梅市成木),,,,,東京都青梅市駒木町一丁目684番地青梅市立郷土博物館構内,青梅市,13205,国宝・重要文化財(建造物),建造物,national,,35.78419162,139.25634929,building_direct,building_candidate_point,national,国宝・重要文化財(建造物),国宝・重要文化財(建造物),,national,国,designated,指定,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_001:141,,13Tokyo/raw/national/official_export_001.csv,妙法寺鉄門,,,,,東京都杉並区堀ノ内三丁目,杉並区,13115,国宝・重要文化財(建造物),建造物,national,,35.6923202,139.65219376,building_direct,building_candidate_point,national,国宝・重要文化財(建造物),国宝・重要文化財(建造物),,national,国,designated,指定,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_001:142,,13Tokyo/raw/national/official_export_001.csv,明治学院インブリー館,,,,,東京都港区白金台一丁目2番37号,港区,13103,国宝・重要文化財(建造物),建造物,national,,35.63679011,139.73111461,building_direct,building_candidate_point,national,国宝・重要文化財(建造物),国宝・重要文化財(建造物),,national,国,designated,指定,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_001:143,,13Tokyo/raw/national/official_export_001.csv,明治神宮,,,,,東京都渋谷区代々木神園町,渋谷区,13113,国宝・重要文化財(建造物),建造物,national,,35.67300778,139.702605,building_direct,building_candidate_point,national,国宝・重要文化財(建造物),国宝・重要文化財(建造物),,national,国,designated,指定,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_001:144,,13Tokyo/raw/national/official_export_001.csv,明治神宮,,,,,東京都渋谷区代々木神園町,渋谷区,13113,国宝・重要文化財(建造物),建造物,national,,35.67300778,139.702605,building_direct,building_candidate_point,national,国宝・重要文化財(建造物),国宝・重要文化財(建造物),,national,国,designated,指定,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_001:145,,13Tokyo/raw/national/official_export_001.csv,明治神宮,,,,,東京都渋谷区代々木神園町,渋谷区,13113,国宝・重要文化財(建造物),建造物,national,,35.67300778,139.702605,building_direct,building_candidate_point,national,国宝・重要文化財(建造物),国宝・重要文化財(建造物),,national,国,designated,指定,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_001:146,,13Tokyo/raw/national/official_export_001.csv,明治神宮,,,,,東京都渋谷区代々木神園町,渋谷区,13113,国宝・重要文化財(建造物),建造物,national,,35.67300778,139.702605,building_direct,building_candidate_point,national,国宝・重要文化財(建造物),国宝・重要文化財(建造物),,national,国,designated,指定,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_001:147,,13Tokyo/raw/national/official_export_001.csv,明治神宮,,,,,東京都渋谷区代々木神園町,渋谷区,13113,国宝・重要文化財(建造物),建造物,national,,35.67300778,139.702605,building_direct,building_candidate_point,national,国宝・重要文化財(建造物),国宝・重要文化財(建造物),,national,国,designated,指定,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_001:148,,13Tokyo/raw/national/official_export_001.csv,明治神宮,,,,,東京都渋谷区代々木神園町,渋谷区,13113,国宝・重要文化財(建造物),建造物,national,,35.67300778,139.702605,building_direct,building_candidate_point,national,国宝・重要文化財(建造物),国宝・重要文化財(建造物),,national,国,designated,指定,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_001:149,,13Tokyo/raw/national/official_export_001.csv,明治神宮,,,,,東京都渋谷区代々木神園町,渋谷区,13113,国宝・重要文化財(建造物),建造物,national,,35.67300778,139.702605,building_direct,building_candidate_point,national,国宝・重要文化財(建造物),国宝・重要文化財(建造物),,national,国,designated,指定,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_001:150,,13Tokyo/raw/national/official_export_001.csv,明治神宮,,,,,東京都渋谷区代々木神園町,渋谷区,13113,国宝・重要文化財(建造物),建造物,national,,35.67300778,139.702605,building_direct,building_candidate_point,national,国宝・重要文化財(建造物),国宝・重要文化財(建造物),,national,国,designated,指定,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_001:151,,13Tokyo/raw/national/official_export_001.csv,明治神宮,,,,,東京都渋谷区代々木神園町,渋谷区,13113,国宝・重要文化財(建造物),建造物,national,,35.67300778,139.702605,building_direct,building_candidate_point,national,国宝・重要文化財(建造物),国宝・重要文化財(建造物),,national,国,designated,指定,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_001:152,,13Tokyo/raw/national/official_export_001.csv,明治神宮,,,,,東京都渋谷区代々木神園町,渋谷区,13113,国宝・重要文化財(建造物),建造物,national,,35.67300778,139.702605,building_direct,building_candidate_point,national,国宝・重要文化財(建造物),国宝・重要文化財(建造物),,national,国,designated,指定,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_001:153,,13Tokyo/raw/national/official_export_001.csv,明治神宮,,,,,東京都渋谷区代々木神園町,渋谷区,13113,国宝・重要文化財(建造物),建造物,national,,35.67300778,139.702605,building_direct,building_candidate_point,national,国宝・重要文化財(建造物),国宝・重要文化財(建造物),,national,国,designated,指定,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_001:154,,13Tokyo/raw/national/official_export_001.csv,明治神宮,,,,,東京都渋谷区代々木神園町,渋谷区,13113,国宝・重要文化財(建造物),建造物,national,,35.67300778,139.702605,building_direct,building_candidate_point,national,国宝・重要文化財(建造物),国宝・重要文化財(建造物),,national,国,designated,指定,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_001:155,,13Tokyo/raw/national/official_export_001.csv,明治神宮,,,,,東京都渋谷区代々木神園町,渋谷区,13113,国宝・重要文化財(建造物),建造物,national,,35.67300778,139.702605,building_direct,building_candidate_point,national,国宝・重要文化財(建造物),国宝・重要文化財(建造物),,national,国,designated,指定,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_001:156,,13Tokyo/raw/national/official_export_001.csv,明治神宮,,,,,東京都渋谷区代々木神園町,渋谷区,13113,国宝・重要文化財(建造物),建造物,national,,35.67300778,139.702605,building_direct,building_candidate_point,national,国宝・重要文化財(建造物),国宝・重要文化財(建造物),,national,国,designated,指定,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_001:157,,13Tokyo/raw/national/official_export_001.csv,明治神宮,,,,,東京都渋谷区代々木神園町,渋谷区,13113,国宝・重要文化財(建造物),建造物,national,,35.67300778,139.702605,building_direct,building_candidate_point,national,国宝・重要文化財(建造物),国宝・重要文化財(建造物),,national,国,designated,指定,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_001:158,,13Tokyo/raw/national/official_export_001.csv,明治神宮,,,,,東京都渋谷区代々木神園町,渋谷区,13113,国宝・重要文化財(建造物),建造物,national,,35.67300778,139.702605,building_direct,building_candidate_point,national,国宝・重要文化財(建造物),国宝・重要文化財(建造物),,national,国,designated,指定,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_001:159,,13Tokyo/raw/national/official_export_001.csv,明治神宮,,,,,東京都渋谷区代々木神園町,渋谷区,13113,国宝・重要文化財(建造物),建造物,national,,35.67300778,139.702605,building_direct,building_candidate_point,national,国宝・重要文化財(建造物),国宝・重要文化財(建造物),,national,国,designated,指定,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_001:160,,13Tokyo/raw/national/official_export_001.csv,明治神宮,,,,,東京都渋谷区代々木神園町,渋谷区,13113,国宝・重要文化財(建造物),建造物,national,,35.67300778,139.702605,building_direct,building_candidate_point,national,国宝・重要文化財(建造物),国宝・重要文化財(建造物),,national,国,designated,指定,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_001:161,,13Tokyo/raw/national/official_export_001.csv,明治神宮,,,,,東京都渋谷区代々木神園町,渋谷区,13113,国宝・重要文化財(建造物),建造物,national,,35.67300778,139.702605,building_direct,building_candidate_point,national,国宝・重要文化財(建造物),国宝・重要文化財(建造物),,national,国,designated,指定,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_001:162,,13Tokyo/raw/national/official_export_001.csv,明治神宮,,,,,東京都渋谷区代々木神園町,渋谷区,13113,国宝・重要文化財(建造物),建造物,national,,35.67300778,139.702605,building_direct,building_candidate_point,national,国宝・重要文化財(建造物),国宝・重要文化財(建造物),,national,国,designated,指定,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_001:163,,13Tokyo/raw/national/official_export_001.csv,明治神宮,,,,,東京都渋谷区代々木神園町,渋谷区,13113,国宝・重要文化財(建造物),建造物,national,,35.67300778,139.702605,building_direct,building_candidate_point,national,国宝・重要文化財(建造物),国宝・重要文化財(建造物),,national,国,designated,指定,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_001:164,,13Tokyo/raw/national/official_export_001.csv,明治神宮,,,,,東京都渋谷区代々木神園町,渋谷区,13113,国宝・重要文化財(建造物),建造物,national,,35.67300778,139.702605,building_direct,building_candidate_point,national,国宝・重要文化財(建造物),国宝・重要文化財(建造物),,national,国,designated,指定,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_001:165,,13Tokyo/raw/national/official_export_001.csv,明治神宮,,,,,東京都渋谷区代々木神園町,渋谷区,13113,国宝・重要文化財(建造物),建造物,national,,35.67300778,139.702605,building_direct,building_candidate_point,national,国宝・重要文化財(建造物),国宝・重要文化財(建造物),,national,国,designated,指定,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_001:166,,13Tokyo/raw/national/official_export_001.csv,明治神宮,,,,,東京都渋谷区代々木神園町,渋谷区,13113,国宝・重要文化財(建造物),建造物,national,,35.67300778,139.702605,building_direct,building_candidate_point,national,国宝・重要文化財(建造物),国宝・重要文化財(建造物),,national,国,designated,指定,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_001:167,,13Tokyo/raw/national/official_export_001.csv,明治神宮,,,,,東京都渋谷区代々木神園町1番1号,渋谷区,13113,国宝・重要文化財(建造物),建造物,national,,35.67300778,139.702605,building_direct,building_candidate_point,national,国宝・重要文化財(建造物),国宝・重要文化財(建造物),,national,国,designated,指定,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_001:168,,13Tokyo/raw/national/official_export_001.csv,明治神宮,,,,,東京都渋谷区代々木神園町,渋谷区,13113,国宝・重要文化財(建造物),建造物,national,,35.67300778,139.702605,building_direct,building_candidate_point,national,国宝・重要文化財(建造物),国宝・重要文化財(建造物),,national,国,designated,指定,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_001:169,,13Tokyo/raw/national/official_export_001.csv,明治神宮,,,,,東京都渋谷区代々木神園町,渋谷区,13113,国宝・重要文化財(建造物),建造物,national,,35.67300778,139.702605,building_direct,building_candidate_point,national,国宝・重要文化財(建造物),国宝・重要文化財(建造物),,national,国,designated,指定,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_001:170,,13Tokyo/raw/national/official_export_001.csv,明治神宮,,,,,東京都渋谷区代々木神園町,渋谷区,13113,国宝・重要文化財(建造物),建造物,national,,35.67300778,139.702605,building_direct,building_candidate_point,national,国宝・重要文化財(建造物),国宝・重要文化財(建造物),,national,国,designated,指定,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_001:171,,13Tokyo/raw/national/official_export_001.csv,明治神宮,,,,,東京都渋谷区代々木神園町,渋谷区,13113,国宝・重要文化財(建造物),建造物,national,,35.67300778,139.702605,building_direct,building_candidate_point,national,国宝・重要文化財(建造物),国宝・重要文化財(建造物),,national,国,designated,指定,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_001:172,,13Tokyo/raw/national/official_export_001.csv,明治神宮,,,,,東京都渋谷区代々木神園町,渋谷区,13113,国宝・重要文化財(建造物),建造物,national,,35.67300778,139.702605,building_direct,building_candidate_point,national,国宝・重要文化財(建造物),国宝・重要文化財(建造物),,national,国,designated,指定,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_001:173,,13Tokyo/raw/national/official_export_001.csv,明治神宮,,,,,東京都渋谷区代々木神園町,渋谷区,13113,国宝・重要文化財(建造物),建造物,national,,35.67300778,139.702605,building_direct,building_candidate_point,national,国宝・重要文化財(建造物),国宝・重要文化財(建造物),,national,国,designated,指定,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_001:174,,13Tokyo/raw/national/official_export_001.csv,明治神宮,,,,,東京都渋谷区代々木神園町,渋谷区,13113,国宝・重要文化財(建造物),建造物,national,,35.67300778,139.702605,building_direct,building_candidate_point,national,国宝・重要文化財(建造物),国宝・重要文化財(建造物),,national,国,designated,指定,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_001:175,,13Tokyo/raw/national/official_export_001.csv,明治神宮,,,,,東京都渋谷区代々木神園町,渋谷区,13113,国宝・重要文化財(建造物),建造物,national,,35.67300778,139.702605,building_direct,building_candidate_point,national,国宝・重要文化財(建造物),国宝・重要文化財(建造物),,national,国,designated,指定,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_001:176,,13Tokyo/raw/national/official_export_001.csv,明治神宮,,,,,東京都渋谷区代々木神園町,渋谷区,13113,国宝・重要文化財(建造物),建造物,national,,35.67300778,139.702605,building_direct,building_candidate_point,national,国宝・重要文化財(建造物),国宝・重要文化財(建造物),,national,国,designated,指定,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_001:177,,13Tokyo/raw/national/official_export_001.csv,明治神宮,,,,,東京都渋谷区代々木神園町,渋谷区,13113,国宝・重要文化財(建造物),建造物,national,,35.67300778,139.702605,building_direct,building_candidate_point,national,国宝・重要文化財(建造物),国宝・重要文化財(建造物),,national,国,designated,指定,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_001:178,,13Tokyo/raw/national/official_export_001.csv,明治神宮,,,,,東京都渋谷区代々木神園町,渋谷区,13113,国宝・重要文化財(建造物),建造物,national,,35.67300778,139.702605,building_direct,building_candidate_point,national,国宝・重要文化財(建造物),国宝・重要文化財(建造物),,national,国,designated,指定,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_001:179,,13Tokyo/raw/national/official_export_001.csv,明治神宮宝物殿,,,,,東京都渋谷区代々木神園町1番1号,渋谷区,13113,国宝・重要文化財(建造物),建造物,national,,35.67958317,139.69811546,building_direct,building_candidate_point,national,国宝・重要文化財(建造物),国宝・重要文化財(建造物),,national,国,designated,指定,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_001:180,,13Tokyo/raw/national/official_export_001.csv,明治神宮宝物殿,,,,,東京都渋谷区代々木神園町1番1号,渋谷区,13113,国宝・重要文化財(建造物),建造物,national,,35.67970941,139.69770106,building_direct,building_candidate_point,national,国宝・重要文化財(建造物),国宝・重要文化財(建造物),,national,国,designated,指定,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_001:181,,13Tokyo/raw/national/official_export_001.csv,明治神宮宝物殿,,,,,東京都渋谷区代々木神園町1番1号,渋谷区,13113,国宝・重要文化財(建造物),建造物,national,,35.67987315,139.69755816,building_direct,building_candidate_point,national,国宝・重要文化財(建造物),国宝・重要文化財(建造物),,national,国,designated,指定,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_001:182,,13Tokyo/raw/national/official_export_001.csv,明治神宮宝物殿,,,,,東京都渋谷区代々木神園町1番1号,渋谷区,13113,国宝・重要文化財(建造物),建造物,national,,35.67989696,139.69838282,building_direct,building_candidate_point,national,国宝・重要文化財(建造物),国宝・重要文化財(建造物),,national,国,designated,指定,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_001:183,,13Tokyo/raw/national/official_export_001.csv,明治神宮宝物殿,,,,,東京都渋谷区代々木神園町1番1号,渋谷区,13113,国宝・重要文化財(建造物),建造物,national,,35.67991986,139.697727,building_direct,building_candidate_point,national,国宝・重要文化財(建造物),国宝・重要文化財(建造物),,national,国,designated,指定,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_001:184,,13Tokyo/raw/national/official_export_001.csv,明治神宮宝物殿,,,,,東京都渋谷区代々木神園町1番1号,渋谷区,13113,国宝・重要文化財(建造物),建造物,national,,35.67994526,139.69798693,building_direct,building_candidate_point,national,国宝・重要文化財(建造物),国宝・重要文化財(建造物),,national,国,designated,指定,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_001:185,,13Tokyo/raw/national/official_export_001.csv,明治神宮宝物殿,,,,,東京都渋谷区代々木神園町1番1号,渋谷区,13113,国宝・重要文化財(建造物),建造物,national,,35.67994533,139.69742901,building_direct,building_candidate_point,national,国宝・重要文化財(建造物),国宝・重要文化財(建造物),,national,国,designated,指定,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_001:186,,13Tokyo/raw/national/official_export_001.csv,明治神宮宝物殿,,,,,東京都渋谷区代々木神園町1番1号,渋谷区,13113,国宝・重要文化財(建造物),建造物,national,,35.68005707,139.69822569,building_direct,building_candidate_point,national,国宝・重要文化財(建造物),国宝・重要文化財(建造物),,national,国,designated,指定,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_001:187,,13Tokyo/raw/national/official_export_001.csv,明治神宮宝物殿,,,,,東京都渋谷区代々木神園町1番1号,渋谷区,13113,国宝・重要文化財(建造物),建造物,national,,35.68009643,139.6983858,building_direct,building_candidate_point,national,国宝・重要文化財(建造物),国宝・重要文化財(建造物),,national,国,designated,指定,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_001:188,,13Tokyo/raw/national/official_export_001.csv,明治神宮宝物殿,,,,,東京都渋谷区代々木神園町1番1号,渋谷区,13113,国宝・重要文化財(建造物),建造物,national,,35.68009855,139.69792249,building_direct,building_candidate_point,national,国宝・重要文化財(建造物),国宝・重要文化財(建造物),,national,国,designated,指定,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_001:189,,13Tokyo/raw/national/official_export_001.csv,明治神宮宝物殿,,,,,東京都渋谷区代々木神園町1番1号,渋谷区,13113,国宝・重要文化財(建造物),建造物,national,,35.68018191,139.69844891,building_direct,building_candidate_point,national,国宝・重要文化財(建造物),国宝・重要文化財(建造物),,national,国,designated,指定,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_001:190,,13Tokyo/raw/national/official_export_001.csv,明治神宮宝物殿,,,,,東京都渋谷区代々木神園町1番1号,渋谷区,13113,国宝・重要文化財(建造物),建造物,national,,35.68018952,139.69788372,building_direct,building_candidate_point,national,国宝・重要文化財(建造物),国宝・重要文化財(建造物),,national,国,designated,指定,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_001:191,,13Tokyo/raw/national/official_export_001.csv,明治神宮宝物殿,,,,,東京都渋谷区代々木神園町1番1号,渋谷区,13113,国宝・重要文化財(建造物),建造物,national,,35.68029292,139.69785084,building_direct,building_candidate_point,national,国宝・重要文化財(建造物),国宝・重要文化財(建造物),,national,国,designated,指定,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_001:192,,13Tokyo/raw/national/official_export_001.csv,明治生命保険相互会社本社本館,,,,,東京都千代田区丸の内二丁目1番1号,千代田区,13101,国宝・重要文化財(建造物),建造物,national,,35.67896494,139.76163183,building_direct,building_candidate_point,national,国宝・重要文化財(建造物),国宝・重要文化財(建造物),,national,国,designated,指定,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_001:193,,13Tokyo/raw/national/official_export_001.csv,明治丸,,,,,東京都江東区越中島二丁目1番6号東京海洋大学構内,江東区,13108,国宝・重要文化財(建造物),建造物,national,,35.66659034,139.79313959,building_direct,building_candidate_point,national,国宝・重要文化財(建造物),国宝・重要文化財(建造物),,national,国,designated,指定,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_001:194,,13Tokyo/raw/national/official_export_001.csv,有章院(徳川家継)霊廟二天門,,,,,東京都港区芝公園三丁目3番,港区,13103,国宝・重要文化財(建造物),建造物,national,,35.6591557,139.75036242,building_direct,building_candidate_point,national,国宝・重要文化財(建造物),国宝・重要文化財(建造物),,national,国,designated,指定,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_001:195,,13Tokyo/raw/national/official_export_001.csv,代々木競技場,,,,,東京都渋谷区神南二丁目一番,渋谷区,13113,国宝・重要文化財(建造物),建造物,national,,35.66647222,139.69858056,building_direct,building_candidate_point,national,国宝・重要文化財(建造物),国宝・重要文化財(建造物),,national,国,designated,指定,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_001:196,,13Tokyo/raw/national/official_export_001.csv,代々木競技場,,,,,東京都渋谷区神南二丁目一番,渋谷区,13113,国宝・重要文化財(建造物),建造物,national,,35.66765556,139.70016667,building_direct,building_candidate_point,national,国宝・重要文化財(建造物),国宝・重要文化財(建造物),,national,国,designated,指定,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_001:197,,13Tokyo/raw/national/official_export_001.csv,早稲田大学大隈記念講堂,,,,,東京都新宿区戸塚町一丁目104番地,新宿区,13104,国宝・重要文化財(建造物),建造物,national,,35.70891402,139.72153606,building_direct,building_candidate_point,national,国宝・重要文化財(建造物),国宝・重要文化財(建造物),,national,国,designated,指定,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_002:0,,13Tokyo/raw/national/official_export_002.csv,會田家住宅旧蔵,,,,,東京都葛飾区鎌倉三丁目36,葛飾区,13122,登録有形文化財(建造物),建造物,national,,,,building_direct,building_candidate_point,national,登録有形文化財(建造物),登録有形文化財(建造物),,national,国,registered,登録,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_002:1,,13Tokyo/raw/national/official_export_002.csv,青柳家住宅主屋,,,,,東京都練馬区羽沢1-6-12,練馬区,13120,登録有形文化財(建造物),建造物,national,,35.74087135,139.67009865,building_direct,building_candidate_point,national,登録有形文化財(建造物),登録有形文化財(建造物),,national,国,registered,登録,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_002:2,,13Tokyo/raw/national/official_export_002.csv,青山学院ベリーホール,,,,,東京都渋谷区渋谷4-22他,渋谷区,13113,登録有形文化財(建造物),建造物,national,,35.66072331,139.71034935,building_direct,building_candidate_point,national,登録有形文化財(建造物),登録有形文化財(建造物),,national,国,registered,登録,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_002:3,,13Tokyo/raw/national/official_export_002.csv,青山学院間島記念館,,,,,東京都渋谷区渋谷4-22他,渋谷区,13113,登録有形文化財(建造物),建造物,national,,35.660297,139.710175,building_direct,building_candidate_point,national,登録有形文化財(建造物),登録有形文化財(建造物),,national,国,registered,登録,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_002:4,,13Tokyo/raw/national/official_export_002.csv,浅田家住宅主屋,,,,,東京都目黒区目黒4-19-4,目黒区,13110,登録有形文化財(建造物),建造物,national,,35.634373,139.700562,building_direct,building_candidate_point,national,登録有形文化財(建造物),登録有形文化財(建造物),,national,国,registered,登録,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_002:5,,13Tokyo/raw/national/official_export_002.csv,芦葉家住宅倉庫,,,,,東京都文京区千駄木3-9-1,文京区,13105,登録有形文化財(建造物),建造物,national,,35.72709372,139.76159938,building_direct,building_candidate_point,national,登録有形文化財(建造物),登録有形文化財(建造物),,national,国,registered,登録,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_002:6,,13Tokyo/raw/national/official_export_002.csv,芦葉家住宅門,,,,,東京都文京区千駄木3-9-1,文京区,13105,登録有形文化財(建造物),建造物,national,,35.72701921,139.76160955,building_direct,building_candidate_point,national,登録有形文化財(建造物),登録有形文化財(建造物),,national,国,registered,登録,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_002:7,,13Tokyo/raw/national/official_export_002.csv,阿豆佐和気命神社旧本殿,,,,,東京都利島村1,利島村,13362,登録有形文化財(建造物),建造物,national,,34.52967219,139.27699138,building_direct,building_candidate_point,national,登録有形文化財(建造物),登録有形文化財(建造物),,national,国,registered,登録,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_002:8,,13Tokyo/raw/national/official_export_002.csv,新井家住宅内蔵,,,,,東京都調布市入間町1-4,調布市,13208,登録有形文化財(建造物),建造物,national,,35.65280324,139.58488153,building_direct,building_candidate_point,national,登録有形文化財(建造物),登録有形文化財(建造物),,national,国,registered,登録,tangible,有形文化財,建造物,medium
national,文化庁,国指定文化財等データベース CSV export,official_export_002:9,,13Tokyo/raw/national/official_export_002.csv,新井家住宅旧蚕室,,,,,東京都調布市入間町1-4,調布市,13208,登録有形文化財(建造物),建造物,national,,35.65248599,139.58511271,building_direct,building_candidate_point,national,登録有形文化財(建造物),登録有形文化財(建造物),,national,国,registered,登録,tangible,有形文化財,建造物,medium
