metric,fire｜延焼危険度,seismic｜南海トラフ巨大地震,seismic｜多摩東部直下地震,seismic｜多摩西部直下地震,seismic｜大正関東地震,seismic｜立川断層帯地震,seismic｜都心南部直下地震,seismic｜都心東部直下地震,seismic｜都心西部直下地震
TOTAL_RECORDS_WITH_RISK,4,4,4,4,4,4,4,4,4
