metric,土砂災害｜PLATEAU建築物リスク,土砂災害｜土砂災害警戒区域,想定震度｜南海トラフ巨大地震,想定震度｜大正関東地震
TOTAL_RECORDS_WITH_RISK,2,2,2,2
