museum_id,facility_name,municipality_code,municipality_name,address_raw,address_normalized,postal_code,latitude,longitude,location_type,address_source_url,source_authority,extraction_method,geocoder,geocode_score,match_level,coordinate_level,coordinate_use,review_status,review_reason,retrieved_at,content_sha256,notes
MUS-0ad886f854cf,Bunkamuraザ・ミュージアム,13113,渋谷区,,,,,,,https://www.bunkamura.co.jp/museum/,facility_or_public_official,official_page_review,,,,,,needs_review,low_score_address,2026-09-06T16:34:45+00:00,,
MUS-1b33a8f33d68,杉並区立郷土博物館,13115,杉並区,,,,,,,https://www.city.suginami.tokyo.jp/histmus/,facility_or_public_official,official_page_review,,,,,,needs_review,multiple_equal_official_addresses,2026-09-06T16:34:45+00:00,,東京都杉並区が制作し、ジェイコム東京で放送している番組です。 区が行う取り組みをはじめ、まちの話題や出来事などをお届けします。 番組は毎月1日の更新で制作しています。 | 東京都杉並区公式チャンネルからご視聴できます。（本編の4分40秒から展示の紹介です） | 東京都杉並区公式チャンネルからご視聴できます。（本編の4分40秒から展示の紹介です） すぎなみスタイルは、杉並区が制作し、ジェイコム東京で放送して | 東京都杉並区役所 法人番号（8000020131156） | 東京都杉並区阿佐谷南1丁目15番1号
MUS-30239d28c396,千代田区立日比谷図書文化館 千代田区立日比谷図書文化館 文化財事務室,13101,千代田区,,,,,,,https://museum.net.city.chiyoda.lg.jp/list/shisetsu/34.php,facility_or_public_official,official_page_review,,,,,,needs_review,multiple_equal_official_addresses,2026-09-06T16:34:45+00:00,,東京都千代田区日比谷公園 1-4 | 東京都千代田区民、中学生以下、障害者手帳保持者とその介護者1名無料）
MUS-3815455e28e6,講談社 野間記念館,13105,文京区,立て替えのため休館中,,,,,facility_location,http://www.nomamuseum.kodansha.co.jp/,facility_or_public_official,official_page_review,,,canonical_source_record,,,needs_review,no_supported_official_address,2026-09-06T16:34:45+00:00,,Rejected: value lacks municipality name or street number
MUS-3bf2e3b5f91d,青梅市立美術館 青梅市立小島善太郎美術館,13205,青梅市,,,,,,,https://www.city.ome.tokyo.jp/site/art-museum/,facility_or_public_official,official_page_review,,,,,,needs_review,no_supported_official_address,2026-09-06T16:34:45+00:00,,
MUS-3fd6eab357e5,駒澤大学禅文化歴史博物館,13112,世田谷区,,,,,,,https://www.komazawa-u.ac.jp/facilities/museum/,facility_or_public_official,official_page_review,,,,,,needs_review,multiple_equal_official_addresses,2026-09-06T16:34:45+00:00,,東京都世田谷区宇奈根1-1-1 Google マップ | 東京都世田谷区深沢6-8-18 Google マップ | 東京都世田谷区駒沢1-23-1 Google マップ | 東京都世田谷区報（No.2004）内容訂正について | 東京都世田谷区宇奈根1-1-1
MUS-403212f49a31,羽村市郷土博物館,13227,羽村市,,,,,,,https://www.city.hamura.tokyo.jp/0000005474.html,facility_or_public_official,official_page_review,,,,,,needs_review,multiple_equal_official_addresses,2026-09-06T16:34:45+00:00,,東京都羽村市緑ヶ丘5丁目2番地1 | 東京都羽村市郷土博物館は、昭和60年（1985年）4月に開館し、市民の文化的創造を育む「学び」の場として活動してきました。 | 東京都羽村市製作の番組「テレビはむら」の貸出し用DVD。放送中の番組からバックナンバー（過去6ヶ月分）まであり。 | 東京都羽村市郷土博物館 プリモホールゆとろぎ（羽村市生涯学習センター） プリモライブラリーはむら（羽村市図書館） 小作台図書室 【令和8年度】プリモホールゆとろぎ 学習の場開放・フリースペース開放 | 東京都羽村市郷土博物館初版公開日:[2024年08月31日]更新日：[2026年8月19日]ID:5474ソーシャルサイトへのリ
MUS-4d222c089a40,国立映画アーカイブ,13102,中央区,,,,,,,https://www.nfaj.go.jp/,facility_or_public_official,official_page_review,,,,,,needs_review,low_score_address,2026-09-06T16:34:45+00:00,,
MUS-660cd09f0c33,たましん美術館,13202,立川市,,,,,,,https://www.tamashinmuseum.org/,facility_or_public_official,official_page_review,,,,,,needs_review,multiple_equal_official_addresses,2026-09-06T16:34:45+00:00,,東京都立川市緑町3-4 | 東京都立川市緑町3-4 多摩信用金庫本店1階・2階 | 東京都国立市中 1-9-52 | 東京都国立市中1-9-52 多摩信用金庫国立支店 5階・6階
MUS-6f7fbf240b43,大名時計博物館,13106,台東区,,,,,,,https://t-navi.city.taito.lg.jp/spot/1078,facility_or_public_official,official_page_review,,,,,,needs_review,multiple_equal_official_addresses,2026-09-06T16:34:45+00:00,,東京都台東区東上野4丁目5番6号 | 東京都台東区谷中2-1-27
