museum_id,facility_name,municipality_code,municipality_name,address_raw,address_normalized,postal_code,latitude,longitude,location_type,address_source_url,source_authority,extraction_method,geocoder,geocode_score,match_level,coordinate_level,coordinate_use,review_status,review_reason,retrieved_at,content_sha256,notes
MUS-8482bfcbe8cd,調布市郷土博物館,13208,調布市,,,,,,,https://www.city.chofu.tokyo.jp/www/contents/1176118850606/,facility_or_public_official,official_page_review,,,,,,needs_review,multiple_equal_official_addresses,2026-09-06T16:34:45+00:00,,東京都調布市動画ライブラリー(テレビ広報ちょうふ令和6年2月5日号)「50周年にリニューアル郷土博物館常設展示「調布の歴史」」(YouTubeサ | 東京都調布市小島町2丁目35番地1 | 東京都調布市小島町3-26-2 | 東京都調布市郷土博物館の常設展示から、調布の歴史をコンパクトに紹介してみました。原始から中世編(前編)では、旧石器時代から戦国時代にいたる、およそ3万年前から16世紀までの歴史をたどります。 | 東京都調布市郷土博物館の所蔵する古写真を用いて、大正2年の京王電気軌道開通から令和4年現在に至るまでの調布駅とその周辺のまちが移り変わる様子を紹
MUS-85de7dae30d2,三井記念美術館,13102,中央区,,,,,,,https://www.mitsui-museum.jp/,facility_or_public_official,official_page_review,,,,,,needs_review,no_supported_official_address,2026-09-06T16:34:45+00:00,,
MUS-9a5b3f511adf,秩父宮記念スポーツ博物館,13104,新宿区,,,,,,,https://www.jpnsport.go.jp/muse/,facility_or_public_official,official_page_review,,,,,,needs_review,no_supported_official_address,2026-09-06T16:34:45+00:00,,
MUS-ae3f9923e598,相撲博物館,13107,墨田区,,,,,,,https://www.sumo.or.jp/KokugikanSumoMuseum/,facility_or_public_official,official_page_review,,,,,,needs_review,no_supported_official_address,2026-09-06T16:34:45+00:00,,
MUS-aff921e2eba3,新宿区立新宿歴史博物館,13104,新宿区,,,,,,,https://www.regasu-shinjuku.or.jp/rekihaku/,facility_or_public_official,official_page_review,,,,,,needs_review,no_supported_official_address,2026-09-06T16:34:45+00:00,,"https://www.regasu-shinjuku.or.jp/rekihaku/: SSLError: HTTPSConnectionPool(host='www.regasu-shinjuku.or.jp', port=443): Max retries exceeded with url: /rekihaku/ (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1082)')))"
MUS-b50772411a96,船の科学館,13108,江東区,東京都江東区有明－丁目南西側地先13号その1埋立地),,,,,facility_location,https://funenokagakukan.or.jp/about,facility_or_public_official,html_text,,,canonical_official_url,,,needs_review,invalid_official_address,2026-09-06T16:34:45+00:00,231bdec55dbdcfa05867fb5e5210684cc0333650a4c0bfcbeb821118259de2df,address_score=140; Rejected: malformed or contaminated official-page address
MUS-c2a53f1a60da,東京都美術館,13106,台東区,,,,,,,https://www.tobikan.jp/,facility_or_public_official,official_page_review,,,,,,needs_review,low_score_address,2026-09-06T16:34:45+00:00,,
MUS-c78955945ae5,多摩美術大学附属美術館,13224,多摩市,,,,,,,https://museum.tamabi.ac.jp/,facility_or_public_official,official_page_review,,,,,,needs_review,low_score_address,2026-09-06T16:34:45+00:00,,
MUS-c80e65a42ec0,青梅市郷土博物館,13205,青梅市,,,,,,,https://www.city.ome.tokyo.jp/site/provincial-history-museum/,facility_or_public_official,official_page_review,,,,,,needs_review,multiple_equal_official_addresses,2026-09-06T16:34:45+00:00,,東京都青梅市郷土博物館は、令和７年４月１日から休館しています。 | 東京都青梅市郷土博物館開館50年のあゆみ」
MUS-d85efefd3fb5,アーティゾン美術館,13102,中央区,,,,,,,https://www.artizon.museum/,facility_or_public_official,official_page_review,,,,,,needs_review,no_supported_official_address,2026-09-06T16:34:45+00:00,,
MUS-e1f88cd3c5ba,世田谷区立世田谷文学館,13112,世田谷区,,,,,,,https://www.setabun.or.jp/,facility_or_public_official,official_page_review,,,,,,needs_review,multiple_equal_official_addresses,2026-09-06T16:34:45+00:00,,東京都世田谷区にゆかりのある文学と文学者に関する資料を収集し、約10万点の資料を収蔵しています。 | 東京都世田谷区南烏山1-10-10 | 東京都世田谷区南烏山1-10-10 京王線 「芦花公園」駅南口から徒歩5分 「千歳烏山」駅南口から徒歩13分 小
MUS-ebfa492a5a88,東京ステーションギャラリー,13101,千代田区,,,,,,,https://www.ejrcf.or.jp/gallery/index.asp,facility_or_public_official,official_page_review,,,,,,needs_review,no_supported_official_address,2026-09-06T16:34:45+00:00,,
MUS-f378b45a4cc0,紙の博物館,13117,北区,,,,,,,https://papermuseum.jp/ja/,facility_or_public_official,official_page_review,,,,,,needs_review,multiple_equal_official_addresses,2026-09-06T16:34:45+00:00,,東京都北区王子 1-1-3 | 東京都北区飛鳥山博物館 ・紙の博物館） 2026年7月1日（水）より、３館相互割引をはじめます くわしくはこちら
MUS-fe10721ce902,静嘉堂文庫美術館,13101,千代田区,,,,,,,https://www.seikado.or.jp/,facility_or_public_official,official_page_review,,,,,,needs_review,no_supported_official_address,2026-09-06T16:34:45+00:00,,
