table_name,data_type,identifier,description,min_x,min_y,max_x,max_y,srs_id
admin_boundary_n03_2024,features,admin_boundary_n03_2024,,138.942867588,35.501252225,139.918908366,35.898424,6668.0
hazard_fire_spread_mesh250,features,hazard_fire_spread_mesh250,,138.9430268723687,35.5011517481995,139.9188455811413,35.89858262423454,4326.0
hazard_fire_spread_town,features,hazard_fire_spread_town,,138.9430236722034,35.50115147098253,139.9188410241469,35.89858305134474,4326.0
hazard_inundation_中川_綾瀬川圏域,features,hazard_inundation_中川_綾瀬川圏域,,139.7451919,35.6385415,139.9179417,35.8174582,4326.0
hazard_inundation_城南地区河川流域,features,hazard_inundation_城南地区河川流域,,139.5645625,35.539875,139.7875625,35.70079167,4326.0
hazard_inundation_境川流域,features,hazard_inundation_境川流域,,139.2805,35.5019445,139.50762,35.62017,4326.0
hazard_inundation_残堀川流域,features,hazard_inundation_残堀川流域,,139.3023125,35.67504166,139.4249375,35.79620833,4326.0
hazard_inundation_江東内部河川流域,features,hazard_inundation_江東内部河川流域,,139.7676875,35.59395834,139.8540625,35.73245834,4326.0
hazard_inundation_浅川圏域_大栗川及び三沢川流域,features,hazard_inundation_浅川圏域_大栗川及び三沢川流域,,139.1616908,35.5960611,139.5253049,35.71800518,4326.0
hazard_inundation_石神井川及び白子川流域,features,hazard_inundation_石神井川及び白子川流域,,139.4226875,35.71095834,139.7575625,35.79554167,4326.0
hazard_inundation_神田川流域,features,hazard_inundation_神田川流域,,139.5394375,35.66754167,139.8024375,35.746625,4326.0
hazard_inundation_秋川及び平井川流域,features,hazard_inundation_秋川及び平井川流域,,139.01229,35.66597973,139.3371281,35.78922502,4326.0
hazard_inundation_野川_仙川_入間川_谷沢川及び丸子川流域,features,hazard_inundation_野川_仙川_入間川_谷沢川及び丸子川流域,,139.4324375,35.58670833,139.6760625,35.72729167,4326.0
hazard_inundation_隅田川及び新河岸川流域,features,hazard_inundation_隅田川及び新河岸川流域,,139.6316915,35.6504583,139.8248167,35.7978748,4326.0
hazard_inundation_霞川及び多摩川上流圏域,features,hazard_inundation_霞川及び多摩川上流圏域,,138.9428358,35.73857083,139.3234581,35.89840697,4326.0
hazard_inundation_鶴見川流域,features,hazard_inundation_鶴見川流域,,139.2805,35.5019445,139.50762,35.62017,4326.0
hazard_inundation_黒目川_落合川_柳瀬川_空堀川及び奈良橋川流域,features,hazard_inundation_黒目川_落合川_柳瀬川_空堀川及び奈良橋川流域,,139.3750625,35.71670833,139.5679375,35.810375,4326.0
hazard_landslide_prevention_a46_polygon,features,hazard_landslide_prevention_a46_polygon,,138.9931249325409,26.67685370323768,142.1462667914163,35.8129091015635,4326.0
hazard_liquefaction_250m_南海トラフ巨大地震,features,hazard_liquefaction_250m_南海トラフ巨大地震,,138.98125,33.85208333333333,139.921875,35.84166666666666,4326.0
hazard_liquefaction_250m_多摩東部直下地震,features,hazard_liquefaction_250m_多摩東部直下地震,,138.98125,35.52083333333333,139.921875,35.84166666666666,4326.0
hazard_liquefaction_250m_大正関東地震,features,hazard_liquefaction_250m_大正関東地震,,138.98125,33.85208333333333,139.921875,35.84166666666666,4326.0
hazard_liquefaction_250m_立川断層帯地震,features,hazard_liquefaction_250m_立川断層帯地震,,138.98125,35.52083333333333,139.921875,35.84166666666666,4326.0
hazard_liquefaction_250m_都心南部直下地震,features,hazard_liquefaction_250m_都心南部直下地震,,138.98125,34.35,139.921875,35.84166666666666,4326.0
hazard_region_risk,features,hazard_region_risk,,139.1478092483775,35.50115147030174,139.9188413574779,35.83068099028696,4326.0
hazard_sabo_designated_a52_polygon,features,hazard_sabo_designated_a52_polygon,,138.9471438253474,26.63959544824214,142.2102328228983,35.89866209319932,4326.0
hazard_sediment_warning_a33_polygon,features,hazard_sediment_warning_a33_polygon,,138.98828498,26.63058115,142.2166506,36.64233666,4326.0
hazard_seismic_50m_南海トラフ巨大地震,features,hazard_seismic_50m_南海トラフ巨大地震,,138.9425,26.53958333333334,142.253125,35.89874999999999,4326.0
hazard_seismic_50m_多摩東部直下地震,features,hazard_seismic_50m_多摩東部直下地震,,138.9425,35.50124999999999,139.919375,35.89874999999999,4326.0
hazard_seismic_50m_多摩西部直下地震,features,hazard_seismic_50m_多摩西部直下地震,,138.9425,35.50124999999999,139.919375,35.89874999999999,4326.0
hazard_seismic_50m_大正関東地震,features,hazard_seismic_50m_大正関東地震,,138.9425,30.47208333333333,140.315625,35.89874999999999,4326.0
hazard_seismic_50m_立川断層帯地震,features,hazard_seismic_50m_立川断層帯地震,,138.9425,35.50124999999999,139.919375,35.89874999999999,4326.0
hazard_seismic_50m_都心南部直下地震,features,hazard_seismic_50m_都心南部直下地震,,138.9425,35.50124999999999,139.919375,35.89874999999999,4326.0
hazard_seismic_50m_都心東部直下地震,features,hazard_seismic_50m_都心東部直下地震,,138.9425,35.50124999999999,139.919375,35.89874999999999,4326.0
hazard_seismic_50m_都心西部直下地震,features,hazard_seismic_50m_都心西部直下地震,,138.9425,35.50124999999999,139.919375,35.89874999999999,4326.0
hazard_source_manifest,attributes,hazard_source_manifest,Tokyo hazard source manifest (238 rows),,,,,
hazard_steep_slope_a47_polygon,features,hazard_steep_slope_a47_polygon,,138.988859978,33.127340192,139.807696704,35.827993142,4326.0
hazard_storm_surge_depth,features,hazard_storm_surge_depth,,139.6411538130594,35.52822644816272,139.9178675359402,35.81638030955247,4326.0
hazard_storm_surge_duration,features,hazard_storm_surge_duration,,139.6502335934412,35.52822644816272,139.9178675359402,35.81638030955247,4326.0
hazard_storm_surge_house_collapse,features,hazard_storm_surge_house_collapse,,139.665930668535,35.53218846512598,139.9178675359402,35.81071837083807,4326.0
hazard_tsunami_arrival_三宅島_南海トラフ巨大地震_ケース1,features,hazard_tsunami_arrival_三宅島_南海トラフ巨大地震_ケース1,,139.47312059,34.04530128,139.56683465,34.12507538,4326.0
hazard_tsunami_arrival_三宅島_南海トラフ巨大地震_ケース2,features,hazard_tsunami_arrival_三宅島_南海トラフ巨大地震_ケース2,,139.47344297,34.04530128,139.56683436,34.12507538,4326.0
hazard_tsunami_arrival_三宅島_南海トラフ巨大地震_ケース5,features,hazard_tsunami_arrival_三宅島_南海トラフ巨大地震_ケース5,,139.47355399,34.04530128,139.56683465,34.12507538,4326.0
hazard_tsunami_arrival_三宅島_南海トラフ巨大地震_ケース6,features,hazard_tsunami_arrival_三宅島_南海トラフ巨大地震_ケース6,,139.47312059,34.04530128,139.56683465,34.12507538,4326.0
hazard_tsunami_arrival_三宅島_南海トラフ巨大地震_ケース8,features,hazard_tsunami_arrival_三宅島_南海トラフ巨大地震_ケース8,,139.47312059,34.04530128,139.56683465,34.12507538,4326.0
hazard_tsunami_arrival_三宅島_大正関東地震,features,hazard_tsunami_arrival_三宅島_大正関東地震,,139.47355399,34.04654288,139.56650987,34.12507538,4326.0
hazard_tsunami_arrival_八丈島_南海トラフ巨大地震_ケース1,features,hazard_tsunami_arrival_八丈島_南海トラフ巨大地震_ケース1,,139.7383146,33.04532579,139.85930939,33.15955588,4326.0
hazard_tsunami_arrival_八丈島_南海トラフ巨大地震_ケース2,features,hazard_tsunami_arrival_八丈島_南海トラフ巨大地震_ケース2,,139.7383146,33.04532579,139.85930939,33.15955588,4326.0
hazard_tsunami_arrival_八丈島_南海トラフ巨大地震_ケース5,features,hazard_tsunami_arrival_八丈島_南海トラフ巨大地震_ケース5,,139.7383146,33.04532579,139.85930939,33.15955575,4326.0
hazard_tsunami_arrival_八丈島_南海トラフ巨大地震_ケース6,features,hazard_tsunami_arrival_八丈島_南海トラフ巨大地震_ケース6,,139.7383146,33.04532579,139.85930939,33.15955588,4326.0
hazard_tsunami_arrival_八丈島_南海トラフ巨大地震_ケース8,features,hazard_tsunami_arrival_八丈島_南海トラフ巨大地震_ケース8,,139.7383146,33.04532579,139.85930939,33.15955588,4326.0
hazard_tsunami_arrival_八丈島_大正関東地震,features,hazard_tsunami_arrival_八丈島_大正関東地震,,139.7383146,33.04532579,139.85930939,33.15955543,4326.0
hazard_tsunami_arrival_利島_南海トラフ巨大地震_ケース1,features,hazard_tsunami_arrival_利島_南海トラフ巨大地震_ケース1,,139.26741546,34.51095775,139.29289465,34.53270374,4326.0
