dataset_no,dataset_key,title,source_org,acquisition,source_url,resource,layer,geometry_type,row_count,status,note,ingested_at,license,license_url,redistribution,commercial_use,modification,redistribution_status,attribution,usage_note,license_checked_at
7,tsunami,津波浸水分布（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download,https://www.opendata.metro.tokyo.lg.jp/soumu/26_aogashima_nannkaitorafucase2_sinnsuisinn.csv,青ヶ島_南海トラフ巨大地震_ケース2_浸水深,hazard_tsunami_depth_青ヶ島_南海トラフ巨大地震_ケース2,Point (explicit CSV longitude/latitude),1939,ok,"area=青ヶ島; scenario=南海トラフ巨大地震_ケース2; metric=depth; stored as an independent tsunami scenario layer. Published data are 10m mesh values, but this script does not infer cell polygons; it stores published coordinate points exactly.",2026-09-03T23:29:28+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「津波浸水分布（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,公開座標をGIS地物化。地域・指標・想定シナリオ別レイヤとして保持する。,2026-09-04
7,tsunami,津波浸水分布（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download,https://www.opendata.metro.tokyo.lg.jp/soumu/27_chichijima_nannkaitorafucase2_toutatujikann.csv,父島_南海トラフ巨大地震_ケース2_到達時間,hazard_tsunami_arrival_父島_南海トラフ巨大地震_ケース2,Point (explicit CSV longitude/latitude),16975,ok,"area=父島; scenario=南海トラフ巨大地震_ケース2; metric=arrival; stored as an independent tsunami scenario layer. Published data are 10m mesh values, but this script does not infer cell polygons; it stores published coordinate points exactly.",2026-09-03T23:29:28+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「津波浸水分布（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,公開座標をGIS地物化。地域・指標・想定シナリオ別レイヤとして保持する。,2026-09-04
7,tsunami,津波浸水分布（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download,https://www.opendata.metro.tokyo.lg.jp/soumu/28_chichijima_nannkaitorafucase2_tunamidaka.csv,父島_南海トラフ巨大地震_ケース2_津波高,hazard_tsunami_height_父島_南海トラフ巨大地震_ケース2,Point (explicit CSV longitude/latitude),16975,ok,"area=父島; scenario=南海トラフ巨大地震_ケース2; metric=height; stored as an independent tsunami scenario layer. Published data are 10m mesh values, but this script does not infer cell polygons; it stores published coordinate points exactly.",2026-09-03T23:29:29+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「津波浸水分布（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,公開座標をGIS地物化。地域・指標・想定シナリオ別レイヤとして保持する。,2026-09-04
7,tsunami,津波浸水分布（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download,https://www.opendata.metro.tokyo.lg.jp/soumu/29_chichijima_nannkaitorafucase2_sinnsuisinn.csv,父島_南海トラフ巨大地震_ケース2_浸水深,hazard_tsunami_depth_父島_南海トラフ巨大地震_ケース2,Point (explicit CSV longitude/latitude),16975,ok,"area=父島; scenario=南海トラフ巨大地震_ケース2; metric=depth; stored as an independent tsunami scenario layer. Published data are 10m mesh values, but this script does not infer cell polygons; it stores published coordinate points exactly.",2026-09-03T23:29:29+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「津波浸水分布（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,公開座標をGIS地物化。地域・指標・想定シナリオ別レイヤとして保持する。,2026-09-04
7,tsunami,津波浸水分布（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download,https://www.opendata.metro.tokyo.lg.jp/soumu/30_hahajima_nannkaitorafucase2_toutatujikann.csv,母島_南海トラフ巨大地震_ケース2_到達時間,hazard_tsunami_arrival_母島_南海トラフ巨大地震_ケース2,Point (explicit CSV longitude/latitude),6577,ok,"area=母島; scenario=南海トラフ巨大地震_ケース2; metric=arrival; stored as an independent tsunami scenario layer. Published data are 10m mesh values, but this script does not infer cell polygons; it stores published coordinate points exactly.",2026-09-03T23:29:29+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「津波浸水分布（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,公開座標をGIS地物化。地域・指標・想定シナリオ別レイヤとして保持する。,2026-09-04
7,tsunami,津波浸水分布（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download,https://www.opendata.metro.tokyo.lg.jp/soumu/31_hahajima_nannkaitorafucase2_tunamidaka.csv,母島_南海トラフ巨大地震_ケース2_津波高,hazard_tsunami_height_母島_南海トラフ巨大地震_ケース2,Point (explicit CSV longitude/latitude),6577,ok,"area=母島; scenario=南海トラフ巨大地震_ケース2; metric=height; stored as an independent tsunami scenario layer. Published data are 10m mesh values, but this script does not infer cell polygons; it stores published coordinate points exactly.",2026-09-03T23:29:29+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「津波浸水分布（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,公開座標をGIS地物化。地域・指標・想定シナリオ別レイヤとして保持する。,2026-09-04
7,tsunami,津波浸水分布（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download,https://www.opendata.metro.tokyo.lg.jp/soumu/32_hahajima_nannkaitorafucase2_sinnsuisinn.csv,母島_南海トラフ巨大地震_ケース2_浸水深,hazard_tsunami_depth_母島_南海トラフ巨大地震_ケース2,Point (explicit CSV longitude/latitude),6577,ok,"area=母島; scenario=南海トラフ巨大地震_ケース2; metric=depth; stored as an independent tsunami scenario layer. Published data are 10m mesh values, but this script does not infer cell polygons; it stores published coordinate points exactly.",2026-09-03T23:29:29+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「津波浸水分布（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,公開座標をGIS地物化。地域・指標・想定シナリオ別レイヤとして保持する。,2026-09-04
7,tsunami,津波浸水分布（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download,https://www.opendata.metro.tokyo.lg.jp/soumu/0_kubu_nannkaitorafucase5_toutatujikann.csv,区部_南海トラフ巨大地震_ケース5_到達時間,hazard_tsunami_arrival_区部_南海トラフ巨大地震_ケース5,Point (explicit CSV longitude/latitude),39462,ok,"area=区部; scenario=南海トラフ巨大地震_ケース5; metric=arrival; stored as an independent tsunami scenario layer. Published data are 10m mesh values, but this script does not infer cell polygons; it stores published coordinate points exactly.",2026-09-03T23:29:30+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「津波浸水分布（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,公開座標をGIS地物化。地域・指標・想定シナリオ別レイヤとして保持する。,2026-09-04
7,tsunami,津波浸水分布（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download,https://www.opendata.metro.tokyo.lg.jp/soumu/1_kubu_nannkaitorafucase5_tunamidaka.csv,区部_南海トラフ巨大地震_ケース5_津波高,hazard_tsunami_height_区部_南海トラフ巨大地震_ケース5,Point (explicit CSV longitude/latitude),39462,ok,"area=区部; scenario=南海トラフ巨大地震_ケース5; metric=height; stored as an independent tsunami scenario layer. Published data are 10m mesh values, but this script does not infer cell polygons; it stores published coordinate points exactly.",2026-09-03T23:29:31+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「津波浸水分布（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,公開座標をGIS地物化。地域・指標・想定シナリオ別レイヤとして保持する。,2026-09-04
7,tsunami,津波浸水分布（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download,https://www.opendata.metro.tokyo.lg.jp/soumu/2_kubu_nannkaitorafucase5_sinnsuisinn.csv,区部_南海トラフ巨大地震_ケース5_浸水深,hazard_tsunami_depth_区部_南海トラフ巨大地震_ケース5,Point (explicit CSV longitude/latitude),39462,ok,"area=区部; scenario=南海トラフ巨大地震_ケース5; metric=depth; stored as an independent tsunami scenario layer. Published data are 10m mesh values, but this script does not infer cell polygons; it stores published coordinate points exactly.",2026-09-03T23:29:32+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「津波浸水分布（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,公開座標をGIS地物化。地域・指標・想定シナリオ別レイヤとして保持する。,2026-09-04
7,tsunami,津波浸水分布（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download,https://www.opendata.metro.tokyo.lg.jp/soumu/3_oshima_nannkaitorafucase5_toutatujikann.csv,大島_南海トラフ巨大地震_ケース5_到達時間,hazard_tsunami_arrival_大島_南海トラフ巨大地震_ケース5,Point (explicit CSV longitude/latitude),5270,ok,"area=大島; scenario=南海トラフ巨大地震_ケース5; metric=arrival; stored as an independent tsunami scenario layer. Published data are 10m mesh values, but this script does not infer cell polygons; it stores published coordinate points exactly.",2026-09-03T23:29:32+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「津波浸水分布（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,公開座標をGIS地物化。地域・指標・想定シナリオ別レイヤとして保持する。,2026-09-04
7,tsunami,津波浸水分布（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download,https://www.opendata.metro.tokyo.lg.jp/soumu/4_oshima_nannkaitorafucase5_tunamidaka.csv,大島_南海トラフ巨大地震_ケース5_津波高,hazard_tsunami_height_大島_南海トラフ巨大地震_ケース5,Point (explicit CSV longitude/latitude),5270,ok,"area=大島; scenario=南海トラフ巨大地震_ケース5; metric=height; stored as an independent tsunami scenario layer. Published data are 10m mesh values, but this script does not infer cell polygons; it stores published coordinate points exactly.",2026-09-03T23:29:32+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「津波浸水分布（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,公開座標をGIS地物化。地域・指標・想定シナリオ別レイヤとして保持する。,2026-09-04
7,tsunami,津波浸水分布（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download,https://www.opendata.metro.tokyo.lg.jp/soumu/5_oshima_nannkaitorafucase5_sinnsuisinn.csv,大島_南海トラフ巨大地震_ケース5_浸水深,hazard_tsunami_depth_大島_南海トラフ巨大地震_ケース5,Point (explicit CSV longitude/latitude),5270,ok,"area=大島; scenario=南海トラフ巨大地震_ケース5; metric=depth; stored as an independent tsunami scenario layer. Published data are 10m mesh values, but this script does not infer cell polygons; it stores published coordinate points exactly.",2026-09-03T23:29:32+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「津波浸水分布（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,公開座標をGIS地物化。地域・指標・想定シナリオ別レイヤとして保持する。,2026-09-04
7,tsunami,津波浸水分布（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download,https://www.opendata.metro.tokyo.lg.jp/soumu/6_toshima_nannkaitorafucase5_toutatujikann.csv,利島_南海トラフ巨大地震_ケース5_到達時間,hazard_tsunami_arrival_利島_南海トラフ巨大地震_ケース5,Point (explicit CSV longitude/latitude),728,ok,"area=利島; scenario=南海トラフ巨大地震_ケース5; metric=arrival; stored as an independent tsunami scenario layer. Published data are 10m mesh values, but this script does not infer cell polygons; it stores published coordinate points exactly.",2026-09-03T23:29:32+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「津波浸水分布（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,公開座標をGIS地物化。地域・指標・想定シナリオ別レイヤとして保持する。,2026-09-04
7,tsunami,津波浸水分布（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download,https://www.opendata.metro.tokyo.lg.jp/soumu/7_toshima_nannkaitorafucase5_tunamidaka.csv,利島_南海トラフ巨大地震_ケース5_津波高,hazard_tsunami_height_利島_南海トラフ巨大地震_ケース5,Point (explicit CSV longitude/latitude),728,ok,"area=利島; scenario=南海トラフ巨大地震_ケース5; metric=height; stored as an independent tsunami scenario layer. Published data are 10m mesh values, but this script does not infer cell polygons; it stores published coordinate points exactly.",2026-09-03T23:29:33+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「津波浸水分布（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,公開座標をGIS地物化。地域・指標・想定シナリオ別レイヤとして保持する。,2026-09-04
7,tsunami,津波浸水分布（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download,https://www.opendata.metro.tokyo.lg.jp/soumu/8_toshima_nannkaitorafucase5_sinnsuisinn.csv,利島_南海トラフ巨大地震_ケース5_浸水深,hazard_tsunami_depth_利島_南海トラフ巨大地震_ケース5,Point (explicit CSV longitude/latitude),728,ok,"area=利島; scenario=南海トラフ巨大地震_ケース5; metric=depth; stored as an independent tsunami scenario layer. Published data are 10m mesh values, but this script does not infer cell polygons; it stores published coordinate points exactly.",2026-09-03T23:29:33+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「津波浸水分布（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,公開座標をGIS地物化。地域・指標・想定シナリオ別レイヤとして保持する。,2026-09-04
7,tsunami,津波浸水分布（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download,https://www.opendata.metro.tokyo.lg.jp/soumu/9_niijimashikinejima_nannkaitorafucase5_toutatujikann.csv,新島・式根島_南海トラフ巨大地震_ケース5_到達時間,hazard_tsunami_arrival_新島_式根島_南海トラフ巨大地震_ケース5,Point (explicit CSV longitude/latitude),7839,ok,"area=新島・式根島; scenario=南海トラフ巨大地震_ケース5; metric=arrival; stored as an independent tsunami scenario layer. Published data are 10m mesh values, but this script does not infer cell polygons; it stores published coordinate points exactly.",2026-09-03T23:29:33+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「津波浸水分布（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,公開座標をGIS地物化。地域・指標・想定シナリオ別レイヤとして保持する。,2026-09-04
7,tsunami,津波浸水分布（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download,https://www.opendata.metro.tokyo.lg.jp/soumu/10_niijimashikinejima_nannkaitorafucase5_tunamidaka.csv,新島・式根島_南海トラフ巨大地震_ケース5_津波高,hazard_tsunami_height_新島_式根島_南海トラフ巨大地震_ケース5,Point (explicit CSV longitude/latitude),7839,ok,"area=新島・式根島; scenario=南海トラフ巨大地震_ケース5; metric=height; stored as an independent tsunami scenario layer. Published data are 10m mesh values, but this script does not infer cell polygons; it stores published coordinate points exactly.",2026-09-03T23:29:33+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「津波浸水分布（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,公開座標をGIS地物化。地域・指標・想定シナリオ別レイヤとして保持する。,2026-09-04
7,tsunami,津波浸水分布（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download,https://www.opendata.metro.tokyo.lg.jp/soumu/11_niijimashikinejima_nannkaitorafucase5_sinnsuisinn.csv,新島・式根島_南海トラフ巨大地震_ケース5_浸水深,hazard_tsunami_depth_新島_式根島_南海トラフ巨大地震_ケース5,Point (explicit CSV longitude/latitude),7839,ok,"area=新島・式根島; scenario=南海トラフ巨大地震_ケース5; metric=depth; stored as an independent tsunami scenario layer. Published data are 10m mesh values, but this script does not infer cell polygons; it stores published coordinate points exactly.",2026-09-03T23:29:33+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「津波浸水分布（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,公開座標をGIS地物化。地域・指標・想定シナリオ別レイヤとして保持する。,2026-09-04
7,tsunami,津波浸水分布（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download,https://www.opendata.metro.tokyo.lg.jp/soumu/12_kozushima_nannkaitorafucase5_toutatujikann.csv,神津島_南海トラフ巨大地震_ケース5_到達時間,hazard_tsunami_arrival_神津島_南海トラフ巨大地震_ケース5,Point (explicit CSV longitude/latitude),4173,ok,"area=神津島; scenario=南海トラフ巨大地震_ケース5; metric=arrival; stored as an independent tsunami scenario layer. Published data are 10m mesh values, but this script does not infer cell polygons; it stores published coordinate points exactly.",2026-09-03T23:29:34+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「津波浸水分布（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,公開座標をGIS地物化。地域・指標・想定シナリオ別レイヤとして保持する。,2026-09-04
7,tsunami,津波浸水分布（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download,https://www.opendata.metro.tokyo.lg.jp/soumu/13_kozushima_nannkaitorafucase5_tunamidaka.csv,神津島_南海トラフ巨大地震_ケース5_津波高,hazard_tsunami_height_神津島_南海トラフ巨大地震_ケース5,Point (explicit CSV longitude/latitude),4173,ok,"area=神津島; scenario=南海トラフ巨大地震_ケース5; metric=height; stored as an independent tsunami scenario layer. Published data are 10m mesh values, but this script does not infer cell polygons; it stores published coordinate points exactly.",2026-09-03T23:29:34+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「津波浸水分布（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,公開座標をGIS地物化。地域・指標・想定シナリオ別レイヤとして保持する。,2026-09-04
7,tsunami,津波浸水分布（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download,https://www.opendata.metro.tokyo.lg.jp/soumu/14_kozushima_nannkaitorafucase5_sinnsuisinn.csv,神津島_南海トラフ巨大地震_ケース5_浸水深,hazard_tsunami_depth_神津島_南海トラフ巨大地震_ケース5,Point (explicit CSV longitude/latitude),4173,ok,"area=神津島; scenario=南海トラフ巨大地震_ケース5; metric=depth; stored as an independent tsunami scenario layer. Published data are 10m mesh values, but this script does not infer cell polygons; it stores published coordinate points exactly.",2026-09-03T23:29:34+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「津波浸水分布（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,公開座標をGIS地物化。地域・指標・想定シナリオ別レイヤとして保持する。,2026-09-04
7,tsunami,津波浸水分布（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download,https://www.opendata.metro.tokyo.lg.jp/soumu/15_miyakejima_nannkaitorafucase5_toutatujikann.csv,三宅島_南海トラフ巨大地震_ケース5_到達時間,hazard_tsunami_arrival_三宅島_南海トラフ巨大地震_ケース5,Point (explicit CSV longitude/latitude),6388,ok,"area=三宅島; scenario=南海トラフ巨大地震_ケース5; metric=arrival; stored as an independent tsunami scenario layer. Published data are 10m mesh values, but this script does not infer cell polygons; it stores published coordinate points exactly.",2026-09-03T23:29:34+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「津波浸水分布（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,公開座標をGIS地物化。地域・指標・想定シナリオ別レイヤとして保持する。,2026-09-04
7,tsunami,津波浸水分布（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download,https://www.opendata.metro.tokyo.lg.jp/soumu/16_miyakejima_nannkaitorafucase5_tunamidaka.csv,三宅島_南海トラフ巨大地震_ケース5_津波高,hazard_tsunami_height_三宅島_南海トラフ巨大地震_ケース5,Point (explicit CSV longitude/latitude),6388,ok,"area=三宅島; scenario=南海トラフ巨大地震_ケース5; metric=height; stored as an independent tsunami scenario layer. Published data are 10m mesh values, but this script does not infer cell polygons; it stores published coordinate points exactly.",2026-09-03T23:29:34+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「津波浸水分布（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,公開座標をGIS地物化。地域・指標・想定シナリオ別レイヤとして保持する。,2026-09-04
7,tsunami,津波浸水分布（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download,https://www.opendata.metro.tokyo.lg.jp/soumu/17_miyakejima_nannkaitorafucase5_sinnsuisinn.csv,三宅島_南海トラフ巨大地震_ケース5_浸水深,hazard_tsunami_depth_三宅島_南海トラフ巨大地震_ケース5,Point (explicit CSV longitude/latitude),6388,ok,"area=三宅島; scenario=南海トラフ巨大地震_ケース5; metric=depth; stored as an independent tsunami scenario layer. Published data are 10m mesh values, but this script does not infer cell polygons; it stores published coordinate points exactly.",2026-09-03T23:29:34+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「津波浸水分布（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,公開座標をGIS地物化。地域・指標・想定シナリオ別レイヤとして保持する。,2026-09-04
7,tsunami,津波浸水分布（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download,https://www.opendata.metro.tokyo.lg.jp/soumu/18_miakurajima_nannkaitorafucase5_toutatujikann.csv,御蔵島_南海トラフ巨大地震_ケース5_到達時間,hazard_tsunami_arrival_御蔵島_南海トラフ巨大地震_ケース5,Point (explicit CSV longitude/latitude),1485,ok,"area=御蔵島; scenario=南海トラフ巨大地震_ケース5; metric=arrival; stored as an independent tsunami scenario layer. Published data are 10m mesh values, but this script does not infer cell polygons; it stores published coordinate points exactly.",2026-09-03T23:29:35+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「津波浸水分布（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,公開座標をGIS地物化。地域・指標・想定シナリオ別レイヤとして保持する。,2026-09-04
7,tsunami,津波浸水分布（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download,https://www.opendata.metro.tokyo.lg.jp/soumu/19_miakurajima_nannkaitorafucase5_tunamidaka.csv,御蔵島_南海トラフ巨大地震_ケース5_津波高,hazard_tsunami_height_御蔵島_南海トラフ巨大地震_ケース5,Point (explicit CSV longitude/latitude),1485,ok,"area=御蔵島; scenario=南海トラフ巨大地震_ケース5; metric=height; stored as an independent tsunami scenario layer. Published data are 10m mesh values, but this script does not infer cell polygons; it stores published coordinate points exactly.",2026-09-03T23:29:35+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「津波浸水分布（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,公開座標をGIS地物化。地域・指標・想定シナリオ別レイヤとして保持する。,2026-09-04
7,tsunami,津波浸水分布（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download,https://www.opendata.metro.tokyo.lg.jp/soumu/20_miakurajima_nannkaitorafucase5_sinnsuisinn.csv,御蔵島_南海トラフ巨大地震_ケース5_浸水深,hazard_tsunami_depth_御蔵島_南海トラフ巨大地震_ケース5,Point (explicit CSV longitude/latitude),1485,ok,"area=御蔵島; scenario=南海トラフ巨大地震_ケース5; metric=depth; stored as an independent tsunami scenario layer. Published data are 10m mesh values, but this script does not infer cell polygons; it stores published coordinate points exactly.",2026-09-03T23:29:35+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「津波浸水分布（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,公開座標をGIS地物化。地域・指標・想定シナリオ別レイヤとして保持する。,2026-09-04
7,tsunami,津波浸水分布（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download,https://www.opendata.metro.tokyo.lg.jp/soumu/21_hachijoujima_nannkaitorafucase5_toutatujikann.csv,八丈島_南海トラフ巨大地震_ケース5_到達時間,hazard_tsunami_arrival_八丈島_南海トラフ巨大地震_ケース5,Point (explicit CSV longitude/latitude),7881,ok,"area=八丈島; scenario=南海トラフ巨大地震_ケース5; metric=arrival; stored as an independent tsunami scenario layer. Published data are 10m mesh values, but this script does not infer cell polygons; it stores published coordinate points exactly.",2026-09-03T23:29:35+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「津波浸水分布（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,公開座標をGIS地物化。地域・指標・想定シナリオ別レイヤとして保持する。,2026-09-04
7,tsunami,津波浸水分布（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download,https://www.opendata.metro.tokyo.lg.jp/soumu/22_hachijoujima_nannkaitorafucase5_tunamidaka.csv,八丈島_南海トラフ巨大地震_ケース5_津波高,hazard_tsunami_height_八丈島_南海トラフ巨大地震_ケース5,Point (explicit CSV longitude/latitude),7881,ok,"area=八丈島; scenario=南海トラフ巨大地震_ケース5; metric=height; stored as an independent tsunami scenario layer. Published data are 10m mesh values, but this script does not infer cell polygons; it stores published coordinate points exactly.",2026-09-03T23:29:35+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「津波浸水分布（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,公開座標をGIS地物化。地域・指標・想定シナリオ別レイヤとして保持する。,2026-09-04
7,tsunami,津波浸水分布（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download,https://www.opendata.metro.tokyo.lg.jp/soumu/23_hachijoujima_nannkaitorafucase5_sinnsuisinn.csv,八丈島_南海トラフ巨大地震_ケース5_浸水深,hazard_tsunami_depth_八丈島_南海トラフ巨大地震_ケース5,Point (explicit CSV longitude/latitude),7881,ok,"area=八丈島; scenario=南海トラフ巨大地震_ケース5; metric=depth; stored as an independent tsunami scenario layer. Published data are 10m mesh values, but this script does not infer cell polygons; it stores published coordinate points exactly.",2026-09-03T23:29:36+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「津波浸水分布（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,公開座標をGIS地物化。地域・指標・想定シナリオ別レイヤとして保持する。,2026-09-04
