dataset_no,dataset_key,title,source_org,acquisition,source_url,resource,layer,geometry_type,row_count,status,note,ingested_at,license,license_url,redistribution,commercial_use,modification,redistribution_status,attribution,usage_note,license_checked_at
1,region_risk,地震に関する地域危険度測定調査地域危険度一覧,東京都都市整備局,CKAN metadata API + direct SHP download,https://www.toshiseibi.metro.tokyo.lg.jp/bosai/chousa_6/download/all2.zip,地震に関する地域危険度測定調査（第9回）地域危険度一覧(令和4年9月公表),hazard_region_risk,Polygon,5192,ok,,2026-09-03T23:23:29+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都都市整備局「地震に関する地域危険度測定調査地域危険度一覧」を加工して作成,東京都オープンデータ利用規約に従い、出典および加工した旨を明示する。,2026-09-04
2,fire_spread,地震時における地域別延焼危険度測定,東京消防庁,CKAN metadata API + direct SHP download,https://www.opendata.metro.tokyo.lg.jp/shoubou/2021/fire-spread-risk_municipalities.zip,東京都の地震時における地域別延焼危険度（町丁目単位）,hazard_fire_spread_town,Polygon,5430,ok,,2026-09-03T23:23:30+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京消防庁「地震時における地域別延焼危険度測定」を加工して作成,東京都オープンデータ利用規約に従い、出典および加工した旨を明示する。,2026-09-04
2,fire_spread,地震時における地域別延焼危険度測定,東京消防庁,CKAN metadata API + direct SHP download,https://www.opendata.metro.tokyo.lg.jp/shoubou/2021/fire-spread-risk_250m.zip,東京都の地震時における地域別延焼危険度（250mメッシュ単位）,hazard_fire_spread_mesh250,Polygon,29690,ok,,2026-09-03T23:23:30+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京消防庁「地震時における地域別延焼危険度測定」を加工して作成,東京都オープンデータ利用規約に従い、出典および加工した旨を明示する。,2026-09-04
3,seismic,震度分布・液状化（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download; header-classified,https://www.opendata.metro.tokyo.lg.jp/soumu/0_keisokusinndo50m_tosinnnannbutyokka.csv,計測震度50mメッシュ別_都心南部直下地震,hazard_seismic_50m_都心南部直下地震,Polygon (official 50m mesh-code rule),689135,ok,scenario=都心南部直下地震; stored as an independent scenario layer,2026-09-03T23:23:40+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「震度分布・液状化（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,50mメッシュコードからポリゴンを生成。地震シナリオ別レイヤとして保持する。,2026-09-04
3,seismic,震度分布・液状化（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download; header-classified,https://www.opendata.metro.tokyo.lg.jp/soumu/1_keisokusinndo50m_tamatoubutyokka.csv,計測震度50mメッシュ別_多摩東部直下地震,hazard_seismic_50m_多摩東部直下地震,Polygon (official 50m mesh-code rule),689136,ok,scenario=多摩東部直下地震; stored as an independent scenario layer,2026-09-03T23:23:50+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「震度分布・液状化（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,50mメッシュコードからポリゴンを生成。地震シナリオ別レイヤとして保持する。,2026-09-04
3,seismic,震度分布・液状化（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download; header-classified,https://www.opendata.metro.tokyo.lg.jp/soumu/2_keisokusinndo50m_tosinntoubutyokka.csv,計測震度50mメッシュ別_都心東部直下地震,hazard_seismic_50m_都心東部直下地震,Polygon (official 50m mesh-code rule),689135,ok,scenario=都心東部直下地震; stored as an independent scenario layer,2026-09-03T23:24:00+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「震度分布・液状化（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,50mメッシュコードからポリゴンを生成。地震シナリオ別レイヤとして保持する。,2026-09-04
3,seismic,震度分布・液状化（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download; header-classified,https://www.opendata.metro.tokyo.lg.jp/soumu/3_keisokusinndo50m_tosinnseibutyokka.csv,計測震度50mメッシュ別_都心西部直下地震,hazard_seismic_50m_都心西部直下地震,Polygon (official 50m mesh-code rule),689135,ok,scenario=都心西部直下地震; stored as an independent scenario layer,2026-09-03T23:24:10+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「震度分布・液状化（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,50mメッシュコードからポリゴンを生成。地震シナリオ別レイヤとして保持する。,2026-09-04
3,seismic,震度分布・液状化（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download; header-classified,https://www.opendata.metro.tokyo.lg.jp/soumu/4_keisokusinndo50m_tamaseibutyokka.csv,計測震度50mメッシュ別_多摩西部直下地震,hazard_seismic_50m_多摩西部直下地震,Polygon (official 50m mesh-code rule),689135,ok,scenario=多摩西部直下地震; stored as an independent scenario layer,2026-09-03T23:24:19+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「震度分布・液状化（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,50mメッシュコードからポリゴンを生成。地震シナリオ別レイヤとして保持する。,2026-09-04
3,seismic,震度分布・液状化（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download; header-classified,https://www.opendata.metro.tokyo.lg.jp/soumu/5_keisokusinndo50m_tachikawadannsoutai.csv,計測震度50mメッシュ別_立川断層帯地震,hazard_seismic_50m_立川断層帯地震,Polygon (official 50m mesh-code rule),689135,ok,scenario=立川断層帯地震; stored as an independent scenario layer,2026-09-03T23:24:31+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「震度分布・液状化（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,50mメッシュコードからポリゴンを生成。地震シナリオ別レイヤとして保持する。,2026-09-04
3,seismic,震度分布・液状化（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download; header-classified,https://www.opendata.metro.tokyo.lg.jp/soumu/6_keisokusinndo50m_taisyoukanntou.csv,計測震度50mメッシュ別_大正関東地震,hazard_seismic_50m_大正関東地震,Polygon (official 50m mesh-code rule),806186,ok,scenario=大正関東地震; stored as an independent scenario layer,2026-09-03T23:24:46+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「震度分布・液状化（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,50mメッシュコードからポリゴンを生成。地震シナリオ別レイヤとして保持する。,2026-09-04
3,seismic,震度分布・液状化（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download; header-classified,https://www.opendata.metro.tokyo.lg.jp/soumu/7_keisokusinndo50m_nannkaitorafu.csv,計測震度50mメッシュ別_南海トラフ巨大地震,hazard_seismic_50m_南海トラフ巨大地震,Polygon (official 50m mesh-code rule),832635,ok,scenario=南海トラフ巨大地震; stored as an independent scenario layer,2026-09-03T23:24:57+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「震度分布・液状化（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,50mメッシュコードからポリゴンを生成。地震シナリオ別レイヤとして保持する。,2026-09-04
4,liquefaction,震度分布・液状化（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download; header-classified,https://www.opendata.metro.tokyo.lg.jp/soumu/9_ekijyouka250m_tosinnnannbutyokka.csv,液状化データ250mメッシュ別_都心南部直下地震,hazard_liquefaction_250m,Polygon (standard 250m regional mesh),12130,ok,scenario=都心南部直下地震; scenario retained as an attribute in the long-form layer,2026-09-03T23:25:00+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「震度分布・液状化（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,250mメッシュコードからポリゴンを生成。地震シナリオ別レイヤとして保持する。,2026-09-04
4,liquefaction,震度分布・液状化（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download; header-classified,https://www.opendata.metro.tokyo.lg.jp/soumu/10_ekijyouka250m_tamatoubutyokka.csv,液状化データ250mメッシュ別_多摩東部直下地震,hazard_liquefaction_250m,Polygon (standard 250m regional mesh),12037,ok,scenario=多摩東部直下地震; scenario retained as an attribute in the long-form layer,2026-09-03T23:25:01+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「震度分布・液状化（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,250mメッシュコードからポリゴンを生成。地震シナリオ別レイヤとして保持する。,2026-09-04
4,liquefaction,震度分布・液状化（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download; header-classified,https://www.opendata.metro.tokyo.lg.jp/soumu/11_ekijyouka250m_tachikawadannsoutai.csv,液状化データ250mメッシュ別_立川断層帯地震,hazard_liquefaction_250m,Polygon (standard 250m regional mesh),12037,ok,scenario=立川断層帯地震; scenario retained as an attribute in the long-form layer,2026-09-03T23:25:01+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「震度分布・液状化（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,250mメッシュコードからポリゴンを生成。地震シナリオ別レイヤとして保持する。,2026-09-04
4,liquefaction,震度分布・液状化（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download; header-classified,https://www.opendata.metro.tokyo.lg.jp/soumu/12_ekijyouka250m_taisyoukanntou.csv,液状化データ250mメッシュ別_大正関東地震,hazard_liquefaction_250m,Polygon (standard 250m regional mesh),12222,ok,scenario=大正関東地震; scenario retained as an attribute in the long-form layer,2026-09-03T23:25:01+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「震度分布・液状化（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,250mメッシュコードからポリゴンを生成。地震シナリオ別レイヤとして保持する。,2026-09-04
4,liquefaction,震度分布・液状化（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download; header-classified,https://www.opendata.metro.tokyo.lg.jp/soumu/13_ekijyouka250m_nannkaitorafu.csv,液状化データ250mメッシュ別_南海トラフ巨大地震,hazard_liquefaction_250m,Polygon (standard 250m regional mesh),12226,ok,scenario=南海トラフ巨大地震; scenario retained as an attribute in the long-form layer,2026-09-03T23:25:01+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「震度分布・液状化（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,250mメッシュコードからポリゴンを生成。地震シナリオ別レイヤとして保持する。,2026-09-04
5,inundation,浸水予想区域図,東京都建設局,CKAN metadata API + canonical R3 direct CSV download,https://www.opendata.metro.tokyo.lg.jp/kensetsu/R3/shinsui_kandagawa.csv,神田川流域浸水予想区域図（改定）　浸水深・地盤高データ ,hazard_inundation_神田川流域,Point (explicit CSV longitude/latitude),1099858,ok,basin/area=神田川流域; stored as an independent flood scenario layer. Later R4 split Akigawa files are excluded to avoid duplicate coverage. No polygon is inferred; each feature is the exact published coordinate.,2026-09-03T23:25:13+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都建設局「浸水予想区域図」を加工して作成,公開CSV座標をGIS地物化。流域・区域情報は原データ属性として保持する。,2026-09-04
5,inundation,浸水予想区域図,東京都建設局,CKAN metadata API + canonical R3 direct CSV download,https://www.opendata.metro.tokyo.lg.jp/kensetsu/R3/shinsui_sumidagawa.csv,隅田川及び新河岸川流域浸水予想区域図（改定）　浸水深・地盤高データ ,hazard_inundation_隅田川及び新河岸川流域,Point (explicit CSV longitude/latitude),806539,ok,basin/area=隅田川及び新河岸川流域; stored as an independent flood scenario layer. Later R4 split Akigawa files are excluded to avoid duplicate coverage. No polygon is inferred; each feature is the exact published coordinate.,2026-09-03T23:25:23+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都建設局「浸水予想区域図」を加工して作成,公開CSV座標をGIS地物化。流域・区域情報は原データ属性として保持する。,2026-09-04
5,inundation,浸水予想区域図,東京都建設局,CKAN metadata API + canonical R3 direct CSV download,https://www.opendata.metro.tokyo.lg.jp/kensetsu/R3/shinsui_syakujiigawa.csv,石神井川及び白子川流域浸水予想区域図（改定）　浸水深・地盤高データ ,hazard_inundation_石神井川及び白子川流域,Point (explicit CSV longitude/latitude),950351,ok,basin/area=石神井川及び白子川流域; stored as an independent flood scenario layer. Later R4 split Akigawa files are excluded to avoid duplicate coverage. No polygon is inferred; each feature is the exact published coordinate.,2026-09-03T23:25:33+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都建設局「浸水予想区域図」を加工して作成,公開CSV座標をGIS地物化。流域・区域情報は原データ属性として保持する。,2026-09-04
5,inundation,浸水予想区域図,東京都建設局,CKAN metadata API + canonical R3 direct CSV download,https://www.opendata.metro.tokyo.lg.jp/kensetsu/R3/shinsui_jyounantiku.csv,城南地区河川流域浸水予想区域図（改定）　浸水深・地盤高データ ,hazard_inundation_城南地区河川流域,Point (explicit CSV longitude/latitude),1422264,ok,basin/area=城南地区河川流域; stored as an independent flood scenario layer. Later R4 split Akigawa files are excluded to avoid duplicate coverage. No polygon is inferred; each feature is the exact published coordinate.,2026-09-03T23:25:48+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都建設局「浸水予想区域図」を加工して作成,公開CSV座標をGIS地物化。流域・区域情報は原データ属性として保持する。,2026-09-04
5,inundation,浸水予想区域図,東京都建設局,CKAN metadata API + canonical R3 direct CSV download,https://www.opendata.metro.tokyo.lg.jp/kensetsu/R3/shinsui_koutounaibu.csv,江東内部河川流域浸水予想区域図（改定）　浸水深・地盤高データ ,hazard_inundation_江東内部河川流域,Point (explicit CSV longitude/latitude),425131,ok,basin/area=江東内部河川流域; stored as an independent flood scenario layer. Later R4 split Akigawa files are excluded to avoid duplicate coverage. No polygon is inferred; each feature is the exact published coordinate.,2026-09-03T23:25:52+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都建設局「浸水予想区域図」を加工して作成,公開CSV座標をGIS地物化。流域・区域情報は原データ属性として保持する。,2026-09-04
5,inundation,浸水予想区域図,東京都建設局,CKAN metadata API + canonical R3 direct CSV download,https://www.opendata.metro.tokyo.lg.jp/kensetsu/R3/shinsui_nogawa.csv,野川、仙川、入間川、谷沢川及び丸子川流域浸水予想区域図（改定）　浸水深・地盤高データ ,hazard_inundation_野川_仙川_入間川_谷沢川及び丸子川流域,Point (explicit CSV longitude/latitude),795510,ok,basin/area=野川、仙川、入間川、谷沢川及び丸子川流域; stored as an independent flood scenario layer. Later R4 split Akigawa files are excluded to avoid duplicate coverage. No polygon is inferred; each feature is the exact published coordinate.,2026-09-03T23:26:01+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都建設局「浸水予想区域図」を加工して作成,公開CSV座標をGIS地物化。流域・区域情報は原データ属性として保持する。,2026-09-04
5,inundation,浸水予想区域図,東京都建設局,CKAN metadata API + canonical R3 direct CSV download,https://www.opendata.metro.tokyo.lg.jp/kensetsu/R3/shinsui_kuromegawa.csv,黒目川、落合川、柳瀬川、空堀川及び奈良橋川流域浸水予想区域図（改定）　浸水深・地盤高データ ,hazard_inundation_黒目川_落合川_柳瀬川_空堀川及び奈良橋川流域,Point (explicit CSV longitude/latitude),1092979,ok,basin/area=黒目川、落合川、柳瀬川、空堀川及び奈良橋川流域; stored as an independent flood scenario layer. Later R4 split Akigawa files are excluded to avoid duplicate coverage. No polygon is inferred; each feature is the exact published coordinate.,2026-09-03T23:26:12+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都建設局「浸水予想区域図」を加工して作成,公開CSV座標をGIS地物化。流域・区域情報は原データ属性として保持する。,2026-09-04
5,inundation,浸水予想区域図,東京都建設局,CKAN metadata API + canonical R3 direct CSV download,https://www.opendata.metro.tokyo.lg.jp/kensetsu/R3/shinsui_zanborigawa.csv,残堀川流域浸水予想区域図（改定）　浸水深・地盤高データ ,hazard_inundation_残堀川流域,Point (explicit CSV longitude/latitude),689614,ok,basin/area=残堀川流域; stored as an independent flood scenario layer. Later R4 split Akigawa files are excluded to avoid duplicate coverage. No polygon is inferred; each feature is the exact published coordinate.,2026-09-03T23:26:20+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都建設局「浸水予想区域図」を加工して作成,公開CSV座標をGIS地物化。流域・区域情報は原データ属性として保持する。,2026-09-04
5,inundation,浸水予想区域図,東京都建設局,CKAN metadata API + canonical R3 direct CSV download,https://www.opendata.metro.tokyo.lg.jp/kensetsu/R3/shinsui_sakaigawa.csv,境川流域浸水予想区域図（改定）　浸水深・地盤高データ ,hazard_inundation_境川流域,Point (explicit CSV longitude/latitude),359686,ok,basin/area=境川流域; stored as an independent flood scenario layer. Later R4 split Akigawa files are excluded to avoid duplicate coverage. No polygon is inferred; each feature is the exact published coordinate.,2026-09-03T23:26:24+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都建設局「浸水予想区域図」を加工して作成,公開CSV座標をGIS地物化。流域・区域情報は原データ属性として保持する。,2026-09-04
5,inundation,浸水予想区域図,東京都建設局,CKAN metadata API + canonical R3 direct CSV download,https://www.opendata.metro.tokyo.lg.jp/kensetsu/R3/shinsui_nakagawa.csv,中川・綾瀬川圏域浸水予想区域図（改定）　浸水深・地盤高データ ,hazard_inundation_中川_綾瀬川圏域,Point (explicit CSV longitude/latitude),1042618,ok,basin/area=中川・綾瀬川圏域; stored as an independent flood scenario layer. Later R4 split Akigawa files are excluded to avoid duplicate coverage. No polygon is inferred; each feature is the exact published coordinate.,2026-09-03T23:26:35+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都建設局「浸水予想区域図」を加工して作成,公開CSV座標をGIS地物化。流域・区域情報は原データ属性として保持する。,2026-09-04
5,inundation,浸水予想区域図,東京都建設局,CKAN metadata API + canonical R3 direct CSV download,https://www.opendata.metro.tokyo.lg.jp/kensetsu/R3/shinsui_tsurumigawa.csv,鶴見川流域浸水予想区域図（改定）　浸水深・地盤高データ ,hazard_inundation_鶴見川流域,Point (explicit CSV longitude/latitude),359686,ok,basin/area=鶴見川流域; stored as an independent flood scenario layer. Later R4 split Akigawa files are excluded to avoid duplicate coverage. No polygon is inferred; each feature is the exact published coordinate.,2026-09-03T23:26:39+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都建設局「浸水予想区域図」を加工して作成,公開CSV座標をGIS地物化。流域・区域情報は原データ属性として保持する。,2026-09-04
5,inundation,浸水予想区域図,東京都建設局,CKAN metadata API + canonical R3 direct CSV download,https://www.opendata.metro.tokyo.lg.jp/kensetsu/R3/shinsui_asakawa.csv,浅川圏域、大栗川及び三沢川流域浸水予想区域図（改定）　浸水深・地盤高データ ,hazard_inundation_浅川圏域_大栗川及び三沢川流域,Point (explicit CSV longitude/latitude),2560722,ok,basin/area=浅川圏域、大栗川及び三沢川流域; stored as an independent flood scenario layer. Later R4 split Akigawa files are excluded to avoid duplicate coverage. No polygon is inferred; each feature is the exact published coordinate.,2026-09-03T23:27:10+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都建設局「浸水予想区域図」を加工して作成,公開CSV座標をGIS地物化。流域・区域情報は原データ属性として保持する。,2026-09-04
5,inundation,浸水予想区域図,東京都建設局,CKAN metadata API + canonical R3 direct CSV download,https://www.opendata.metro.tokyo.lg.jp/kensetsu/R3/shinsui_tamagawa.csv,霞川及び多摩川上流圏域浸水予想区域図（改定）　浸水深・地盤高データ ,hazard_inundation_霞川及び多摩川上流圏域,Point (explicit CSV longitude/latitude),3120600,ok,basin/area=霞川及び多摩川上流圏域; stored as an independent flood scenario layer. Later R4 split Akigawa files are excluded to avoid duplicate coverage. No polygon is inferred; each feature is the exact published coordinate.,2026-09-03T23:27:48+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都建設局「浸水予想区域図」を加工して作成,公開CSV座標をGIS地物化。流域・区域情報は原データ属性として保持する。,2026-09-04
5,inundation,浸水予想区域図,東京都建設局,CKAN metadata API + canonical R3 direct CSV download,https://www.opendata.metro.tokyo.lg.jp/kensetsu/R3/shinsui_akikawa.csv,秋川及び平井川流域浸水予想区域図（改定）　浸水深・地盤高データ ,hazard_inundation_秋川及び平井川流域,Point (explicit CSV longitude/latitude),2026093,ok,basin/area=秋川及び平井川流域; stored as an independent flood scenario layer. Later R4 split Akigawa files are excluded to avoid duplicate coverage. No polygon is inferred; each feature is the exact published coordinate.,2026-09-03T23:28:13+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都建設局「浸水予想区域図」を加工して作成,公開CSV座標をGIS地物化。流域・区域情報は原データ属性として保持する。,2026-09-04
6,storm_surge,高潮浸水想定区域図,東京都港湾局,CKAN metadata API + direct Shape-data ZIP download,https://data.storage.data.metro.tokyo.lg.jp/kouwan/shape(depth).zip,高潮浸水想定区域図［想定最大規模］（浸水深）(shpデータ),hazard_storm_surge_depth,Polygon,1856039,ok,Tokyo CKAN resource format is ZIP; the archive contains Shape-format files. The parallel XLS ZIP resource is excluded.,2026-09-03T23:28:38+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都港湾局「高潮浸水想定区域図」を加工して作成,浸水深・浸水継続時間・家屋倒壊等氾濫想定区域を別レイヤとして保持する。,2026-09-04
6,storm_surge,高潮浸水想定区域図,東京都港湾局,CKAN metadata API + direct Shape-data ZIP download,https://data.storage.data.metro.tokyo.lg.jp/kouwan/shape(term).zip,高潮浸水想定区域図［想定最大規模］（浸水継続時間）(shpデータ),hazard_storm_surge_duration,Polygon,1628666,ok,"Tokyo CKAN resource format is ZIP; the archive contains Shape-format files. The parallel XLS ZIP resource is excluded. In the official source, TermMin=999999 means 'one week or longer' and is a placeholder, not a calculated duration.",2026-09-03T23:29:05+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都港湾局「高潮浸水想定区域図」を加工して作成,浸水深・浸水継続時間・家屋倒壊等氾濫想定区域を別レイヤとして保持する。,2026-09-04
6,storm_surge,高潮浸水想定区域図,東京都港湾局,CKAN metadata API + direct Shape-data ZIP download,https://data.storage.data.metro.tokyo.lg.jp/kouwan/shape(flow).zip,【参考】家屋倒壊等氾濫想定区域図(shpデータ),hazard_storm_surge_house_collapse,Polygon,179501,ok,Tokyo CKAN resource format is ZIP; the archive contains Shape-format files. The parallel XLS ZIP resource is excluded.,2026-09-03T23:29:08+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都港湾局「高潮浸水想定区域図」を加工して作成,浸水深・浸水継続時間・家屋倒壊等氾濫想定区域を別レイヤとして保持する。,2026-09-04
7,tsunami,津波浸水分布（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download,https://www.opendata.metro.tokyo.lg.jp/soumu/0_kubu_taisyoukanntoujisinn_toutatujikann.csv,区部_大正関東地震_到達時間,hazard_tsunami_arrival_区部_大正関東地震,Point (explicit CSV longitude/latitude),42760,ok,"area=区部; scenario=大正関東地震; metric=arrival; stored as an independent tsunami scenario layer. Published data are 10m mesh values, but this script does not infer cell polygons; it stores published coordinate points exactly.",2026-09-03T23:29:09+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「津波浸水分布（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,公開座標をGIS地物化。地域・指標・想定シナリオ別レイヤとして保持する。,2026-09-04
7,tsunami,津波浸水分布（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download,https://www.opendata.metro.tokyo.lg.jp/soumu/1_kubu_taisyoukanntoujisinn_tunamidaka.csv,区部_大正関東地震_津波高,hazard_tsunami_height_区部_大正関東地震,Point (explicit CSV longitude/latitude),42760,ok,"area=区部; scenario=大正関東地震; metric=height; stored as an independent tsunami scenario layer. Published data are 10m mesh values, but this script does not infer cell polygons; it stores published coordinate points exactly.",2026-09-03T23:29:09+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「津波浸水分布（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,公開座標をGIS地物化。地域・指標・想定シナリオ別レイヤとして保持する。,2026-09-04
7,tsunami,津波浸水分布（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download,https://www.opendata.metro.tokyo.lg.jp/soumu/2_kubu_taisyoukanntoujisinn_sinnsuisinn.csv,区部_大正関東地震_浸水深,hazard_tsunami_depth_区部_大正関東地震,Point (explicit CSV longitude/latitude),42760,ok,"area=区部; scenario=大正関東地震; metric=depth; stored as an independent tsunami scenario layer. Published data are 10m mesh values, but this script does not infer cell polygons; it stores published coordinate points exactly.",2026-09-03T23:29:10+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「津波浸水分布（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,公開座標をGIS地物化。地域・指標・想定シナリオ別レイヤとして保持する。,2026-09-04
7,tsunami,津波浸水分布（令和4年度首都直下型地震等による東京の被害想定結果）,東京都総務局,CKAN metadata API + direct CSV download,https://www.opendata.metro.tokyo.lg.jp/soumu/3_oshima_taisyoukanntoujisinn_toutatujikann_2.csv,大島_大正関東地震_到達時間,hazard_tsunami_arrival_大島_大正関東地震,Point (explicit CSV longitude/latitude),7506,ok,"area=大島; scenario=大正関東地震; metric=arrival; stored as an independent tsunami scenario layer. Published data are 10m mesh values, but this script does not infer cell polygons; it stores published coordinate points exactly.",2026-09-03T23:29:10+09:00,CC BY 4.0,https://portal.data.metro.tokyo.lg.jp/terms/,yes,yes,yes,confirmed,東京都総務局「津波浸水分布（令和4年度首都直下地震等による東京の被害想定結果）」を加工して作成,公開座標をGIS地物化。地域・指標・想定シナリオ別レイヤとして保持する。,2026-09-04
