river,municipality_code,municipality_name,0–0.5 m,0.5–3 m,3–5 m,5 m以上,Total
荒川,13106,福生市,0,0,0,0,0
荒川,13106,荒川区,0,0,0,0,0
荒川,13106,葛飾区,0,0,0,0,0
荒川,13106,調布市,0,0,0,0,0
荒川,13106,足立区,0,0,0,0,0
荒川,13106,青梅市,0,0,0,0,0
荒川,13107,あきる野市,0,0,0,0,0
荒川,13107,中央区,0,0,0,0,0
荒川,13107,千代田区,0,0,0,0,0
荒川,13107,台東区,0,0,0,0,0
荒川,13107,国立市,0,0,0,0,0
荒川,13107,墨田区,13,64,19,8,104
荒川,13107,大田区,0,0,0,0,0
荒川,13107,府中市,0,0,0,0,0
荒川,13107,日野市,0,0,0,0,0
荒川,13107,昭島市,0,0,0,0,0
荒川,13107,板橋区,0,0,0,0,0
荒川,13107,江戸川区,0,0,0,0,0
荒川,13107,江東区,0,0,0,0,0
荒川,13107,港区,0,0,0,0,0
荒川,13107,狛江市,0,0,0,0,0
荒川,13107,目黒区,0,0,0,0,0
荒川,13107,福生市,0,0,0,0,0
荒川,13107,荒川区,0,0,0,0,0
荒川,13107,葛飾区,0,0,0,0,0
荒川,13107,調布市,0,0,0,0,0
荒川,13107,足立区,0,0,0,0,0
荒川,13107,青梅市,0,0,0,0,0
荒川,13108,あきる野市,0,0,0,0,0
荒川,13108,中央区,0,0,0,0,0
荒川,13108,千代田区,0,0,0,0,0
荒川,13108,台東区,0,0,0,0,0
荒川,13108,国立市,0,0,0,0,0
荒川,13108,墨田区,0,0,0,0,0
荒川,13108,大田区,0,0,0,0,0
荒川,13108,府中市,0,0,0,0,0
荒川,13108,日野市,0,0,0,0,0
荒川,13108,昭島市,0,0,0,0,0
荒川,13108,板橋区,0,0,0,0,0
荒川,13108,江戸川区,0,0,0,0,0
荒川,13108,江東区,2,5,0,1,8
荒川,13108,港区,0,0,0,0,0
荒川,13108,狛江市,0,0,0,0,0
荒川,13108,目黒区,0,0,0,0,0
荒川,13108,福生市,0,0,0,0,0
荒川,13108,荒川区,0,0,0,0,0
荒川,13108,葛飾区,0,0,0,0,0
荒川,13108,調布市,0,0,0,0,0
荒川,13108,足立区,0,0,0,0,0
荒川,13108,青梅市,0,0,0,0,0
荒川,13110,あきる野市,0,0,0,0,0
