municipality_code,municipality_name,0,0–0.5 m,0.5–3 m,3–5 m,5 m以上,No data,Total
13103,港区,21,10,5,0,0,0,36
13104,新宿区,8,0,0,0,0,0,8
13109,品川区,8,6,0,0,0,0,14
13110,目黒区,28,4,1,0,0,0,33
13111,大田区,12,19,2,0,0,0,33
13112,世田谷区,22,3,0,0,0,0,25
13113,渋谷区,29,3,0,0,0,0,32
13115,杉並区,2,2,0,0,0,0,4
13228,あきる野市,2,0,0,0,0,0,2
