municipality_code,municipality_name,record_id,name,category,type,designation_level_code,designation_level_ja,designation_status_code,designation_status_ja,heritage_type_major_code,heritage_type_major_ja,heritage_type_detail,owner,address,source_file
13108,江東区,131083000000.0,銅造釣燈籠 元禄11年在銘,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,永代寺,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,銅造水盤 太田正義作,江東区指定文化財,美術工芸品,municipal,区市町村,designated,指定,tangible,有形文化財,美術工芸品,富岡八幡宮,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,銅造天水桶 銅屋元次郎作 一対,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,繁栄稲荷神社,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,木造燈明台 文化15年在銘 一対,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,繁栄稲荷神社,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,木造三宝 寛政7年在銘,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,繁栄稲荷神社,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,鉄造天水桶 増田栄相作 一対,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,亀戸天神社,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,銅鐘 大正2年在銘,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,長寿寺,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,銅鏡 重定作,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,香取神社,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,銅製柄鏡 余廣作,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,香取神社,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,神輿,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,香取神社,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,神輿,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,浅間神社,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,銅造梵鐘 大出和四郎・藤原治具作,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,妙久寺,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,銅造梵鐘 大川由茂作,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,持宝院,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,銅製伏鉦 西村和泉守作,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,北向子育地蔵堂,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,神輿 八吉作 附木札1枚,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,富賀岡八幡宮,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,三井親和墨蹟,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,増林寺,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,十九執金剛秘釋私記 永禄元年専宗筆,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,永代寺,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,盂蘭盆会祭文,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,雄松院,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,雄松院文書 雄誉霊巖璽書2巻 附桐箱1合,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,雄松院,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,玄信寺興誉法名授与状,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,玄信寺,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,東都三十三間堂旧記,江東区指定文化財,美術工芸品,municipal,区市町村,designated,指定,tangible,有形文化財,美術工芸品,正覚寺,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,前原家文書(海苔養殖関係) 9点,江東区指定文化財,美術工芸品,municipal,区市町村,designated,指定,tangible,有形文化財,美術工芸品,個人蔵,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,渋沢栄一書簡,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,個人蔵,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,慶応2年7月 白河藩領百姓駕篭訴状,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,個人蔵,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,庄司家所蔵文書 23点 附木箱1合,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,個人蔵,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,富山藩家老近藤家文書 2170点,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,江東区,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,伊達綱村書状 2点,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,江東区,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,森家文書 277点,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,江東区,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,宇田川家文書 427点,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,江東区,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,牧野家文書 322点,江東区指定文化財,美術工芸品,municipal,区市町村,designated,指定,tangible,有形文化財,美術工芸品,個人蔵,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,西誉蓮入法師入定縁起,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,持宝院,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,斎藤家文書 4点,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,個人蔵,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,砂村稲荷神社関係文書 13点,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,個人蔵,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,土錘 6個,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,香取神社,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,フレットミル粉砕機ローラー,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,太平洋セメント(株),,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,コンクリート方塊,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,太平洋セメント(株),,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,芭蕉句碑 其角堂永湖書,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,清澄庭園,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,清澄園記碑,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,清澄庭園,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,玄武仏碑,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,臨川寺,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,放火禁止定高札,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,江月院,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,油谷倭文子墓碑 賀茂真淵誌,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,常照院,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,芭蕉記念館所蔵資料 874件,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,芭蕉記念館,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,新大橋橋名板 3点 附架橋工事技師在銘板,江東区指定文化財,美術工芸品,municipal,区市町村,designated,指定,tangible,有形文化財,美術工芸品,八名川小学校,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,筆塚,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,深川神明宮,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,明治19年修繕棟札 附内陣修繕産子総代他書上板,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,深川神明宮,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,芭蕉翁句塚碑拓本,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,長慶寺,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,題目曼荼羅 日薩書,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,本立院,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,題目曼荼羅 日厳書,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,本立院,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,題目曼荼羅 日亨書,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,善応院,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,梅玉之碑,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,浄心寺,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,宝篋印塔(残欠) 寛永11年在銘,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,浄心寺,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,閻浮提図 附日宮図 存統書(版摺),江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,円通寺,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,世界大相図 存統書(版摺),江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,円通寺,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,天竺輿地図 存統書(版摺),江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,円通寺,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,桜井山興墓碑,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,勢至院(墓地),,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,六字名号供養塔 伝霊巖書,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,勢至院,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,一夜軒秋月歌碑,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,長専院,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,六字名号供養塔 祐天書,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,雲光院,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,円光大師霊蹟碑 東都二十五所のうち,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,霊巖寺,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,八大龍王碑,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,霊巖寺,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,森陳明墓碑,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,霊巖寺,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,六字名号 雄誉霊巖書,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,霊巖寺,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,大富市場焼死者墓碑 昭和8年在銘,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,霊巖寺,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,董堂先生碑 文政4年在銘,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,冝雲寺,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,六字名号 祐天書 附天保9年祐梵極状,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,正源寺,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,露柱庵冨水句碑,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,心行寺,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,供養塔(残欠) 元亨4年在銘,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,心行寺,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,明治校碑,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,明治小学校,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,岡田米仲点印塚 天明6年在銘,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,慧然寺,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,板碑,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,慧然寺,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,冬木弁財天石垣石 天保6年在銘,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,冬木弁天堂,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,岡野知十句碑,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,冬木弁天堂,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,園女歌仙桜碑,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,深川公園,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,園女歌仙桜之碑 昭和6年在銘,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,深川公園,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,志満寿左久良碑,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,深川不動堂,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,三世哥沢芝金碑,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,深川不動堂,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,華道古流家元松盛斎碑,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,深川不動堂,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,柳田泰麓碑 昭和9年在銘,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,深川公園,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,横綱力士碑 附陣幕・不知火顕彰碑2基 日月石寄附碑 地固め寄附碑 土台石垣 魚かし石柱2本 土台下玉垣,江東区指定文化財,美術工芸品,municipal,区市町村,designated,指定,tangible,有形文化財,美術工芸品,富岡八幡宮,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,釈迦嶽の碑,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,富岡八幡宮,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,森羅亭万象歌碑,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,富岡八幡宮,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,蒲丈句碑,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,富岡八幡宮,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,雪中庵完来句碑,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,富岡八幡宮,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,平花庵雨什句碑,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,富岡八幡宮,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,和田氏歴世記碑,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,富岡八幡宮,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,七渡弁天碑,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,富岡八幡宮,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,稲津祗空碑,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,富岡八幡宮,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,鳥居(残欠) 江川場売手中奉納,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,富岡八幡宮,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,打田茂三句碑,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,富岡八幡宮,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,故別当之碑 明治6年在銘,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,富岡八幡宮,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,調子紙塚 明治2年在銘,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,富岡八幡宮,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,第六大区一番組碑 明治6年在銘,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,富岡八幡宮,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,鳥居(残欠) 明治7年在銘,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,富岡八幡宮,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,鳥居(残欠) 昭和12年在銘,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,富岡八幡宮,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,復興記念碑 昭和11年在銘,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,富岡八幡宮,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,鳥居(残欠) 元治元年在銘,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,富岡八幡宮,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,波除碑,東京都指定文化財,美術工芸品,prefectural,都,designated,指定,tangible,有形文化財,美術工芸品,江東区,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
13108,江東区,131083000000.0,ラムゼー碑 明治19年在銘,江東区登録文化財,美術工芸品,municipal,区市町村,registered,登録,tangible,有形文化財,美術工芸品,国立大学法人東京海洋大学,,/Users/noguchiatsushi/Documents/GitHub/PLATEAU_heritage/13Tokyo/gml_input/municipal_all_classified.csv
