record_id,risk_type,risk_type_ja,depth_m,hazard_source,scenario,risk_class,risk_basis,municipality_code,municipality_name,designation_level,designation_status,heritage_type_major,heritage_type_detail_norm,entity_class,name,depth_class
226,river_flooding,浸水予想区域,0.01,秋川及び平井川流域,,0–0.5 m,external point-grid sampling,13228,あきる野市,Tokyo Metropolitan,Designated,記念物,天然記念物,point,広徳寺のタラヨウ,0–0.5 m
227,river_flooding,浸水予想区域,0.01,秋川及び平井川流域,,0–0.5 m,external point-grid sampling,13228,あきる野市,Tokyo Metropolitan,Designated,記念物,天然記念物,point,広徳寺のカヤ,0–0.5 m
228,river_flooding,浸水予想区域,0.01,秋川及び平井川流域,,0–0.5 m,external point-grid sampling,13228,あきる野市,Tokyo Metropolitan,Designated,記念物,天然記念物,point,南沢の鳥ノ巣石灰岩産地,0–0.5 m
229,river_flooding,洪水浸水想定区域,0.1,秋川・平井川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk,13228,あきる野市,Tokyo Metropolitan,Designated,記念物,天然記念物,point,光厳寺のヤマザクラ,0–0.5 m
23,river_flooding,浸水予想区域,0.0,野川_仙川_入間川_谷沢川及び丸子川流域,,0,external point-grid sampling,13206,府中市,Tokyo Metropolitan,Designated,有形文化財,建造物,building_direct,旧三岡家長屋門,0
230,river_flooding,洪水浸水想定区域,0.01,秋川・平井川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk,13228,あきる野市,Tokyo Metropolitan,Designated,記念物,天然記念物,point,地蔵院のカゴノキ,0–0.5 m
239,river_flooding,浸水予想区域,0.0,石神井川及び白子川流域,,0,external point-grid sampling,13210,小金井市,Tokyo Metropolitan,Designated,有形文化財,建造物,building_direct,旧前川家住宅主屋,0
24,river_flooding,洪水浸水想定区域,0.01,秋川・平井川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk,13207,昭島市,Tokyo Metropolitan,Designated,有形文化財,建造物,building_direct,旧三井家拝島別邸(啓明学園北泉寮),0–0.5 m
240,river_flooding,浸水予想区域,0.0,隅田川及び新河岸川流域,,0,external point-grid sampling,13105,文京区,Tokyo Metropolitan,Designated,記念物,史跡,point,原氏墓所,0
241,river_flooding,洪水浸水想定区域,0.215,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk,13106,台東区,Tokyo Metropolitan,Designated,記念物,史跡,point,太宰春台墓,0–0.5 m
242,river_flooding,浸水予想区域,0.0,神田川流域,,0,external point-grid sampling,13106,台東区,Tokyo Metropolitan,Designated,記念物,史跡,point,浄厳律師墓,0
243,river_flooding,洪水浸水想定区域,0.07,隅田川・新河岸川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk,13106,台東区,Tokyo Metropolitan,Designated,記念物,史跡,point,子規庵,0–0.5 m
244,river_flooding,洪水浸水想定区域,0.06,隅田川・新河岸川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk,13106,台東区,Tokyo Metropolitan,Designated,記念物,史跡,point,中村不折旧宅(書道博物館),0–0.5 m
245,river_flooding,浸水予想区域,0.0,城南地区河川流域,,0,external point-grid sampling,13103,港区,Tokyo Metropolitan,Designated,記念物,天然記念物,point,芝東照宮のイチョウ,0
25,river_flooding,洪水浸水想定区域,0.004,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk,13209,町田市,Tokyo Metropolitan,Designated,有形文化財,建造物,building_direct,旧荻野家住宅,0–0.5 m
26,river_flooding,洪水浸水想定区域,0.06,秋川・平井川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk,13212,日野市,Tokyo Metropolitan,Designated,有形文化財,建造物,building_direct,金剛寺旧五部権現社殿,0–0.5 m
27,river_flooding,洪水浸水想定区域,0.04,神田川流域;秋川・平井川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk,13218,福生市,Tokyo Metropolitan,Designated,有形文化財,建造物,building_direct,熊川神社本殿,0–0.5 m
28,river_flooding,洪水浸水想定区域,0.2,多摩川水系秋川・北秋川・養沢川・平井川・氷沢川・鯉川・玉の内川・北大久野川;秋川・平井川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk,13227,羽村市,Tokyo Metropolitan,Designated,有形文化財,建造物,building_direct,阿蘇神社本殿,0–0.5 m
29,river_flooding,洪水浸水想定区域,0.01,秋川・平井川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk,13228,あきる野市,Tokyo Metropolitan,Designated,有形文化財,建造物,building_direct,真照寺薬師堂,0–0.5 m
3,river_flooding,浸水予想区域,0.01,神田川流域;秋川及び平井川流域;隅田川及び新河岸川流域,,0;0–0.5 m,external point-grid sampling,13106,台東区,Tokyo Metropolitan,Designated,有形文化財,建造物,building_direct,浅草寺六角堂,0–0.5 m
31,river_flooding,洪水浸水想定区域,12.91,秋川・平井川流域,L2（想定最大規模）,10m以上20m未満,PLATEAU building risk,13228,あきる野市,Tokyo Metropolitan,Designated,記念物,天然記念物,point,大岳鍾乳洞,5 m以上
32,river_flooding,洪水浸水想定区域,1.97,神田川流域;秋川・平井川流域,L2（想定最大規模）,0.5m以上3m未満;0.5m未満,PLATEAU building risk,13228,あきる野市,Tokyo Metropolitan,Designated,記念物,天然記念物,point,南沢の鳥ノ巣石灰岩産地,0.5–3 m
33,river_flooding,洪水浸水想定区域,0.01,秋川・平井川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk,13228,あきる野市,Tokyo Metropolitan,Designated,記念物,天然記念物,point,六枚屏風岩,0–0.5 m
34,river_flooding,洪水浸水想定区域,0.294,神田川流域;秋川・平井川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk,13228,あきる野市,Tokyo Metropolitan,Designated,記念物,天然記念物,point,慈勝寺のモッコク,0–0.5 m
35,high_tide,高潮浸水想定,0.98,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m以上3m未満,PLATEAU building risk,13228,あきる野市,Tokyo Metropolitan,Designated,記念物,天然記念物,point,光厳寺のヤマザクラ,0.5–3 m
35,river_flooding,洪水浸水想定区域,1.09,神田川流域;秋川・平井川流域;隅田川・新河岸川流域,L2（想定最大規模）,0.5m以上3m未満;0.5m未満,PLATEAU building risk,13228,あきる野市,Tokyo Metropolitan,Designated,記念物,天然記念物,point,光厳寺のヤマザクラ,0.5–3 m
36,river_flooding,洪水浸水想定区域,0.013,神田川流域;秋川・平井川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk,13228,あきる野市,Tokyo Metropolitan,Designated,記念物,天然記念物,point,地蔵院のカゴノキ,0–0.5 m
37,river_flooding,浸水予想区域,0.01,秋川及び平井川流域,,0–0.5 m,external point-grid sampling,13228,あきる野市,Municipal,Designated,有形文化財,未細分,building_direct,広徳寺総門,0–0.5 m
38,river_flooding,浸水予想区域,0.0,神田川流域,,0,external point-grid sampling,13228,あきる野市,Municipal,Designated,有形文化財,未細分,building_direct,広徳寺山門,0
39,river_flooding,洪水浸水想定区域,0.011,城南地区河川流域;秋川・平井川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk,13228,あきる野市,Municipal,Designated,有形文化財,未細分,building_direct,開光院本堂・庫裏,0–0.5 m
4,river_flooding,洪水浸水想定区域,0.013,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk,13109,品川区,Tokyo Metropolitan,Designated,有形文化財,建造物,building_direct,旧島津公爵家袖ヶ崎本邸洋館(清泉女子大学本館),0–0.5 m
40,river_flooding,洪水浸水想定区域,0.171,城南地区河川流域;神田川流域;秋川・平井川流域;荒川水系神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk,13228,あきる野市,Municipal,Designated,有形文化財,未細分,building_direct,三島神社本殿,0–0.5 m
41,river_flooding,洪水浸水想定区域,0.011,神田川流域;秋川・平井川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk,13228,あきる野市,Municipal,Designated,有形文化財,未細分,building_direct,武多摩神社本殿,0–0.5 m
42,river_flooding,洪水浸水想定区域,0.02,浅川圏域・大栗川・三沢川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk,13228,あきる野市,Municipal,Designated,有形文化財,未細分,building_direct,八雲神社の五輪塔,0–0.5 m
43,river_flooding,洪水浸水想定区域,0.08,浅川圏域・大栗川・三沢川流域;神田川流域;秋川・平井川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk,13228,あきる野市,Municipal,Designated,有形文化財,未細分,building_direct,花蔵院の山門,0–0.5 m
44,river_flooding,洪水浸水想定区域,0.071,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk,13228,あきる野市,Municipal,Designated,有形文化財,未細分,building_direct,真照寺の山門,0–0.5 m
45,river_flooding,洪水浸水想定区域,0.01,秋川・平井川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk,13228,あきる野市,Municipal,Designated,有形文化財,未細分,building_direct,福徳寺の山門,0–0.5 m
46,river_flooding,洪水浸水想定区域,0.025,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk,13228,あきる野市,Municipal,Designated,有形文化財,未細分,building_direct,大悲願寺観音堂,0–0.5 m
47,river_flooding,浸水予想区域,0.11,秋川及び平井川流域,,0–0.5 m,external point-grid sampling,13228,あきる野市,Municipal,Designated,有形文化財,未細分,building_direct,大悲願寺楼門(仁王門),0–0.5 m
49,river_flooding,洪水浸水想定区域,0.64,神田川流域;秋川・平井川流域,L2（想定最大規模）,0.5m以上3m未満;0.5m未満,PLATEAU building risk,13228,あきる野市,Municipal,Designated,有形文化財,未細分,building_direct,旧市倉家住宅,0.5–3 m
5,river_flooding,洪水浸水想定区域,2.2,城南地区河川流域;多摩川水系多摩川・浅川・大栗川,L1（計画規模）;L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk,13110,目黒区,Tokyo Metropolitan,Designated,有形文化財,建造物,building_direct,滝泉寺前不動堂,0.5–3 m
50,river_flooding,洪水浸水想定区域,0.01,秋川・平井川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk,13228,あきる野市,Municipal,Designated,有形文化財,未細分,building_direct,二宮神社本殿,0–0.5 m
51,river_flooding,洪水浸水想定区域,0.071,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk,13228,あきる野市,Municipal,Designated,有形文化財,未細分,building_direct,二宮神社宮殿,0–0.5 m
52,river_flooding,洪水浸水想定区域,0.01,秋川・平井川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk,13228,あきる野市,Municipal,Designated,有形文化財,未細分,building_direct,雨武主神社本殿,0–0.5 m
53,river_flooding,洪水浸水想定区域,0.01,秋川・平井川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk,13228,あきる野市,Municipal,Designated,有形文化財,未細分,building_direct,子生神社本殿,0–0.5 m
54,river_flooding,洪水浸水想定区域,0.01,秋川・平井川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk,13228,あきる野市,Municipal,Designated,有形文化財,未細分,building_direct,森山神社本殿,0–0.5 m
6,river_flooding,洪水浸水想定区域,0.017,城南地区河川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk,13112,世田谷区,Tokyo Metropolitan,Designated,有形文化財,建造物,building_direct,武家屋敷門,0–0.5 m
7,river_flooding,洪水浸水想定区域,0.375,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk,13115,杉並区,Tokyo Metropolitan,Designated,有形文化財,建造物,building_direct,妙法寺祖師堂,0–0.5 m
8,river_flooding,洪水浸水想定区域,0.032,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk,13115,杉並区,Tokyo Metropolitan,Designated,有形文化財,建造物,building_direct,妙法寺書院(御成間),0–0.5 m
88,river_flooding,浸水予想区域,0.0,神田川流域,,0,external point-grid sampling,13228,あきる野市,Municipal,Designated,有形文化財,未細分,point,瑞雲寺板碑,0
89,river_flooding,洪水浸水想定区域,0.025,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk,13228,あきる野市,Municipal,Designated,有形文化財,未細分,point,大悲願寺井戸枠,0–0.5 m
9,river_flooding,洪水浸水想定区域,0.076,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk,13115,杉並区,Tokyo Metropolitan,Designated,有形文化財,建造物,building_direct,妙法寺仁王門,0–0.5 m
90,river_flooding,浸水予想区域,0.0,神田川流域,,0,external point-grid sampling,13228,あきる野市,Municipal,Designated,有形文化財,未細分,point,ところ芋の碑,0
91,river_flooding,洪水浸水想定区域,0.01,秋川・平井川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk,13228,あきる野市,Municipal,Designated,有形文化財,未細分,point,百番供養塔,0–0.5 m
92,river_flooding,洪水浸水想定区域,0.01,秋川・平井川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk,13228,あきる野市,Municipal,Designated,有形文化財,未細分,point,御嶽神社の懸仏,0–0.5 m
93,river_flooding,浸水予想区域,0.0,神田川流域,,0,external point-grid sampling,13102,中央区,Tokyo Metropolitan,Designated,有形文化財,歴史資料,point,一石橋迷子しらせ石標,0
94,river_flooding,浸水予想区域,0.0,神田川流域,,0,external point-grid sampling,13106,台東区,Tokyo Metropolitan,Designated,有形文化財,歴史資料,point,西仏板碑,0
95,river_flooding,洪水浸水想定区域,0.01,秋川・平井川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk,13107,墨田区,Tokyo Metropolitan,Designated,有形文化財,歴史資料,point,石造明暦大火横死者等供養塔,0–0.5 m
96,river_flooding,洪水浸水想定区域,0.003,城南地区河川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk,13110,目黒区,Tokyo Metropolitan,Designated,有形文化財,歴史資料,point,大円寺石仏群,0–0.5 m
97,river_flooding,浸水予想区域,0.0,神田川流域,,0,external point-grid sampling,13110,目黒区,Tokyo Metropolitan,Designated,有形文化財,歴史資料,point,文化4年永代橋崩落横死者供養塔及び石碑,0
98,high_tide,高潮浸水想定,2.38,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m以上3m未満,PLATEAU building risk,13123,江戸川区,Tokyo Metropolitan,Designated,有形文化財,歴史資料,point,天明三年浅間山噴火横死者供養碑,0.5–3 m
98,river_flooding,洪水浸水想定区域,3.282,中川・綾瀬川圏域;利根川水系利根川;利根川水系江戸川,L1（計画規模）;L2（想定最大規模）,0.5m以上3m未満;0.5m未満;3m以上5m未満,PLATEAU building risk,13123,江戸川区,Tokyo Metropolitan,Designated,有形文化財,歴史資料,point,天明三年浅間山噴火横死者供養碑,3–5 m
99,river_flooding,洪水浸水想定区域,0.01,秋川・平井川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk,13228,あきる野市,Municipal,Designated,民俗文化財,有形民俗文化財,point,珠陽院の巳待供養塔,0–0.5 m
official_export_001:0,river_flooding,洪水浸水想定区域,0.1,隅田川・新河岸川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk,13106,台東区,National,Designated,有形文化財,建造物,building_direct,浅草神社,0–0.5 m
official_export_001:1,river_flooding,洪水浸水想定区域,0.1,隅田川・新河岸川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk,13106,台東区,National,Designated,有形文化財,建造物,building_direct,浅草神社,0–0.5 m
official_export_001:100,high_tide,高潮浸水想定,3.25,東京都 高潮浸水想定区域図,,3–5 m,external polygon point-in-area,13108,江東区,National,Designated,有形文化財,建造物,building_direct,旧弾正橋(八幡橋),3–5 m
official_export_001:100,river_flooding,浸水予想区域,1.26,江東内部河川流域,,0.5–3 m,external point-grid sampling,13108,江東区,National,Designated,有形文化財,建造物,building_direct,旧弾正橋(八幡橋),0.5–3 m
official_export_001:101,high_tide,高潮浸水想定,0.03,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m未満,PLATEAU building risk,13102,中央区,National,Designated,有形文化財,建造物,building_direct,築地本願寺本堂,0–0.5 m
official_export_001:101,river_flooding,洪水浸水想定区域,0.01,隅田川・新河岸川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk,13102,中央区,National,Designated,有形文化財,建造物,building_direct,築地本願寺本堂,0–0.5 m
official_export_001:102,river_flooding,洪水浸水想定区域,0.523,神田川流域,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk,13105,文京区,National,Designated,有形文化財,建造物,building_direct,旧東京医学校本館,0.5–3 m
official_export_001:103,high_tide,高潮浸水想定,0.02,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m未満,PLATEAU building risk,13101,千代田区,National,Designated,有形文化財,建造物,building_direct,東京駅丸ノ内本屋,0–0.5 m
official_export_001:103,river_flooding,洪水浸水想定区域,0.149,神田川流域;荒川水系神田川流域;隅田川・新河岸川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk,13101,千代田区,National,Designated,有形文化財,建造物,building_direct,東京駅丸ノ内本屋,0–0.5 m
official_export_001:104,river_flooding,洪水浸水想定区域,0.085,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk,13106,台東区,National,Designated,有形文化財,建造物,building_direct,旧東京音楽学校奏楽堂,0–0.5 m
official_export_001:105,river_flooding,浸水予想区域,0.0,神田川流域,,0,external point-grid sampling,13106,台東区,National,Designated,有形文化財,建造物,building_direct,旧東京帝室博物館本館,0
official_export_001:106,river_flooding,浸水予想区域,0.0,隅田川及び新河岸川流域,,0,external point-grid sampling,13103,港区,National,Designated,有形文化財,建造物,building_direct,旧東宮御所(迎賓館赤坂離宮),0
official_export_001:107,river_flooding,浸水予想区域,0.0,神田川流域,,0,external point-grid sampling,13106,台東区,National,Designated,有形文化財,建造物,building_direct,東照宮社殿,0
official_export_001:108,river_flooding,浸水予想区域,0.0,神田川流域,,0,external point-grid sampling,13106,台東区,National,Designated,有形文化財,建造物,building_direct,東照宮社殿,0
official_export_001:109,river_flooding,浸水予想区域,0.0,神田川流域,,0,external point-grid sampling,13106,台東区,National,Designated,有形文化財,建造物,building_direct,東照宮社殿,0
official_export_001:11,river_flooding,浸水予想区域,0.0,隅田川及び新河岸川流域,,0,external point-grid sampling,13101,千代田区,National,Designated,有形文化財,建造物,building_direct,旧江戸城清水門,0
official_export_001:110,river_flooding,浸水予想区域,0.0,神田川流域,,0,external point-grid sampling,13106,台東区,National,Designated,有形文化財,建造物,building_direct,東照宮社殿,0
official_export_001:112,high_tide,高潮浸水想定,0.03,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m未満,PLATEAU building risk,13102,中央区,National,Designated,有形文化財,建造物,building_direct,日本銀行本店本館,0–0.5 m
official_export_001:112,river_flooding,洪水浸水想定区域,1.627,神田川流域;荒川水系神田川流域,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk,13102,中央区,National,Designated,有形文化財,建造物,building_direct,日本銀行本店本館,0.5–3 m
official_export_001:114,river_flooding,浸水予想区域,0.0,神田川流域,,0,external point-grid sampling,13101,千代田区,National,Designated,有形文化財,建造物,building_direct,日本ハリストス正教会教団,0
official_export_001:115,river_flooding,浸水予想区域,0.0,神田川流域,,0,external point-grid sampling,13101,千代田区,National,Designated,有形文化財,建造物,building_direct,日本ハリストス正教会教団,0
official_export_001:116,river_flooding,洪水浸水想定区域,0.006,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk,13101,千代田区,National,Designated,有形文化財,建造物,building_direct,日本ハリストス正教会教団,0–0.5 m
official_export_001:117,river_flooding,浸水予想区域,0.0,神田川流域,,0,external point-grid sampling,13101,千代田区,National,Designated,有形文化財,建造物,building_direct,日本ハリストス正教会教団,0
official_export_001:118,river_flooding,洪水浸水想定区域,0.045,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk,13101,千代田区,National,Designated,有形文化財,建造物,building_direct,日本ハリストス正教会教団,0–0.5 m
official_export_001:119,river_flooding,浸水予想区域,0.0,神田川流域,,0,external point-grid sampling,13105,文京区,National,Designated,有形文化財,建造物,building_direct,根津神社,0
official_export_001:12,river_flooding,浸水予想区域,0.0,隅田川及び新河岸川流域,,0,external point-grid sampling,13101,千代田区,National,Designated,有形文化財,建造物,building_direct,旧江戸城清水門,0
official_export_001:120,river_flooding,浸水予想区域,0.0,神田川流域,,0,external point-grid sampling,13105,文京区,National,Designated,有形文化財,建造物,building_direct,根津神社,0
official_export_001:121,river_flooding,浸水予想区域,0.0,神田川流域,,0,external point-grid sampling,13105,文京区,National,Designated,有形文化財,建造物,building_direct,根津神社,0
official_export_001:122,river_flooding,浸水予想区域,0.0,神田川流域,,0,external point-grid sampling,13105,文京区,National,Designated,有形文化財,建造物,building_direct,根津神社,0
official_export_001:123,river_flooding,浸水予想区域,0.0,神田川流域,,0,external point-grid sampling,13105,文京区,National,Designated,有形文化財,建造物,building_direct,根津神社,0
official_export_001:124,river_flooding,浸水予想区域,0.0,神田川流域,,0,external point-grid sampling,13105,文京区,National,Designated,有形文化財,建造物,building_direct,根津神社,0
official_export_001:125,river_flooding,浸水予想区域,0.0,神田川流域,,0,external point-grid sampling,13105,文京区,National,Designated,有形文化財,建造物,building_direct,根津神社,0
official_export_001:126,river_flooding,浸水予想区域,0.0,神田川流域,,0,external point-grid sampling,13106,台東区,National,Designated,有形文化財,建造物,building_direct,表慶館,0
official_export_001:127,river_flooding,浸水予想区域,0.22,隅田川及び新河岸川流域,,0–0.5 m,external point-grid sampling,13103,港区,National,Designated,有形文化財,建造物,building_direct,武家屋敷門,0–0.5 m
official_export_001:128,river_flooding,洪水浸水想定区域,0.05,城南地区河川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk,13109,品川区,National,Designated,有形文化財,建造物,building_direct,宝篋印塔,0–0.5 m
official_export_001:13,river_flooding,浸水予想区域,0.0,隅田川及び新河岸川流域,,0,external point-grid sampling,13101,千代田区,National,Designated,有形文化財,建造物,building_direct,旧江戸城外桜田門,0
official_export_001:130,river_flooding,浸水予想区域,0.0,神田川流域;隅田川及び新河岸川流域,,0,external point-grid sampling,13101,千代田区,National,Designated,有形文化財,建造物,building_direct,法務省旧本館,0
official_export_001:131,river_flooding,洪水浸水想定区域,0.063,城南地区河川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk,13111,大田区,National,Designated,有形文化財,建造物,building_direct,本門寺五重塔,0–0.5 m
official_export_001:138,river_flooding,浸水予想区域,0.22,隅田川及び新河岸川流域,,0–0.5 m,external point-grid sampling,13102,中央区,National,Designated,有形文化財,建造物,building_direct,三井本館,0–0.5 m
official_export_001:139,river_flooding,洪水浸水想定区域,0.031,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk,13102,中央区,National,Designated,有形文化財,建造物,building_direct,三越日本橋本店,0–0.5 m
official_export_001:14,river_flooding,浸水予想区域,0.0,隅田川及び新河岸川流域,,0,external point-grid sampling,13101,千代田区,National,Designated,有形文化財,建造物,building_direct,旧江戸城田安門,0
official_export_001:140,river_flooding,洪水浸水想定区域,4.84,多摩川水系多摩川・浅川・大栗川,L2（想定最大規模）,3m以上5m未満,PLATEAU building risk,13205,青梅市,National,Designated,有形文化財,建造物,building_direct,旧宮崎家住宅(旧所在 東京都青梅市成木),3–5 m
official_export_001:141,river_flooding,浸水予想区域,0.0,神田川流域,,0,external point-grid sampling,13115,杉並区,National,Designated,有形文化財,建造物,building_direct,妙法寺鉄門,0
official_export_001:142,river_flooding,浸水予想区域,0.0,城南地区河川流域,,0,external point-grid sampling,13103,港区,National,Designated,有形文化財,建造物,building_direct,明治学院インブリー館,0
official_export_001:143,river_flooding,浸水予想区域,0.0,城南地区河川流域,,0,external point-grid sampling,13113,渋谷区,National,Designated,有形文化財,建造物,building_direct,明治神宮,0
official_export_001:15,river_flooding,浸水予想区域,0.0,城南地区河川流域,,0,external point-grid sampling,13110,目黒区,National,Designated,有形文化財,建造物,building_direct,円融寺本堂,0
official_export_001:16,river_flooding,洪水浸水想定区域,0.004,城南地区河川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk,13112,世田谷区,National,Designated,有形文化財,建造物,building_direct,大場家住宅(東京都世田谷区世田谷),0–0.5 m
official_export_001:167,river_flooding,浸水予想区域,0.0,城南地区河川流域,,0,external point-grid sampling,13113,渋谷区,National,Designated,有形文化財,建造物,building_direct,明治神宮,0
official_export_001:17,river_flooding,浸水予想区域,0.0,城南地区河川流域,,0,external point-grid sampling,13112,世田谷区,National,Designated,有形文化財,建造物,building_direct,大場家住宅(東京都世田谷区世田谷),0
official_export_001:179,river_flooding,浸水予想区域,0.0,城南地区河川流域,,0,external point-grid sampling,13113,渋谷区,National,Designated,有形文化財,建造物,building_direct,明治神宮宝物殿,0
official_export_001:18,river_flooding,洪水浸水想定区域,0.005,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk,13105,文京区,National,Designated,有形文化財,建造物,building_direct,旧加賀屋敷御守殿門(赤門),0–0.5 m
official_export_001:180,river_flooding,浸水予想区域,0.0,城南地区河川流域,,0,external point-grid sampling,13113,渋谷区,National,Designated,有形文化財,建造物,building_direct,明治神宮宝物殿,0
official_export_001:181,river_flooding,浸水予想区域,0.0,城南地区河川流域,,0,external point-grid sampling,13113,渋谷区,National,Designated,有形文化財,建造物,building_direct,明治神宮宝物殿,0
official_export_001:182,river_flooding,浸水予想区域,0.0,城南地区河川流域,,0,external point-grid sampling,13113,渋谷区,National,Designated,有形文化財,建造物,building_direct,明治神宮宝物殿,0
official_export_001:183,river_flooding,浸水予想区域,0.0,城南地区河川流域,,0,external point-grid sampling,13113,渋谷区,National,Designated,有形文化財,建造物,building_direct,明治神宮宝物殿,0
official_export_001:184,river_flooding,浸水予想区域,0.0,城南地区河川流域,,0,external point-grid sampling,13113,渋谷区,National,Designated,有形文化財,建造物,building_direct,明治神宮宝物殿,0
official_export_001:185,river_flooding,浸水予想区域,0.0,城南地区河川流域,,0,external point-grid sampling,13113,渋谷区,National,Designated,有形文化財,建造物,building_direct,明治神宮宝物殿,0
official_export_001:186,river_flooding,浸水予想区域,0.0,城南地区河川流域,,0,external point-grid sampling,13113,渋谷区,National,Designated,有形文化財,建造物,building_direct,明治神宮宝物殿,0
official_export_001:187,river_flooding,浸水予想区域,0.0,城南地区河川流域,,0,external point-grid sampling,13113,渋谷区,National,Designated,有形文化財,建造物,building_direct,明治神宮宝物殿,0
official_export_001:188,river_flooding,浸水予想区域,0.0,城南地区河川流域,,0,external point-grid sampling,13113,渋谷区,National,Designated,有形文化財,建造物,building_direct,明治神宮宝物殿,0
official_export_001:189,river_flooding,浸水予想区域,0.0,城南地区河川流域,,0,external point-grid sampling,13113,渋谷区,National,Designated,有形文化財,建造物,building_direct,明治神宮宝物殿,0
official_export_001:19,river_flooding,浸水予想区域,0.0,神田川流域,,0,external point-grid sampling,13104,新宿区,National,Designated,有形文化財,建造物,building_direct,学習院旧正門,0
official_export_001:190,river_flooding,浸水予想区域,0.0,城南地区河川流域,,0,external point-grid sampling,13113,渋谷区,National,Designated,有形文化財,建造物,building_direct,明治神宮宝物殿,0
official_export_001:191,river_flooding,浸水予想区域,0.0,城南地区河川流域,,0,external point-grid sampling,13113,渋谷区,National,Designated,有形文化財,建造物,building_direct,明治神宮宝物殿,0
official_export_001:192,high_tide,高潮浸水想定,0.16,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m未満,PLATEAU building risk,13101,千代田区,National,Designated,有形文化財,建造物,building_direct,明治生命保険相互会社本社本館,0–0.5 m
official_export_001:192,river_flooding,洪水浸水想定区域,0.73,隅田川・新河岸川流域,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk,13101,千代田区,National,Designated,有形文化財,建造物,building_direct,明治生命保険相互会社本社本館,0.5–3 m
official_export_001:193,high_tide,高潮浸水想定,1.44,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m以上3m未満,PLATEAU building risk,13108,江東区,National,Designated,有形文化財,建造物,building_direct,明治丸,0.5–3 m
official_export_001:193,river_flooding,浸水予想区域,0.0,江東内部河川流域,,0,external point-grid sampling,13108,江東区,National,Designated,有形文化財,建造物,building_direct,明治丸,0
