record_id,municipality_code,municipality_name,designation_level,designation_status,heritage_type_major,heritage_type_detail_norm,entity_class,name,scenario,risk_value,risk_type,risk_type_ja,risk_class,hazard_source,risk_basis
13104:167,13104,新宿区,Unknown,Unknown,未判定,未細分,point,女人芸術社跡(長谷川時雨・三上於菟吉旧居跡),大正関東地震,1.06,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_大正関東地震,liquefaction mesh polygon intersection
13104:167,13104,新宿区,Unknown,Unknown,未判定,未細分,point,女人芸術社跡(長谷川時雨・三上於菟吉旧居跡),都心南部直下地震,1.67,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_都心南部直下地震,liquefaction mesh polygon intersection
13104:17,13104,新宿区,Unknown,Unknown,未判定,未細分,point,善国寺の毘沙門天像,多摩東部直下地震,12.12,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_多摩東部直下地震,liquefaction mesh polygon intersection
13104:17,13104,新宿区,Unknown,Unknown,未判定,未細分,point,善国寺の毘沙門天像,大正関東地震,8.37,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_大正関東地震,liquefaction mesh polygon intersection
13104:17,13104,新宿区,Unknown,Unknown,未判定,未細分,point,善国寺の毘沙門天像,都心南部直下地震,12.12,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_都心南部直下地震,liquefaction mesh polygon intersection
13104:172,13104,新宿区,Unknown,Unknown,未判定,未細分,point,牛込城跡,多摩東部直下地震,12.12,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_多摩東部直下地震,liquefaction mesh polygon intersection
13104:172,13104,新宿区,Unknown,Unknown,未判定,未細分,point,牛込城跡,大正関東地震,8.37,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_大正関東地震,liquefaction mesh polygon intersection
13104:172,13104,新宿区,Unknown,Unknown,未判定,未細分,point,牛込城跡,都心南部直下地震,12.12,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_都心南部直下地震,liquefaction mesh polygon intersection
13104:173,13104,新宿区,Unknown,Unknown,未判定,未細分,point,富塚跡,南海トラフ巨大地震,0.22,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_南海トラフ巨大地震,liquefaction mesh polygon intersection
13104:173,13104,新宿区,Unknown,Unknown,未判定,未細分,point,富塚跡,多摩東部直下地震,2.095555556,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_多摩東部直下地震,liquefaction mesh polygon intersection
13104:173,13104,新宿区,Unknown,Unknown,未判定,未細分,point,富塚跡,大正関東地震,1.851111111,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_大正関東地震,liquefaction mesh polygon intersection
13104:173,13104,新宿区,Unknown,Unknown,未判定,未細分,point,富塚跡,都心南部直下地震,2.047777778,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_都心南部直下地震,liquefaction mesh polygon intersection
13104:174,13104,新宿区,Unknown,Unknown,未判定,未細分,point,便々館湖鯉鮒の墓,多摩東部直下地震,12.12,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_多摩東部直下地震,liquefaction mesh polygon intersection
13104:174,13104,新宿区,Unknown,Unknown,未判定,未細分,point,便々館湖鯉鮒の墓,大正関東地震,8.37,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_大正関東地震,liquefaction mesh polygon intersection
13104:174,13104,新宿区,Unknown,Unknown,未判定,未細分,point,便々館湖鯉鮒の墓,都心南部直下地震,12.12,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_都心南部直下地震,liquefaction mesh polygon intersection
13104:176,13104,新宿区,Unknown,Unknown,未判定,未細分,point,生田春月旧居跡,多摩東部直下地震,2.5725,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_多摩東部直下地震,liquefaction mesh polygon intersection
13104:176,13104,新宿区,Unknown,Unknown,未判定,未細分,point,生田春月旧居跡,大正関東地震,2.0125,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_大正関東地震,liquefaction mesh polygon intersection
13104:176,13104,新宿区,Unknown,Unknown,未判定,未細分,point,生田春月旧居跡,都心南部直下地震,2.580625,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_都心南部直下地震,liquefaction mesh polygon intersection
13104:178,13104,新宿区,Unknown,Unknown,未判定,未細分,point,林芙美子終焉の地,多摩東部直下地震,5.475,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_多摩東部直下地震,liquefaction mesh polygon intersection
13104:178,13104,新宿区,Unknown,Unknown,未判定,未細分,point,林芙美子終焉の地,大正関東地震,1.524,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_大正関東地震,liquefaction mesh polygon intersection
13104:178,13104,新宿区,Unknown,Unknown,未判定,未細分,point,林芙美子終焉の地,都心南部直下地震,4.117,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_都心南部直下地震,liquefaction mesh polygon intersection
13104:18,13104,新宿区,Unknown,Unknown,未判定,未細分,point,経王寺の大黒天像,南海トラフ巨大地震,0.132,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_南海トラフ巨大地震,liquefaction mesh polygon intersection
13104:18,13104,新宿区,Unknown,Unknown,未判定,未細分,point,経王寺の大黒天像,多摩東部直下地震,2.648,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_多摩東部直下地震,liquefaction mesh polygon intersection
13104:18,13104,新宿区,Unknown,Unknown,未判定,未細分,point,経王寺の大黒天像,大正関東地震,1.936,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_大正関東地震,liquefaction mesh polygon intersection
13104:18,13104,新宿区,Unknown,Unknown,未判定,未細分,point,経王寺の大黒天像,都心南部直下地震,2.648,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_都心南部直下地震,liquefaction mesh polygon intersection
13104:182,13104,新宿区,Unknown,Unknown,未判定,未細分,point,東京府仮小学第三校跡,多摩東部直下地震,12.12,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_多摩東部直下地震,liquefaction mesh polygon intersection
13104:182,13104,新宿区,Unknown,Unknown,未判定,未細分,point,東京府仮小学第三校跡,大正関東地震,8.37,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_大正関東地震,liquefaction mesh polygon intersection
13104:182,13104,新宿区,Unknown,Unknown,未判定,未細分,point,東京府仮小学第三校跡,都心南部直下地震,12.12,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_都心南部直下地震,liquefaction mesh polygon intersection
13104:187,13104,新宿区,Unknown,Unknown,未判定,未細分,point,六桜社跡,南海トラフ巨大地震,0.4,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_南海トラフ巨大地震,liquefaction mesh polygon intersection
13104:187,13104,新宿区,Unknown,Unknown,未判定,未細分,point,六桜社跡,多摩東部直下地震,13.24,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_多摩東部直下地震,liquefaction mesh polygon intersection
13104:187,13104,新宿区,Unknown,Unknown,未判定,未細分,point,六桜社跡,大正関東地震,10.93,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_大正関東地震,liquefaction mesh polygon intersection
13104:187,13104,新宿区,Unknown,Unknown,未判定,未細分,point,六桜社跡,都心南部直下地震,13.24,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_都心南部直下地震,liquefaction mesh polygon intersection
13104:188,13104,新宿区,Unknown,Unknown,未判定,未細分,point,佐々木活字店,多摩東部直下地震,0.2745,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_多摩東部直下地震,liquefaction mesh polygon intersection
13104:188,13104,新宿区,Unknown,Unknown,未判定,未細分,point,佐々木活字店,大正関東地震,0.218,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_大正関東地震,liquefaction mesh polygon intersection
13104:188,13104,新宿区,Unknown,Unknown,未判定,未細分,point,佐々木活字店,都心南部直下地震,0.276,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_都心南部直下地震,liquefaction mesh polygon intersection
13104:19,13104,新宿区,Unknown,Unknown,未判定,未細分,point,法善寺の七面明神像,南海トラフ巨大地震,0.970833333,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_南海トラフ巨大地震,liquefaction mesh polygon intersection
13104:19,13104,新宿区,Unknown,Unknown,未判定,未細分,point,法善寺の七面明神像,多摩東部直下地震,13.41833333,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_多摩東部直下地震,liquefaction mesh polygon intersection
13104:19,13104,新宿区,Unknown,Unknown,未判定,未細分,point,法善寺の七面明神像,大正関東地震,10.93,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_大正関東地震,liquefaction mesh polygon intersection
13104:19,13104,新宿区,Unknown,Unknown,未判定,未細分,point,法善寺の七面明神像,都心南部直下地震,13.24,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_都心南部直下地震,liquefaction mesh polygon intersection
13104:193,13104,新宿区,Unknown,Unknown,未判定,未細分,point,神楽坂をどり,多摩東部直下地震,12.12,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_多摩東部直下地震,liquefaction mesh polygon intersection
13104:193,13104,新宿区,Unknown,Unknown,未判定,未細分,point,神楽坂をどり,大正関東地震,8.37,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_大正関東地震,liquefaction mesh polygon intersection
13104:193,13104,新宿区,Unknown,Unknown,未判定,未細分,point,神楽坂をどり,都心南部直下地震,12.12,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_都心南部直下地震,liquefaction mesh polygon intersection
13104:196,13104,新宿区,Unknown,Unknown,未判定,未細分,point,源兵衛子育地蔵尊の石造物群,南海トラフ巨大地震,1.168,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_南海トラフ巨大地震,liquefaction mesh polygon intersection
13104:196,13104,新宿区,Unknown,Unknown,未判定,未細分,point,源兵衛子育地蔵尊の石造物群,多摩東部直下地震,7.972,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_多摩東部直下地震,liquefaction mesh polygon intersection
13104:196,13104,新宿区,Unknown,Unknown,未判定,未細分,point,源兵衛子育地蔵尊の石造物群,大正関東地震,6.738,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_大正関東地震,liquefaction mesh polygon intersection
13104:196,13104,新宿区,Unknown,Unknown,未判定,未細分,point,源兵衛子育地蔵尊の石造物群,都心南部直下地震,7.802,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_都心南部直下地震,liquefaction mesh polygon intersection
13104:197,13104,新宿区,Unknown,Unknown,未判定,未細分,point,彰忠碑,南海トラフ巨大地震,1.168,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_南海トラフ巨大地震,liquefaction mesh polygon intersection
13104:197,13104,新宿区,Unknown,Unknown,未判定,未細分,point,彰忠碑,多摩東部直下地震,7.972,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_多摩東部直下地震,liquefaction mesh polygon intersection
13104:197,13104,新宿区,Unknown,Unknown,未判定,未細分,point,彰忠碑,大正関東地震,6.738,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_大正関東地震,liquefaction mesh polygon intersection
13104:197,13104,新宿区,Unknown,Unknown,未判定,未細分,point,彰忠碑,都心南部直下地震,7.802,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_都心南部直下地震,liquefaction mesh polygon intersection
13104:198,13104,新宿区,Unknown,Unknown,未判定,未細分,point,太平洋戦争本土初空襲の地跡,南海トラフ巨大地震,0.183333333,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_南海トラフ巨大地震,liquefaction mesh polygon intersection
13104:198,13104,新宿区,Unknown,Unknown,未判定,未細分,point,太平洋戦争本土初空襲の地跡,多摩東部直下地震,1.715,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_多摩東部直下地震,liquefaction mesh polygon intersection
13104:198,13104,新宿区,Unknown,Unknown,未判定,未細分,point,太平洋戦争本土初空襲の地跡,大正関東地震,1.530555556,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_大正関東地震,liquefaction mesh polygon intersection
13104:198,13104,新宿区,Unknown,Unknown,未判定,未細分,point,太平洋戦争本土初空襲の地跡,都心南部直下地震,1.703333333,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_都心南部直下地震,liquefaction mesh polygon intersection
13104:20,13104,新宿区,Unknown,Unknown,未判定,未細分,point,布袋像の水鉢,南海トラフ巨大地震,0.11,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_南海トラフ巨大地震,liquefaction mesh polygon intersection
13104:20,13104,新宿区,Unknown,Unknown,未判定,未細分,point,布袋像の水鉢,多摩東部直下地震,4.77,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_多摩東部直下地震,liquefaction mesh polygon intersection
13104:20,13104,新宿区,Unknown,Unknown,未判定,未細分,point,布袋像の水鉢,大正関東地震,3.643333333,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_大正関東地震,liquefaction mesh polygon intersection
13104:20,13104,新宿区,Unknown,Unknown,未判定,未細分,point,布袋像の水鉢,都心南部直下地震,4.413333333,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_都心南部直下地震,liquefaction mesh polygon intersection
13104:200,13104,新宿区,Unknown,Unknown,未判定,未細分,point,西落合耕地整理記念碑,南海トラフ巨大地震,1.046666667,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_南海トラフ巨大地震,liquefaction mesh polygon intersection
13104:200,13104,新宿区,Unknown,Unknown,未判定,未細分,point,西落合耕地整理記念碑,多摩東部直下地震,10.195,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_多摩東部直下地震,liquefaction mesh polygon intersection
13104:200,13104,新宿区,Unknown,Unknown,未判定,未細分,point,西落合耕地整理記念碑,大正関東地震,7.801666667,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_大正関東地震,liquefaction mesh polygon intersection
13104:200,13104,新宿区,Unknown,Unknown,未判定,未細分,point,西落合耕地整理記念碑,都心南部直下地震,8.853333333,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_都心南部直下地震,liquefaction mesh polygon intersection
13104:202,13104,新宿区,Unknown,Unknown,未判定,未細分,point,旧淀橋浄水場六角堂,南海トラフ巨大地震,0.4,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_南海トラフ巨大地震,liquefaction mesh polygon intersection
13104:202,13104,新宿区,Unknown,Unknown,未判定,未細分,point,旧淀橋浄水場六角堂,多摩東部直下地震,13.24,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_多摩東部直下地震,liquefaction mesh polygon intersection
13104:202,13104,新宿区,Unknown,Unknown,未判定,未細分,point,旧淀橋浄水場六角堂,大正関東地震,10.93,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_大正関東地震,liquefaction mesh polygon intersection
13104:202,13104,新宿区,Unknown,Unknown,未判定,未細分,point,旧淀橋浄水場六角堂,都心南部直下地震,13.24,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_都心南部直下地震,liquefaction mesh polygon intersection
13104:203,13104,新宿区,Unknown,Unknown,未判定,未細分,point,巴講睦の獅子図屏風,南海トラフ巨大地震,0.495,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_南海トラフ巨大地震,liquefaction mesh polygon intersection
13104:203,13104,新宿区,Unknown,Unknown,未判定,未細分,point,巴講睦の獅子図屏風,多摩東部直下地震,11.7925,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_多摩東部直下地震,liquefaction mesh polygon intersection
13104:203,13104,新宿区,Unknown,Unknown,未判定,未細分,point,巴講睦の獅子図屏風,大正関東地震,9.605,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_大正関東地震,liquefaction mesh polygon intersection
13104:203,13104,新宿区,Unknown,Unknown,未判定,未細分,point,巴講睦の獅子図屏風,都心南部直下地震,12.10833333,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_都心南部直下地震,liquefaction mesh polygon intersection
13104:210,13104,新宿区,Unknown,Unknown,未判定,未細分,point,田島森碑,南海トラフ巨大地震,0.0528,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_南海トラフ巨大地震,liquefaction mesh polygon intersection
13104:210,13104,新宿区,Unknown,Unknown,未判定,未細分,point,田島森碑,多摩東部直下地震,0.4912,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_多摩東部直下地震,liquefaction mesh polygon intersection
13104:210,13104,新宿区,Unknown,Unknown,未判定,未細分,point,田島森碑,大正関東地震,0.4424,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_大正関東地震,liquefaction mesh polygon intersection
13104:210,13104,新宿区,Unknown,Unknown,未判定,未細分,point,田島森碑,都心南部直下地震,0.4908,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_都心南部直下地震,liquefaction mesh polygon intersection
13104:212,13104,新宿区,Unknown,Unknown,未判定,未細分,point,祭馬碑,多摩東部直下地震,1.69,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_多摩東部直下地震,liquefaction mesh polygon intersection
13104:212,13104,新宿区,Unknown,Unknown,未判定,未細分,point,祭馬碑,大正関東地震,1.06,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_大正関東地震,liquefaction mesh polygon intersection
13104:212,13104,新宿区,Unknown,Unknown,未判定,未細分,point,祭馬碑,都心南部直下地震,1.67,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_都心南部直下地震,liquefaction mesh polygon intersection
13104:214,13104,新宿区,Unknown,Unknown,未判定,未細分,point,花園アパート跡,南海トラフ巨大地震,4.15,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_南海トラフ巨大地震,liquefaction mesh polygon intersection
13104:214,13104,新宿区,Unknown,Unknown,未判定,未細分,point,花園アパート跡,多摩東部直下地震,15.32,liquefaction,液状化,PL>15,hazard_liquefaction_250m_多摩東部直下地震,liquefaction mesh polygon intersection
13104:214,13104,新宿区,Unknown,Unknown,未判定,未細分,point,花園アパート跡,大正関東地震,13.24,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_大正関東地震,liquefaction mesh polygon intersection
13104:214,13104,新宿区,Unknown,Unknown,未判定,未細分,point,花園アパート跡,都心南部直下地震,16.28,liquefaction,液状化,PL>15,hazard_liquefaction_250m_都心南部直下地震,liquefaction mesh polygon intersection
13104:215,13104,新宿区,Unknown,Unknown,未判定,未細分,point,美濃国高須藩主 松平家上屋敷跡,多摩東部直下地震,7.25,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_多摩東部直下地震,liquefaction mesh polygon intersection
13104:215,13104,新宿区,Unknown,Unknown,未判定,未細分,point,美濃国高須藩主 松平家上屋敷跡,大正関東地震,5.48,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_大正関東地震,liquefaction mesh polygon intersection
13104:215,13104,新宿区,Unknown,Unknown,未判定,未細分,point,美濃国高須藩主 松平家上屋敷跡,都心南部直下地震,7.43,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_都心南部直下地震,liquefaction mesh polygon intersection
13104:219,13104,新宿区,Unknown,Unknown,未判定,未細分,point,中井御霊神社の節分祭,多摩東部直下地震,6.597857143,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_多摩東部直下地震,liquefaction mesh polygon intersection
13104:219,13104,新宿区,Unknown,Unknown,未判定,未細分,point,中井御霊神社の節分祭,大正関東地震,3.367142857,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_大正関東地震,liquefaction mesh polygon intersection
13104:219,13104,新宿区,Unknown,Unknown,未判定,未細分,point,中井御霊神社の節分祭,都心南部直下地震,5.59,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_都心南部直下地震,liquefaction mesh polygon intersection
13104:221,13104,新宿区,Unknown,Unknown,未判定,未細分,point,氷川神社の節分祭,多摩東部直下地震,6.662,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_多摩東部直下地震,liquefaction mesh polygon intersection
13104:221,13104,新宿区,Unknown,Unknown,未判定,未細分,point,氷川神社の節分祭,大正関東地震,5.13,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_大正関東地震,liquefaction mesh polygon intersection
13104:221,13104,新宿区,Unknown,Unknown,未判定,未細分,point,氷川神社の節分祭,都心南部直下地震,6.265,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_都心南部直下地震,liquefaction mesh polygon intersection
13104:222,13104,新宿区,Unknown,Unknown,未判定,未細分,point,鎧神社の節分祭,多摩東部直下地震,1.933333333,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_多摩東部直下地震,liquefaction mesh polygon intersection
13104:222,13104,新宿区,Unknown,Unknown,未判定,未細分,point,鎧神社の節分祭,大正関東地震,0.723333333,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_大正関東地震,liquefaction mesh polygon intersection
13104:222,13104,新宿区,Unknown,Unknown,未判定,未細分,point,鎧神社の節分祭,都心南部直下地震,1.68,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_都心南部直下地震,liquefaction mesh polygon intersection
13104:227,13104,新宿区,Unknown,Unknown,未判定,未細分,point,放生寺の水掛け地蔵と大震火災死亡群霊塔,南海トラフ巨大地震,0.11,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_南海トラフ巨大地震,liquefaction mesh polygon intersection
13104:227,13104,新宿区,Unknown,Unknown,未判定,未細分,point,放生寺の水掛け地蔵と大震火災死亡群霊塔,多摩東部直下地震,4.77,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_多摩東部直下地震,liquefaction mesh polygon intersection
13104:227,13104,新宿区,Unknown,Unknown,未判定,未細分,point,放生寺の水掛け地蔵と大震火災死亡群霊塔,大正関東地震,3.643333333,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_大正関東地震,liquefaction mesh polygon intersection
13104:227,13104,新宿区,Unknown,Unknown,未判定,未細分,point,放生寺の水掛け地蔵と大震火災死亡群霊塔,都心南部直下地震,4.413333333,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_都心南部直下地震,liquefaction mesh polygon intersection
13104:230,13104,新宿区,Unknown,Unknown,未判定,未細分,point,弘文学院跡,南海トラフ巨大地震,0.2364,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_南海トラフ巨大地震,liquefaction mesh polygon intersection
13104:230,13104,新宿区,Unknown,Unknown,未判定,未細分,point,弘文学院跡,多摩東部直下地震,3.0816,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_多摩東部直下地震,liquefaction mesh polygon intersection
13104:230,13104,新宿区,Unknown,Unknown,未判定,未細分,point,弘文学院跡,大正関東地震,2.2804,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_大正関東地震,liquefaction mesh polygon intersection
13104:230,13104,新宿区,Unknown,Unknown,未判定,未細分,point,弘文学院跡,都心南部直下地震,2.9644,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_都心南部直下地震,liquefaction mesh polygon intersection
13104:25,13104,新宿区,Unknown,Unknown,未判定,未細分,point,大隈重信銅像,南海トラフ巨大地震,0.22,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_南海トラフ巨大地震,liquefaction mesh polygon intersection
13104:25,13104,新宿区,Unknown,Unknown,未判定,未細分,point,大隈重信銅像,多摩東部直下地震,2.095555556,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_多摩東部直下地震,liquefaction mesh polygon intersection
13104:25,13104,新宿区,Unknown,Unknown,未判定,未細分,point,大隈重信銅像,大正関東地震,1.851111111,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_大正関東地震,liquefaction mesh polygon intersection
13104:25,13104,新宿区,Unknown,Unknown,未判定,未細分,point,大隈重信銅像,都心南部直下地震,2.047777778,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_都心南部直下地震,liquefaction mesh polygon intersection
13104:28,13104,新宿区,Unknown,Unknown,未判定,未細分,point,聖徳太子画像,南海トラフ巨大地震,0.495,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_南海トラフ巨大地震,liquefaction mesh polygon intersection
13104:28,13104,新宿区,Unknown,Unknown,未判定,未細分,point,聖徳太子画像,多摩東部直下地震,11.7925,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_多摩東部直下地震,liquefaction mesh polygon intersection
13104:28,13104,新宿区,Unknown,Unknown,未判定,未細分,point,聖徳太子画像,大正関東地震,9.605,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_大正関東地震,liquefaction mesh polygon intersection
13104:28,13104,新宿区,Unknown,Unknown,未判定,未細分,point,聖徳太子画像,都心南部直下地震,12.10833333,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_都心南部直下地震,liquefaction mesh polygon intersection
13104:30,13104,新宿区,Unknown,Unknown,未判定,未細分,point,七人役者図絵馬,南海トラフ巨大地震,0.4,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_南海トラフ巨大地震,liquefaction mesh polygon intersection
13104:30,13104,新宿区,Unknown,Unknown,未判定,未細分,point,七人役者図絵馬,多摩東部直下地震,13.24,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_多摩東部直下地震,liquefaction mesh polygon intersection
13104:30,13104,新宿区,Unknown,Unknown,未判定,未細分,point,七人役者図絵馬,大正関東地震,10.93,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_大正関東地震,liquefaction mesh polygon intersection
13104:30,13104,新宿区,Unknown,Unknown,未判定,未細分,point,七人役者図絵馬,都心南部直下地震,13.24,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_都心南部直下地震,liquefaction mesh polygon intersection
13104:31,13104,新宿区,Unknown,Unknown,未判定,未細分,point,阿弥陀三尊来迎図(専福寺),南海トラフ巨大地震,0.970833333,liquefaction,液状化,0<PL≤5,hazard_liquefaction_250m_南海トラフ巨大地震,liquefaction mesh polygon intersection
13104:31,13104,新宿区,Unknown,Unknown,未判定,未細分,point,阿弥陀三尊来迎図(専福寺),多摩東部直下地震,13.41833333,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_多摩東部直下地震,liquefaction mesh polygon intersection
13104:31,13104,新宿区,Unknown,Unknown,未判定,未細分,point,阿弥陀三尊来迎図(専福寺),大正関東地震,10.93,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_大正関東地震,liquefaction mesh polygon intersection
13104:31,13104,新宿区,Unknown,Unknown,未判定,未細分,point,阿弥陀三尊来迎図(専福寺),都心南部直下地震,13.24,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_都心南部直下地震,liquefaction mesh polygon intersection
13104:33,13104,新宿区,Unknown,Unknown,未判定,未細分,point,木造地蔵菩薩坐像,多摩東部直下地震,12.12,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_多摩東部直下地震,liquefaction mesh polygon intersection
13104:33,13104,新宿区,Unknown,Unknown,未判定,未細分,point,木造地蔵菩薩坐像,大正関東地震,8.37,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_大正関東地震,liquefaction mesh polygon intersection
13104:33,13104,新宿区,Unknown,Unknown,未判定,未細分,point,木造地蔵菩薩坐像,都心南部直下地震,12.12,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_都心南部直下地震,liquefaction mesh polygon intersection
13104:34,13104,新宿区,Unknown,Unknown,未判定,未細分,point,阿弥陀三尊来迎図(光照寺),多摩東部直下地震,12.12,liquefaction,液状化,5<PL≤15,hazard_liquefaction_250m_多摩東部直下地震,liquefaction mesh polygon intersection
