record_id,risk_type,risk_type_ja,depth_m,hazard_source,scenario,risk_class,risk_basis
131075100047,high_tide,高潮浸水想定,1.05,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
131075100048,high_tide,高潮浸水想定,4.37,東京都 高潮浸水想定区域図,,3–5 m,external polygon point-in-area
131075100049,high_tide,高潮浸水想定,3.53,東京都 高潮浸水想定区域図,,3–5 m,external polygon point-in-area
131075100050,high_tide,高潮浸水想定,4.12,東京都 高潮浸水想定区域図,,3–5 m,external polygon point-in-area
131075100052,high_tide,高潮浸水想定,2.63,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
131075100053,high_tide,高潮浸水想定,2.77,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
131075100054,high_tide,高潮浸水想定,2.3,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
131075100055,high_tide,高潮浸水想定,2.83,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
131075100056,high_tide,高潮浸水想定,3.18,東京都 高潮浸水想定区域図,,3–5 m,external polygon point-in-area
131075100057,high_tide,高潮浸水想定,3.2,東京都 高潮浸水想定区域図,,3–5 m,external polygon point-in-area
131075100058,high_tide,高潮浸水想定,2.24,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
131075100059,high_tide,高潮浸水想定,3.75,東京都 高潮浸水想定区域図,,3–5 m,external polygon point-in-area
131075100061,high_tide,高潮浸水想定,1.24,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
131075100062,high_tide,高潮浸水想定,2.83,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
131075100063,high_tide,高潮浸水想定,1.66,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
131075100064,high_tide,高潮浸水想定,3.71,東京都 高潮浸水想定区域図,,3–5 m,external polygon point-in-area
131075100065,high_tide,高潮浸水想定,2.68,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
131075100066,high_tide,高潮浸水想定,2.12,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
131075100067,high_tide,高潮浸水想定,3.84,東京都 高潮浸水想定区域図,,3–5 m,external polygon point-in-area
131075100069,high_tide,高潮浸水想定,1.96,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
131075100070,high_tide,高潮浸水想定,1.5,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
131075100071,high_tide,高潮浸水想定,1.24,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
131075100072,high_tide,高潮浸水想定,5.84,東京都 高潮浸水想定区域図,,5 m以上,external polygon point-in-area
131075100073,high_tide,高潮浸水想定,2.77,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
131075100074,high_tide,高潮浸水想定,1.05,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
131075100075,high_tide,高潮浸水想定,1.84,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
131075100076,high_tide,高潮浸水想定,1.92,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
131075100077,high_tide,高潮浸水想定,3.12,東京都 高潮浸水想定区域図,,3–5 m,external polygon point-in-area
131075100078,high_tide,高潮浸水想定,1.05,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
131075100079,high_tide,高潮浸水想定,3.71,東京都 高潮浸水想定区域図,,3–5 m,external polygon point-in-area
131075100080,high_tide,高潮浸水想定,1.65,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
131075100081,high_tide,高潮浸水想定,2.83,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
131075100082,high_tide,高潮浸水想定,2.63,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
131075100083,high_tide,高潮浸水想定,1.65,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
131075100084,high_tide,高潮浸水想定,3.53,東京都 高潮浸水想定区域図,,3–5 m,external polygon point-in-area
131075100085,high_tide,高潮浸水想定,2.77,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
131075100086,high_tide,高潮浸水想定,3.01,東京都 高潮浸水想定区域図,,3–5 m,external polygon point-in-area
131075100087,high_tide,高潮浸水想定,3.01,東京都 高潮浸水想定区域図,,3–5 m,external polygon point-in-area
131075100088,high_tide,高潮浸水想定,1.15,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
131075100089,high_tide,高潮浸水想定,1.15,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
131075100090,high_tide,高潮浸水想定,1.15,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
131075100091,high_tide,高潮浸水想定,1.39,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
131075100092,high_tide,高潮浸水想定,1.42,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
131075100095,high_tide,高潮浸水想定,2.3,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
131075100096,high_tide,高潮浸水想定,2.83,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
131075100097,high_tide,高潮浸水想定,1.79,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
131075100098,high_tide,高潮浸水想定,4.37,東京都 高潮浸水想定区域図,,3–5 m,external polygon point-in-area
131075100099,high_tide,高潮浸水想定,3.75,東京都 高潮浸水想定区域図,,3–5 m,external polygon point-in-area
131075100100,high_tide,高潮浸水想定,3.8,東京都 高潮浸水想定区域図,,3–5 m,external polygon point-in-area
131075100101,high_tide,高潮浸水想定,3.71,東京都 高潮浸水想定区域図,,3–5 m,external polygon point-in-area
131075100103,high_tide,高潮浸水想定,4.03,東京都 高潮浸水想定区域図,,3–5 m,external polygon point-in-area
131075100104,high_tide,高潮浸水想定,3.12,東京都 高潮浸水想定区域図,,3–5 m,external polygon point-in-area
131075100105,high_tide,高潮浸水想定,4.63,東京都 高潮浸水想定区域図,,3–5 m,external polygon point-in-area
131075100106,high_tide,高潮浸水想定,2.3,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
131075100107,high_tide,高潮浸水想定,2.83,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
131075100108,high_tide,高潮浸水想定,2.63,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
131075100109,high_tide,高潮浸水想定,3.9,東京都 高潮浸水想定区域図,,3–5 m,external polygon point-in-area
131075100110,high_tide,高潮浸水想定,1.24,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
131075100111,high_tide,高潮浸水想定,3.31,東京都 高潮浸水想定区域図,,3–5 m,external polygon point-in-area
131075100112,high_tide,高潮浸水想定,3.75,東京都 高潮浸水想定区域図,,3–5 m,external polygon point-in-area
131075100113,high_tide,高潮浸水想定,3.53,東京都 高潮浸水想定区域図,,3–5 m,external polygon point-in-area
131075100114,high_tide,高潮浸水想定,5.84,東京都 高潮浸水想定区域図,,5 m以上,external polygon point-in-area
131075100115,high_tide,高潮浸水想定,2.3,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
131075100116,high_tide,高潮浸水想定,4.08,東京都 高潮浸水想定区域図,,3–5 m,external polygon point-in-area
131075100117,high_tide,高潮浸水想定,3.71,東京都 高潮浸水想定区域図,,3–5 m,external polygon point-in-area
131075100118,high_tide,高潮浸水想定,2.3,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
131075100119,high_tide,高潮浸水想定,1.24,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
131075100120,high_tide,高潮浸水想定,1.85,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
131075100121,high_tide,高潮浸水想定,1.92,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
131075100122,high_tide,高潮浸水想定,3.65,東京都 高潮浸水想定区域図,,3–5 m,external polygon point-in-area
131075100123,high_tide,高潮浸水想定,3.12,東京都 高潮浸水想定区域図,,3–5 m,external polygon point-in-area
131075100124,high_tide,高潮浸水想定,2.63,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
131075100125,high_tide,高潮浸水想定,2.77,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
131075100149,high_tide,高潮浸水想定,3.53,東京都 高潮浸水想定区域図,,3–5 m,external polygon point-in-area
131075100150,high_tide,高潮浸水想定,2.63,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
131075100151,high_tide,高潮浸水想定,1.5,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
131075100152,high_tide,高潮浸水想定,2.63,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
131075100153,high_tide,高潮浸水想定,2.29,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
131075100154,high_tide,高潮浸水想定,2.24,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
131075100155,high_tide,高潮浸水想定,1.24,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
131075100156,high_tide,高潮浸水想定,3.31,東京都 高潮浸水想定区域図,,3–5 m,external polygon point-in-area
131075100157,high_tide,高潮浸水想定,0.15,東京都 高潮浸水想定区域図,,0–0.5 m,external polygon point-in-area
131083000000.0,high_tide,高潮浸水想定,6.31,東京都 高潮浸水想定区域図,,5 m以上,external polygon point-in-area
159,high_tide,高潮浸水想定,0.76,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
161,high_tide,高潮浸水想定,0.33,東京都 高潮浸水想定区域図,,0–0.5 m,external polygon point-in-area
162,high_tide,高潮浸水想定,0.33,東京都 高潮浸水想定区域図,,0–0.5 m,external polygon point-in-area
164,high_tide,高潮浸水想定,0.53,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
165,high_tide,高潮浸水想定,0.5,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
171,high_tide,高潮浸水想定,2.22,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
172,high_tide,高潮浸水想定,1.42,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
173,high_tide,高潮浸水想定,1.42,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
174,high_tide,高潮浸水想定,1.42,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
176,high_tide,高潮浸水想定,0.03,東京都 高潮浸水想定区域図,,0–0.5 m,external polygon point-in-area
177,high_tide,高潮浸水想定,1.44,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
181,high_tide,高潮浸水想定,3.47,東京都 高潮浸水想定区域図,,3–5 m,external polygon point-in-area
182,high_tide,高潮浸水想定,3.71,東京都 高潮浸水想定区域図,,3–5 m,external polygon point-in-area
183,high_tide,高潮浸水想定,2.18,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
197,high_tide,高潮浸水想定,2.49,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
198,high_tide,高潮浸水想定,2.29,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
35,high_tide,高潮浸水想定,0.77,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
98,high_tide,高潮浸水想定,2.38,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
official_export_001:100,high_tide,高潮浸水想定,3.25,東京都 高潮浸水想定区域図,,3–5 m,external polygon point-in-area
official_export_001:192,high_tide,高潮浸水想定,0.14,東京都 高潮浸水想定区域図,,0–0.5 m,external polygon point-in-area
official_export_001:193,high_tide,高潮浸水想定,1.17,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
official_export_001:93,high_tide,高潮浸水想定,0.3,東京都 高潮浸水想定区域図,,0–0.5 m,external polygon point-in-area
official_export_001:98,high_tide,高潮浸水想定,0.34,東京都 高潮浸水想定区域図,,0–0.5 m,external polygon point-in-area
official_export_002:100,high_tide,高潮浸水想定,0.18,東京都 高潮浸水想定区域図,,0–0.5 m,external polygon point-in-area
official_export_002:140,high_tide,高潮浸水想定,0.98,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
official_export_002:157,high_tide,高潮浸水想定,0.22,東京都 高潮浸水想定区域図,,0–0.5 m,external polygon point-in-area
official_export_002:166,high_tide,高潮浸水想定,2.22,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
official_export_002:213,high_tide,高潮浸水想定,1.24,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
official_export_002:243,high_tide,高潮浸水想定,0.33,東京都 高潮浸水想定区域図,,0–0.5 m,external polygon point-in-area
official_export_002:256,high_tide,高潮浸水想定,0.73,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
official_export_002:260,high_tide,高潮浸水想定,0.8,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
official_export_002:276,high_tide,高潮浸水想定,3.75,東京都 高潮浸水想定区域図,,3–5 m,external polygon point-in-area
official_export_002:277,high_tide,高潮浸水想定,3.43,東京都 高潮浸水想定区域図,,3–5 m,external polygon point-in-area
official_export_002:28,high_tide,高潮浸水想定,0.04,東京都 高潮浸水想定区域図,,0–0.5 m,external polygon point-in-area
official_export_002:282,high_tide,高潮浸水想定,1.1,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
official_export_002:305,high_tide,高潮浸水想定,0.38,東京都 高潮浸水想定区域図,,0–0.5 m,external polygon point-in-area
official_export_002:311,high_tide,高潮浸水想定,0.03,東京都 高潮浸水想定区域図,,0–0.5 m,external polygon point-in-area
official_export_002:312,high_tide,高潮浸水想定,0.05,東京都 高潮浸水想定区域図,,0–0.5 m,external polygon point-in-area
official_export_002:327,high_tide,高潮浸水想定,2.27,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
official_export_002:333,high_tide,高潮浸水想定,1.92,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
official_export_002:334,high_tide,高潮浸水想定,2.24,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
official_export_002:335,high_tide,高潮浸水想定,2.39,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
official_export_002:336,high_tide,高潮浸水想定,1.69,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
official_export_002:337,high_tide,高潮浸水想定,1.17,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
official_export_002:345,high_tide,高潮浸水想定,0.19,東京都 高潮浸水想定区域図,,0–0.5 m,external polygon point-in-area
official_export_002:367,high_tide,高潮浸水想定,0.05,東京都 高潮浸水想定区域図,,0–0.5 m,external polygon point-in-area
official_export_002:376,high_tide,高潮浸水想定,0.98,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
official_export_002:384,high_tide,高潮浸水想定,0.51,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
official_export_002:385,high_tide,高潮浸水想定,0.24,東京都 高潮浸水想定区域図,,0–0.5 m,external polygon point-in-area
official_export_002:415,high_tide,高潮浸水想定,0.09,東京都 高潮浸水想定区域図,,0–0.5 m,external polygon point-in-area
official_export_002:455,high_tide,高潮浸水想定,0.93,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
official_export_002:81,high_tide,高潮浸水想定,0.45,東京都 高潮浸水想定区域図,,0–0.5 m,external polygon point-in-area
official_export_002:99,high_tide,高潮浸水想定,2.16,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
official_export_003:17,high_tide,高潮浸水想定,3.62,東京都 高潮浸水想定区域図,,3–5 m,external polygon point-in-area
official_export_003:2,high_tide,高潮浸水想定,0.43,東京都 高潮浸水想定区域図,,0–0.5 m,external polygon point-in-area
official_export_003:20,high_tide,高潮浸水想定,1.65,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
official_export_003:39,high_tide,高潮浸水想定,2.35,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
official_export_003:42,high_tide,高潮浸水想定,0.43,東京都 高潮浸水想定区域図,,0–0.5 m,external polygon point-in-area
official_export_003:50,high_tide,高潮浸水想定,0.35,東京都 高潮浸水想定区域図,,0–0.5 m,external polygon point-in-area
official_export_003:59,high_tide,高潮浸水想定,0.79,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
official_export_003:62,high_tide,高潮浸水想定,1.77,東京都 高潮浸水想定区域図,,0.5–3 m,external polygon point-in-area
official_export_003:65,high_tide,高潮浸水想定,3.74,東京都 高潮浸水想定区域図,,3–5 m,external polygon point-in-area
180,river_flooding,浸水予想区域,0.35,中川_綾瀬川圏域,,0–0.5 m,external point-grid sampling
124,river_flooding,浸水予想区域,0.21,中川_綾瀬川圏域,,0–0.5 m,external point-grid sampling
181,river_flooding,浸水予想区域,0.0,中川_綾瀬川圏域,,0,external point-grid sampling
183,river_flooding,浸水予想区域,0.75,中川_綾瀬川圏域,,0.5–3 m,external point-grid sampling
official_export_001:38,river_flooding,浸水予想区域,0.0,中川_綾瀬川圏域,,0,external point-grid sampling
98,river_flooding,浸水予想区域,0.15,中川_綾瀬川圏域,,0–0.5 m,external point-grid sampling
125,river_flooding,浸水予想区域,0.68,中川_綾瀬川圏域,,0.5–3 m,external point-grid sampling
123,river_flooding,浸水予想区域,0.0,中川_綾瀬川圏域,,0,external point-grid sampling
182,river_flooding,浸水予想区域,0.27,中川_綾瀬川圏域,,0–0.5 m,external point-grid sampling
official_export_003:39,river_flooding,浸水予想区域,0.08,中川_綾瀬川圏域,,0–0.5 m,external point-grid sampling
205,river_flooding,浸水予想区域,0.0,城南地区河川流域,,0,external point-grid sampling
official_export_002:268,river_flooding,浸水予想区域,0.02,城南地区河川流域,,0–0.5 m,external point-grid sampling
245,river_flooding,浸水予想区域,0.0,城南地区河川流域,,0,external point-grid sampling
official_export_001:93,river_flooding,浸水予想区域,0.329,城南地区河川流域,,0–0.5 m,external point-grid sampling
official_export_001:28,river_flooding,浸水予想区域,0.0,城南地区河川流域,,0,external point-grid sampling
official_export_001:31,river_flooding,浸水予想区域,0.0,城南地区河川流域,,0,external point-grid sampling
official_export_001:30,river_flooding,浸水予想区域,0.0,城南地区河川流域,,0,external point-grid sampling
official_export_002:198,river_flooding,浸水予想区域,0.035,城南地区河川流域,,0–0.5 m,external point-grid sampling
official_export_003:49,river_flooding,浸水予想区域,0.057,城南地区河川流域,,0–0.5 m,external point-grid sampling
official_export_001:142,river_flooding,浸水予想区域,0.0,城南地区河川流域,,0,external point-grid sampling
official_export_002:425,river_flooding,浸水予想区域,0.0,城南地区河川流域,,0,external point-grid sampling
official_export_002:426,river_flooding,浸水予想区域,0.0,城南地区河川流域,,0,external point-grid sampling
official_export_002:427,river_flooding,浸水予想区域,0.0,城南地区河川流域,,0,external point-grid sampling
official_export_001:82,river_flooding,浸水予想区域,0.0,城南地区河川流域,,0,external point-grid sampling
official_export_002:256,river_flooding,浸水予想区域,0.653,城南地区河川流域,,0.5–3 m,external point-grid sampling
official_export_002:213,river_flooding,浸水予想区域,1.411,城南地区河川流域,,0.5–3 m,external point-grid sampling
official_export_002:260,river_flooding,浸水予想区域,1.243,城南地区河川流域,,0.5–3 m,external point-grid sampling
official_export_001:194,river_flooding,浸水予想区域,0.0,城南地区河川流域,,0,external point-grid sampling
official_export_003:19,river_flooding,浸水予想区域,0.0,城南地区河川流域,,0,external point-grid sampling
official_export_002:356,river_flooding,浸水予想区域,0.0,城南地区河川流域,,0,external point-grid sampling
official_export_002:222,river_flooding,浸水予想区域,0.0,城南地区河川流域,,0,external point-grid sampling
official_export_002:345,river_flooding,浸水予想区域,0.081,城南地区河川流域,,0–0.5 m,external point-grid sampling
official_export_001:79,river_flooding,浸水予想区域,0.0,城南地区河川流域,,0,external point-grid sampling
official_export_001:84,river_flooding,浸水予想区域,0.0,城南地区河川流域,,0,external point-grid sampling
official_export_001:84,river_flooding,浸水予想区域,0.0,城南地区河川流域,,0,external point-grid sampling
official_export_001:39,river_flooding,浸水予想区域,0.004,城南地区河川流域,,0–0.5 m,external point-grid sampling
4,river_flooding,浸水予想区域,0.0,城南地区河川流域,,0,external point-grid sampling
39,river_flooding,浸水予想区域,0.0,城南地区河川流域,,0,external point-grid sampling
official_export_002:157,river_flooding,浸水予想区域,0.289,城南地区河川流域,,0–0.5 m,external point-grid sampling
official_export_001:128,river_flooding,浸水予想区域,0.05,城南地区河川流域,,0–0.5 m,external point-grid sampling
official_export_002:178,river_flooding,浸水予想区域,0.05,城南地区河川流域,,0–0.5 m,external point-grid sampling
official_export_002:207,river_flooding,浸水予想区域,0.0,城南地区河川流域,,0,external point-grid sampling
official_export_002:255,river_flooding,浸水予想区域,0.0,城南地区河川流域,,0,external point-grid sampling
official_export_002:392,river_flooding,浸水予想区域,0.0,城南地区河川流域,,0,external point-grid sampling
40,river_flooding,浸水予想区域,0.0,城南地区河川流域,,0,external point-grid sampling
official_export_002:80,river_flooding,浸水予想区域,0.019,城南地区河川流域,,0–0.5 m,external point-grid sampling
official_export_002:159,river_flooding,浸水予想区域,0.0,城南地区河川流域,,0,external point-grid sampling
5,river_flooding,浸水予想区域,0.55400002,城南地区河川流域,,0.5–3 m,external point-grid sampling
96,river_flooding,浸水予想区域,0.0,城南地区河川流域,,0,external point-grid sampling
official_export_001:15,river_flooding,浸水予想区域,0.0,城南地区河川流域,,0,external point-grid sampling
official_export_001:94,river_flooding,浸水予想区域,0.0,城南地区河川流域,,0,external point-grid sampling
official_export_001:96,river_flooding,浸水予想区域,0.0,城南地区河川流域,,0,external point-grid sampling
official_export_001:44,river_flooding,浸水予想区域,0.0,城南地区河川流域,,0,external point-grid sampling
official_export_001:46,river_flooding,浸水予想区域,0.0,城南地区河川流域,,0,external point-grid sampling
official_export_001:47,river_flooding,浸水予想区域,0.0,城南地区河川流域,,0,external point-grid sampling
official_export_001:48,river_flooding,浸水予想区域,0.0,城南地区河川流域,,0,external point-grid sampling
official_export_002:349,river_flooding,浸水予想区域,0.0,城南地区河川流域,,0,external point-grid sampling
official_export_002:346,river_flooding,浸水予想区域,0.0,城南地区河川流域,,0,external point-grid sampling
official_export_002:4,river_flooding,浸水予想区域,0.0,城南地区河川流域,,0,external point-grid sampling
official_export_002:161,river_flooding,浸水予想区域,0.0,城南地区河川流域,,0,external point-grid sampling
official_export_002:331,river_flooding,浸水予想区域,0.0,城南地区河川流域,,0,external point-grid sampling
official_export_002:330,river_flooding,浸水予想区域,0.0,城南地区河川流域,,0,external point-grid sampling
official_export_002:332,river_flooding,浸水予想区域,0.0,城南地区河川流域,,0,external point-grid sampling
official_export_002:332,river_flooding,浸水予想区域,0.0,城南地区河川流域,,0,external point-grid sampling
official_export_002:472,river_flooding,浸水予想区域,0.033,城南地区河川流域,,0–0.5 m,external point-grid sampling
official_export_002:469,river_flooding,浸水予想区域,0.0,城南地区河川流域,,0,external point-grid sampling
official_export_002:471,river_flooding,浸水予想区域,0.0,城南地区河川流域,,0,external point-grid sampling
official_export_002:466,river_flooding,浸水予想区域,0.011,城南地区河川流域,,0–0.5 m,external point-grid sampling
official_export_002:470,river_flooding,浸水予想区域,0.0,城南地区河川流域,,0,external point-grid sampling
