municipality_name,0,0–0.5 m,0.5–3 m,3–5 m,5 m以上,No data,Total
中央区,0,0,1,0,0,0,1
千代田区,0,0,1,0,0,0,1
江東区,0,1,0,0,0,0,1
港区,0,0,1,0,0,0,1
