municipality_code,municipality_name,0,0–0.5 m,0.5–3 m,3–5 m,5 m以上,No data,Total
13201,八王子市,2,8,0,0,0,0,10
13212,日野市,1,2,0,0,0,0,3
13224,多摩市,2,5,0,0,0,0,7
13225,稲城市,1,0,0,0,0,0,1
13228,あきる野市,0,2,0,0,0,0,2
