record_id,risk_type,municipality_code,municipality_name,designation_level,designation_status,heritage_type_major,heritage_type_detail_norm,entity_class,name
131067100134,seismic,13106,台東区,Municipal,Other,有形文化財,建造物,building_direct,石造多宝塔
131067100147,seismic,13106,台東区,Municipal,Other,民俗文化財,有形民俗文化財,point,浅草寺絵馬・扁額群
131067100162,seismic,13106,台東区,Municipal,Other,民俗文化財,有形民俗文化財,point,吉徳これくしょん(和書)
131067100163,seismic,13106,台東区,Municipal,Other,民俗文化財,有形民俗文化財,point,吉徳これくしょん(一枚刷)
131067100168,seismic,13106,台東区,Municipal,Other,民俗文化財,有形民俗文化財,point,吉徳これくしょん〔芝居番付類(一枚刷)〕
131067100171,seismic,13106,台東区,Municipal,Other,民俗文化財,有形民俗文化財,point,吉徳これくしょん(古文書)
131067100174,seismic,13106,台東区,Municipal,Other,民俗文化財,有形民俗文化財,point,吉徳これくしょん(羽子板)
131067100178,seismic,13106,台東区,Municipal,Other,民俗文化財,有形民俗文化財,point,吉徳これくしょん(五月人形)
131067100181,seismic,13106,台東区,Municipal,Other,民俗文化財,有形民俗文化財,point,吉徳これくしょん(雛人形)
131067100182,seismic,13106,台東区,Municipal,Other,記念物,史跡,point,渋沢栄一家墓所
131067100187,seismic,13106,台東区,Municipal,Other,記念物,史跡,point,徳川家光薨去に伴う殉死者の墓
official_export_001:0,seismic,13106,台東区,National,Designated,有形文化財,建造物,building_direct,浅草神社
official_export_001:1,seismic,13106,台東区,National,Designated,有形文化財,建造物,building_direct,浅草神社
official_export_001:6,seismic,13106,台東区,National,Designated,有形文化財,建造物,building_direct,旧岩崎家住宅(東京都台東区池之端一丁目)
official_export_001:7,seismic,13106,台東区,National,Designated,有形文化財,建造物,building_direct,旧岩崎家住宅(東京都台東区池之端一丁目)
official_export_001:8,seismic,13106,台東区,National,Designated,有形文化財,建造物,building_direct,旧岩崎家住宅(東京都台東区池之端一丁目)
official_export_001:9,seismic,13106,台東区,National,Designated,有形文化財,建造物,building_direct,旧因州池田屋敷表門
official_export_001:21,seismic,13106,台東区,National,Designated,有形文化財,建造物,building_direct,寛永寺旧本坊表門(黒門)
official_export_001:22,seismic,13106,台東区,National,Designated,有形文化財,建造物,building_direct,寛永寺清水堂
official_export_001:23,seismic,13106,台東区,National,Designated,有形文化財,建造物,building_direct,旧寛永寺五重塔
official_export_001:42,seismic,13106,台東区,National,Designated,有形文化財,建造物,building_direct,旧東京科学博物館本館
official_export_001:56,seismic,13106,台東区,National,Designated,有形文化財,建造物,building_direct,厳有院霊廟奥院
official_export_001:58,seismic,13106,台東区,National,Designated,有形文化財,建造物,building_direct,厳有院霊廟勅額門及び水盤舎
official_export_001:59,seismic,13106,台東区,National,Designated,有形文化財,建造物,building_direct,厳有院霊廟勅額門及び水盤舎
official_export_001:60,seismic,13106,台東区,National,Designated,有形文化財,建造物,building_direct,国立西洋美術館本館
official_export_001:73,seismic,13106,台東区,National,Designated,有形文化財,建造物,building_direct,旧十輪院宝蔵
official_export_001:74,seismic,13106,台東区,National,Designated,有形文化財,建造物,building_direct,常憲院霊廟奥院
official_export_001:76,seismic,13106,台東区,National,Designated,有形文化財,建造物,building_direct,常憲院霊廟勅額門及び水盤舎
official_export_001:77,seismic,13106,台東区,National,Designated,有形文化財,建造物,building_direct,常憲院霊廟勅額門及び水盤舎
official_export_001:85,seismic,13106,台東区,National,Designated,有形文化財,建造物,building_direct,浅草寺伝法院
official_export_001:86,seismic,13106,台東区,National,Designated,有形文化財,建造物,building_direct,浅草寺伝法院
official_export_001:87,seismic,13106,台東区,National,Designated,有形文化財,建造物,building_direct,浅草寺伝法院
official_export_001:88,seismic,13106,台東区,National,Designated,有形文化財,建造物,building_direct,浅草寺伝法院
official_export_001:89,seismic,13106,台東区,National,Designated,有形文化財,建造物,building_direct,浅草寺伝法院
official_export_001:90,seismic,13106,台東区,National,Designated,有形文化財,建造物,building_direct,浅草寺伝法院
official_export_001:91,seismic,13106,台東区,National,Designated,有形文化財,建造物,building_direct,浅草寺二天門
official_export_001:104,seismic,13106,台東区,National,Designated,有形文化財,建造物,building_direct,旧東京音楽学校奏楽堂
official_export_001:105,seismic,13106,台東区,National,Designated,有形文化財,建造物,building_direct,旧東京帝室博物館本館
official_export_001:107,seismic,13106,台東区,National,Designated,有形文化財,建造物,building_direct,東照宮社殿
official_export_001:108,seismic,13106,台東区,National,Designated,有形文化財,建造物,building_direct,東照宮社殿
official_export_001:109,seismic,13106,台東区,National,Designated,有形文化財,建造物,building_direct,東照宮社殿
official_export_001:110,seismic,13106,台東区,National,Designated,有形文化財,建造物,building_direct,東照宮社殿
official_export_001:126,seismic,13106,台東区,National,Designated,有形文化財,建造物,building_direct,表慶館
official_export_002:28,seismic,13106,台東区,National,Registered,有形文化財,建造物,building_direct,伊勢屋店舗兼主屋
official_export_002:29,seismic,13106,台東区,National,Registered,有形文化財,建造物,building_direct,市田家住宅裏門
official_export_002:30,seismic,13106,台東区,National,Registered,有形文化財,建造物,building_direct,市田家住宅表門
official_export_002:31,seismic,13106,台東区,National,Registered,有形文化財,建造物,building_direct,市田家住宅蔵
official_export_002:32,seismic,13106,台東区,National,Registered,有形文化財,建造物,building_direct,市田家住宅主屋
official_export_002:40,seismic,13106,台東区,National,Registered,有形文化財,建造物,building_direct,今半別館北棟
official_export_002:41,seismic,13106,台東区,National,Registered,有形文化財,建造物,building_direct,今半別館玄関棟
official_export_002:42,seismic,13106,台東区,National,Registered,有形文化財,建造物,building_direct,今半別館南棟
official_export_002:43,seismic,13106,台東区,National,Registered,有形文化財,建造物,building_direct,今半本店北奥座敷
official_export_002:44,seismic,13106,台東区,National,Registered,有形文化財,建造物,building_direct,今半本店西奥座敷
official_export_002:45,seismic,13106,台東区,National,Registered,有形文化財,建造物,building_direct,今半本店東奥座敷
official_export_002:46,seismic,13106,台東区,National,Registered,有形文化財,建造物,building_direct,岩田家住宅和館
official_export_002:107,seismic,13106,台東区,National,Registered,有形文化財,建造物,building_direct,神谷バー本館
official_export_002:112,seismic,13106,台東区,National,Registered,有形文化財,建造物,building_direct,寛永寺葵の間
official_export_002:113,seismic,13106,台東区,National,Registered,有形文化財,建造物,building_direct,寛永寺護国院庫裏
official_export_002:114,seismic,13106,台東区,National,Registered,有形文化財,建造物,building_direct,寛永寺根本中堂
official_export_002:115,seismic,13106,台東区,National,Registered,有形文化財,建造物,building_direct,寛永寺渋沢家霊堂
official_export_002:124,seismic,13106,台東区,National,Registered,有形文化財,建造物,building_direct,観音寺客殿
official_export_002:125,seismic,13106,台東区,National,Registered,有形文化財,建造物,building_direct,観音寺築地塀
official_export_002:132,seismic,13106,台東区,National,Registered,有形文化財,建造物,building_direct,ギャラリー・エフ蔵(株式会社淵川金属事務所)
official_export_002:139,seismic,13106,台東区,National,Registered,有形文化財,建造物,building_direct,旧井阪屋本店河合ビル
official_export_002:140,seismic,13106,台東区,National,Registered,有形文化財,建造物,building_direct,旧井阪屋本店河合ビル稲荷社
official_export_002:144,seismic,13106,台東区,National,Registered,有形文化財,建造物,building_direct,旧柏湯
official_export_002:145,seismic,13106,台東区,National,Registered,有形文化財,建造物,building_direct,旧唐木田家住宅主屋
official_export_002:147,seismic,13106,台東区,National,Registered,有形文化財,建造物,building_direct,旧川嶋屋米倉庫
official_export_002:148,seismic,13106,台東区,National,Registered,有形文化財,建造物,building_direct,旧川嶋屋店舗兼住居
official_export_002:195,seismic,13106,台東区,National,Registered,有形文化財,建造物,building_direct,教證寺客殿
official_export_002:196,seismic,13106,台東区,National,Registered,有形文化財,建造物,building_direct,教證寺本堂
official_export_002:205,seismic,13106,台東区,National,Registered,有形文化財,建造物,building_direct,黒沢ビル
official_export_002:243,seismic,13106,台東区,National,Registered,有形文化財,建造物,building_direct,西徳寺本堂
official_export_002:274,seismic,13106,台東区,National,Registered,有形文化財,建造物,building_direct,すぺーす小倉屋蔵
official_export_002:275,seismic,13106,台東区,National,Registered,有形文化財,建造物,building_direct,すぺーす小倉屋店舗
official_export_002:282,seismic,13106,台東区,National,Registered,有形文化財,建造物,building_direct,タイガービルヂング
official_export_002:283,seismic,13106,台東区,National,Registered,有形文化財,建造物,building_direct,台東区立朝倉彫塑館東屋
official_export_002:284,seismic,13106,台東区,National,Registered,有形文化財,建造物,building_direct,台東区立朝倉彫塑館アトリエ棟
official_export_002:285,seismic,13106,台東区,National,Registered,有形文化財,建造物,building_direct,台東区立朝倉彫塑館旧アトリエ
official_export_002:286,seismic,13106,台東区,National,Registered,有形文化財,建造物,building_direct,台東区立朝倉彫塑館住居
official_export_002:311,seismic,13106,台東区,National,Registered,有形文化財,建造物,building_direct,茶寮一松表門及び塀
official_export_002:312,seismic,13106,台東区,National,Registered,有形文化財,建造物,building_direct,茶寮一松店舗及び住居
official_export_002:325,seismic,13106,台東区,National,Registered,有形文化財,建造物,building_direct,燕湯
official_export_002:326,seismic,13106,台東区,National,Registered,有形文化財,建造物,building_direct,手焼せんべい嵯峨の家店舗
official_export_002:357,seismic,13106,台東区,National,Registered,有形文化財,建造物,building_direct,東京地下鉄銀座線浅草駅四番出入口上家
official_export_002:362,seismic,13106,台東区,National,Registered,有形文化財,建造物,building_direct,東京文化財研究所黒田記念館書庫
official_export_002:363,seismic,13106,台東区,National,Registered,有形文化財,建造物,building_direct,東京文化財研究所黒田記念館本館
official_export_002:367,seismic,13106,台東区,National,Registered,有形文化財,建造物,building_direct,中江店舗
official_export_002:376,seismic,13106,台東区,National,Registered,有形文化財,建造物,building_direct,難波商店店舗兼主屋
official_export_002:385,seismic,13106,台東区,National,Registered,有形文化財,建造物,building_direct,日本聖公会浅草聖ヨハネ教会
official_export_002:394,seismic,13106,台東区,National,Registered,有形文化財,建造物,building_direct,花重店舗
official_export_003:2,seismic,13106,台東区,National,Designated,記念物,天然記念物,point,伊能忠敬墓
official_export_003:14,seismic,13106,台東区,National,Designated,記念物,天然記念物,point,蒲生君平墓
official_export_003:16,seismic,13106,台東区,National,Designated,記念物,天然記念物,point,旧朝倉文夫氏庭園
official_export_003:42,seismic,13106,台東区,National,Designated,記念物,天然記念物,point,高橋至時墓
official_export_003:59,seismic,13106,台東区,National,Designated,記念物,天然記念物,point,平賀源内墓
official_export_003:72,seismic,13106,台東区,National,Designated,記念物,天然記念物,point,横山大観旧宅及び庭園
95,seismic,13107,墨田区,Tokyo Metropolitan,Designated,有形文化財,歴史資料,point,石造明暦大火横死者等供養塔
171,seismic,13107,墨田区,Tokyo Metropolitan,Designated,記念物,旧跡,point,赤穂浪士元禄義挙の跡
172,seismic,13107,墨田区,Tokyo Metropolitan,Designated,記念物,旧跡,point,加藤千蔭墓
173,seismic,13107,墨田区,Tokyo Metropolitan,Designated,記念物,旧跡,point,磐瀬京伝墓
174,seismic,13107,墨田区,Tokyo Metropolitan,Designated,記念物,旧跡,point,磐瀬京山墓
197,seismic,13107,墨田区,Tokyo Metropolitan,Designated,記念物,名勝,point,旧安田庭園
131075100001,seismic,13107,墨田区,Municipal,Unknown,有形文化財,建造物,building_direct,牛嶋神社石造鳥居
131075100002,seismic,13107,墨田区,Municipal,Unknown,有形文化財,建造物,building_direct,白髭神社石造鳥居
131075100003,seismic,13107,墨田区,Municipal,Unknown,有形文化財,建造物,building_direct,多聞寺山門
131075100004,seismic,13107,墨田区,Municipal,Unknown,有形文化財,建造物,building_direct,旧小山家住宅
131075100006,seismic,13107,墨田区,Municipal,Unknown,有形文化財,建造物,building_direct,三囲神社石造鳥居(堤下の大鳥居)
131075100007,seismic,13107,墨田区,Municipal,Unknown,有形文化財,建造物,building_direct,弘福寺本堂(大雄寳殿)
131075100008,seismic,13107,墨田区,Municipal,Unknown,有形文化財,建造物,building_direct,三囲神社本社
131075100010,seismic,13107,墨田区,Municipal,Unknown,有形文化財,建造物,building_direct,牛嶋神社社殿
131075100011,seismic,13107,墨田区,Municipal,Unknown,有形文化財,建造物,building_direct,牛嶋神社神輿蔵
131075100012,seismic,13107,墨田区,Municipal,Unknown,有形文化財,建造物,building_direct,隅田川神社社殿
131075100014,seismic,13107,墨田区,Municipal,Unknown,有形文化財,建造物,building_direct,實相寺熊谷稲荷堂 附再建関連文書ニ点・青図三枚・写真一点
131075100016,seismic,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,楢崎宗重博士旧蔵美術資料群(楢崎宗重コレクション)
131075100017,seismic,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,紙本着色「隅田川両岸景色図」一巻
131075100047,seismic,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,都鳥手鑑 ※非公開
131075100048,seismic,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,正福寺の板碑
131075100049,seismic,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,法泉寺所蔵板碑 ※非公開
131075100050,seismic,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,啓運閣所蔵板碑 ※非公開
131075100052,seismic,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,松尾芭蕉「いざさらば」の句碑 (雪見の句碑)
131075100053,seismic,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,橋本家旧蔵板碑
131075100054,seismic,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,烏亭焉馬「いそがずば」の狂歌碑
131075100055,seismic,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,宝井其角「ゆうだちや」の句碑 (雨乞いの句碑)
131075100056,seismic,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,秋葉神社の石造燈籠 寛保元年銘 二基 宝永元年銘 二基 宝永二年銘 二基
131075100057,seismic,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,蓮花寺の石柱道標 文化十五年銘 一基 文政五年銘 一基
131075100058,seismic,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,要津寺雪中庵関係石碑群
131075100059,seismic,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,多聞寺の板碑
131075100061,seismic,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,石造海難供養碑
131075100062,seismic,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,三囲神社の石造常夜燈
131075100063,seismic,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,石造墨堤永代常夜燈
131075100064,seismic,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,吾嬬神社の連理の楠
131075100065,seismic,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,墨堤植桜之碑
131075100066,seismic,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,絹本墨書扁額「明明徳」
131075100067,seismic,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,歌川豊広辞世の狂歌碑
131075100068,seismic,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,石造標柱「隅田公園入口」
131075100069,seismic,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,石造「夜寉井銘」の碑
131075100070,seismic,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,生月鯨太左衛門の墓 ※非公開
131075100071,seismic,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,無縁法界塔
131075100072,seismic,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,板坂如春の碑(2基)
131075100073,seismic,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,芥川家旧蔵雛人形
131075100074,seismic,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,「天下之糸平」の碑
131075100075,seismic,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,大石三平墓
131075100076,seismic,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,江島杉山神社の銅製釣燈籠
131075100077,seismic,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,佐羽淡斎「墨多三絶」の漢詩碑
131075100078,seismic,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,亀田鵬斎「題隅田堤櫻花」の漢詩碑
131075100079,seismic,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,「吾嬬森碑」
131075100080,seismic,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,近松門左衛門供養碑(断片) ※非公開
131075100081,seismic,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,「一勇斎歌川先生墓表」(歌川国芳顕彰碑)
131075100082,seismic,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,「勝川春英翁略傳」の碑
131075100083,seismic,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,初代歌川豊国筆塚(断片)
131075100084,seismic,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,窪俊満「故郷の」の歌碑
131075100085,seismic,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,鈴木家旧蔵雛人形
131075100086,seismic,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,太田氏七代供養塔
131075100087,seismic,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,旗本太田資同墓碑
131075100088,seismic,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,隅田川神社資料
131075100089,seismic,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,矢掛弓雄関係石碑群
131075100090,seismic,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,木阿弥(元杢網)「けふよりも」の歌碑
131075100091,seismic,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,義士墓(那珂湊戦争関連資料)
131075100092,seismic,13107,墨田区,Municipal,Unknown,有形文化財,歴史資料,point,回向院の石造歴史災害供養塔群
131075100095,seismic,13107,墨田区,Municipal,Unknown,民俗文化財,有形民俗文化財,point,牛嶋神社の石造狛犬 享保十四年銘 一対 文政十年銘 一対
131075100096,seismic,13107,墨田区,Municipal,Unknown,民俗文化財,有形民俗文化財,point,三囲神社の石造狛犬
131075100097,seismic,13107,墨田区,Municipal,Unknown,民俗文化財,有形民俗文化財,point,如意輪寺の六面六地蔵石幢
131075100098,seismic,13107,墨田区,Municipal,Unknown,民俗文化財,有形民俗文化財,point,正福寺の石造阿弥陀如来立像
131075100099,seismic,13107,墨田区,Municipal,Unknown,民俗文化財,有形民俗文化財,point,多聞寺の石造庚申塔(阿弥陀如来)
131075100100,seismic,13107,墨田区,Municipal,Unknown,民俗文化財,有形民俗文化財,point,圓徳寺の石造庚申塔(釈迦如来)
131075100101,seismic,13107,墨田区,Municipal,Unknown,民俗文化財,有形民俗文化財,point,吾嬬神社の石造狛犬
131075100103,seismic,13107,墨田区,Municipal,Unknown,民俗文化財,有形民俗文化財,point,萬福寺の石造庚申塔 (青面金剛童子)
131075100104,seismic,13107,墨田区,Municipal,Unknown,民俗文化財,有形民俗文化財,point,白鬚神社の石造狛犬
131075100105,seismic,13107,墨田区,Municipal,Unknown,民俗文化財,有形民俗文化財,point,香取神社の石造水鉢(禊盥)
131075100106,seismic,13107,墨田区,Municipal,Unknown,民俗文化財,有形民俗文化財,point,牛嶋神社の石造神牛
131075100107,seismic,13107,墨田区,Municipal,Unknown,民俗文化財,有形民俗文化財,point,三囲神社の石造神狐
131075100108,seismic,13107,墨田区,Municipal,Unknown,民俗文化財,有形民俗文化財,point,長命寺の石造庚申塔 (地蔵菩薩)
131075100109,seismic,13107,墨田区,Municipal,Unknown,民俗文化財,有形民俗文化財,point,正覚寺の石造庚申塔(青面金剛童子)
131075100110,seismic,13107,墨田区,Municipal,Unknown,民俗文化財,有形民俗文化財,point,回向院の石造阿弥陀三尊立像
131075100111,seismic,13107,墨田区,Municipal,Unknown,民俗文化財,有形民俗文化財,point,円通寺の石造地蔵菩薩立像
131075100112,seismic,13107,墨田区,Municipal,Unknown,民俗文化財,有形民俗文化財,point,多聞寺の石造六地蔵坐像
131075100113,seismic,13107,墨田区,Municipal,Unknown,民俗文化財,有形民俗文化財,point,法泉寺の石造地蔵菩薩立像
131075100114,seismic,13107,墨田区,Municipal,Unknown,民俗文化財,有形民俗文化財,point,東漸寺の石造庚申道標
131075100115,seismic,13107,墨田区,Municipal,Unknown,民俗文化財,有形民俗文化財,point,牛嶋神社境内力石群
131075100116,seismic,13107,墨田区,Municipal,Unknown,民俗文化財,有形民俗文化財,point,力石
131075100117,seismic,13107,墨田区,Municipal,Unknown,民俗文化財,有形民俗文化財,point,吾嬬神社境内力石群
131075100118,seismic,13107,墨田区,Municipal,Unknown,民俗文化財,有形民俗文化財,point,牛嶋神社石造神牛(撫牛)
131075100119,seismic,13107,墨田区,Municipal,Unknown,民俗文化財,有形民俗文化財,point,鼠小僧供養碑(鼠小僧の墓)
131075100120,seismic,13107,墨田区,Municipal,Unknown,民俗文化財,有形民俗文化財,point,安藤家旧蔵田舟
131075100121,seismic,13107,墨田区,Municipal,Unknown,民俗文化財,有形民俗文化財,point,江島杉山神社境内力石
131075100122,seismic,13107,墨田区,Municipal,Unknown,民俗文化財,有形民俗文化財,point,山玉向嶋講社の碑
131075100123,seismic,13107,墨田区,Municipal,Unknown,民俗文化財,有形民俗文化財,point,山玉向嶋講社の碑
131075100124,seismic,13107,墨田区,Municipal,Unknown,民俗文化財,有形民俗文化財,point,出羽三山の碑
131075100125,seismic,13107,墨田区,Municipal,Unknown,民俗文化財,有形民俗文化財,point,柳嶋村念仏講道具一式 附関連文書
131075100149,seismic,13107,墨田区,Municipal,Unknown,民俗文化財,無形民俗文化財(民俗芸能),point,隅田囃子(箕輪囃子)
131075100150,seismic,13107,墨田区,Municipal,Unknown,民俗文化財,無形民俗文化財(風俗慣習),point,隅田川七福神めぐり
131075100151,seismic,13107,墨田区,Municipal,Unknown,記念物,史跡,point,肥前平戸藩松浦家墓所 ※非公開
131075100152,seismic,13107,墨田区,Municipal,Unknown,記念物,史跡,point,橘守部墓・橘冬照墓
131075100153,seismic,13107,墨田区,Municipal,Unknown,記念物,史跡,point,池田冠山墓
131075100154,seismic,13107,墨田区,Municipal,Unknown,記念物,史跡,point,常陸笠間藩牧野家墓所 ※非公開
131075100155,seismic,13107,墨田区,Municipal,Unknown,記念物,史跡,point,回向院相撲関係石碑群(力塚)
131075100156,seismic,13107,墨田区,Municipal,Unknown,記念物,天然記念物,point,飛木稲荷神社のイチョウ
131075100157,seismic,13107,墨田区,Municipal,Unknown,記念物,名勝,point,墨堤の桜
official_export_002:99,seismic,13107,墨田区,National,Registered,有形文化財,建造物,building_direct,割烹美家古向島本店店舗
official_export_002:276,seismic,13107,墨田区,National,Registered,有形文化財,建造物,building_direct,墨田区立言問小学校校舎
official_export_002:277,seismic,13107,墨田区,National,Registered,有形文化財,建造物,building_direct,墨田区立言問小学校講堂
official_export_002:327,seismic,13107,墨田区,National,Registered,有形文化財,建造物,building_direct,照田家住宅主屋
official_export_003:65,seismic,13107,墨田区,National,Designated,記念物,天然記念物,point,向島百花園
198,seismic,13108,江東区,Tokyo Metropolitan,Designated,記念物,名勝,point,清澄庭園
131083000000.0,seismic,13108,江東区,National,Designated,有形文化財,建造物,building_direct,清洲橋
official_export_001:100,seismic,13108,江東区,National,Designated,有形文化財,建造物,building_direct,旧弾正橋(八幡橋)
official_export_001:193,seismic,13108,江東区,National,Designated,有形文化財,建造物,building_direct,明治丸
official_export_002:166,seismic,13108,江東区,National,Registered,有形文化財,建造物,building_direct,旧東京市深川食堂
official_export_002:333,seismic,13108,江東区,National,Registered,有形文化財,建造物,building_direct,東京商船大学1号館
official_export_002:334,seismic,13108,江東区,National,Registered,有形文化財,建造物,building_direct,東京商船大学旧天体観測所(第一観測台)
official_export_002:335,seismic,13108,江東区,National,Registered,有形文化財,建造物,building_direct,東京商船大学旧天体観測所(第二観測台)
official_export_002:336,seismic,13108,江東区,National,Registered,有形文化財,建造物,building_direct,東京商船大学事務局管理棟
official_export_002:337,seismic,13108,江東区,National,Registered,有形文化財,建造物,building_direct,東京商船大学2号館
official_export_003:62,seismic,13108,江東区,National,Designated,記念物,天然記念物,point,松平定信墓
4,seismic,13109,品川区,Tokyo Metropolitan,Designated,有形文化財,建造物,building_direct,旧島津公爵家袖ヶ崎本邸洋館(清泉女子大学本館)
official_export_001:39,seismic,13109,品川区,National,Designated,有形文化財,建造物,building_direct,旧島津家本邸
official_export_001:128,seismic,13109,品川区,National,Designated,有形文化財,建造物,building_direct,宝篋印塔
official_export_002:157,seismic,13109,品川区,National,Registered,有形文化財,建造物,building_direct,旧品川警察署品川橋交通待機所
official_export_002:178,seismic,13109,品川区,National,Registered,有形文化財,建造物,building_direct,旧三井文庫第二書庫
official_export_002:207,seismic,13109,品川区,National,Registered,有形文化財,建造物,building_direct,小池家住宅主屋
official_export_002:255,seismic,13109,品川区,National,Registered,有形文化財,建造物,building_direct,十四世喜多六平太記念能楽堂
official_export_002:371,seismic,13109,品川区,National,Registered,有形文化財,建造物,building_direct,長濱家住宅主屋
official_export_002:372,seismic,13109,品川区,National,Registered,有形文化財,建造物,building_direct,長濱家住宅門
official_export_002:392,seismic,13109,品川区,National,Registered,有形文化財,建造物,building_direct,旗岡八幡神社絵馬殿
official_export_003:9,seismic,13109,品川区,National,Designated,記念物,天然記念物,point,大森貝塚
official_export_003:15,seismic,13109,品川区,National,Designated,記念物,天然記念物,point,加茂真淵墓
official_export_003:18,seismic,13109,品川区,National,Designated,記念物,天然記念物,point,旧白金御料地
official_export_003:44,seismic,13109,品川区,National,Designated,記念物,天然記念物,point,沢庵墓
5,seismic,13110,目黒区,Tokyo Metropolitan,Designated,有形文化財,建造物,building_direct,滝泉寺前不動堂
96,seismic,13110,目黒区,Tokyo Metropolitan,Designated,有形文化財,歴史資料,point,大円寺石仏群
97,seismic,13110,目黒区,Tokyo Metropolitan,Designated,有形文化財,歴史資料,point,文化4年永代橋崩落横死者供養塔及び石碑
official_export_001:15,seismic,13110,目黒区,National,Designated,有形文化財,建造物,building_direct,円融寺本堂
official_export_001:44,seismic,13110,目黒区,National,Designated,有形文化財,建造物,building_direct,旧前田家本邸
official_export_001:45,seismic,13110,目黒区,National,Designated,有形文化財,建造物,building_direct,旧前田家本邸
official_export_001:46,seismic,13110,目黒区,National,Designated,有形文化財,建造物,building_direct,旧前田家本邸
official_export_001:47,seismic,13110,目黒区,National,Designated,有形文化財,建造物,building_direct,旧前田家本邸
official_export_001:48,seismic,13110,目黒区,National,Designated,有形文化財,建造物,building_direct,旧前田家本邸
official_export_001:49,seismic,13110,目黒区,National,Designated,有形文化財,建造物,building_direct,旧前田家本邸
official_export_001:50,seismic,13110,目黒区,National,Designated,有形文化財,建造物,building_direct,旧前田家本邸
official_export_001:51,seismic,13110,目黒区,National,Designated,有形文化財,建造物,building_direct,旧前田家本邸
official_export_001:94,seismic,13110,目黒区,National,Designated,有形文化財,建造物,building_direct,尊經閣文庫
official_export_001:95,seismic,13110,目黒区,National,Designated,有形文化財,建造物,building_direct,尊經閣文庫
official_export_001:96,seismic,13110,目黒区,National,Designated,有形文化財,建造物,building_direct,尊經閣文庫
official_export_001:97,seismic,13110,目黒区,National,Designated,有形文化財,建造物,building_direct,尊經閣文庫
official_export_002:4,seismic,13110,目黒区,National,Registered,有形文化財,建造物,building_direct,浅田家住宅主屋
official_export_002:80,seismic,13110,目黒区,National,Registered,有形文化財,建造物,building_direct,海福寺本堂
official_export_002:159,seismic,13110,目黒区,National,Registered,有形文化財,建造物,building_direct,旧砂堀医院
official_export_002:161,seismic,13110,目黒区,National,Registered,有形文化財,建造物,building_direct,旧園田家住宅スタジオ
official_export_002:330,seismic,13110,目黒区,National,Registered,有形文化財,建造物,building_direct,東京工業大学大岡山西一号館(旧分析化学実験室)
official_export_002:331,seismic,13110,目黒区,National,Registered,有形文化財,建造物,building_direct,東京工業大学七〇周年記念講堂
official_export_002:332,seismic,13110,目黒区,National,Registered,有形文化財,建造物,building_direct,東京工業大学本館
