municipality_code,name,owner,category,designation_status_code,designation_status_ja,previously_registered,registration_year_raw,designation_year_raw,heritage_type_major_code,heritage_type_major_ja,heritage_type_detail,confidence,join_note
13118,三河島山車人形・熊坂長範組立技術,荒川中央町会,無形民俗文化財（風俗慣習）,registered,登録,0,平25,,folk,民俗文化財,無形民俗文化財（風俗慣習）,high,exact raw row: 名称+所有者等+文化財分類
13118,三河島山車人形・稲田姫組立技術,三河島山車人形・稲田姫保存会(荒川四丁目西仲睦会・荒川文化会・大西町会・荒川宮地町会),無形民俗文化財（風俗慣習）,registered,登録,0,平25,,folk,民俗文化財,無形民俗文化財（風俗慣習）,high,exact raw row: 名称+所有者等+文化財分類
13118,素盞雄神社天王祭,素盞雄神社氏中,無形民俗文化財（風俗慣習）,registered,登録,0,平29,,folk,民俗文化財,無形民俗文化財（風俗慣習）,high,exact raw row: 名称+所有者等+文化財分類
13118,江戸の里神楽,松本社中（松本源之助）,無形民俗文化財（民俗芸能）,registered,登録,0,昭57,,folk,民俗文化財,無形民俗文化財（民俗芸能）,high,exact raw row: 名称+所有者等+文化財分類
13118,永井尚志の墓,本行寺,記念物（史跡）,registered,登録,0,昭57,,monument,記念物,史跡,high,exact raw row: 名称+所有者等+文化財分類
13118,市河寛斎の墓,本行寺,記念物（史跡）,registered,登録,0,昭57,,monument,記念物,史跡,high,exact raw row: 名称+所有者等+文化財分類
13118,市河米庵の墓,本行寺,記念物（史跡）,registered,登録,0,昭57,,monument,記念物,史跡,high,exact raw row: 名称+所有者等+文化財分類
13118,彰義隊戦士の墓,円通寺,記念物（史跡）,registered,登録,0,昭57,,monument,記念物,史跡,high,exact raw row: 名称+所有者等+文化財分類
13118,松林伯円の墓(初代・二代),南泉寺,記念物（史跡）,registered,登録,0,昭57,,monument,記念物,史跡,high,exact raw row: 名称+所有者等+文化財分類
13118,吉田松陰の墓,回向院,記念物（史跡）,registered,登録,0,昭57,,monument,記念物,史跡,high,exact raw row: 名称+所有者等+文化財分類
13118,小塚原の刑場跡,回向院,記念物（史跡）,designated,指定,1,昭57,平17,monument,記念物,史跡,high,exact raw row: 名称+所有者等+文化財分類
13118,観臓記念碑,回向院,記念物（史跡）,registered,登録,0,昭57,,monument,記念物,史跡,high,exact raw row: 名称+所有者等+文化財分類
13118,千住大橋,,記念物（史跡）,designated,指定,1,昭57,平18,monument,記念物,史跡,high,exact raw row: 名称+所有者等+文化財分類
13118,石川氏屋敷跡,,記念物（史跡）,registered,登録,0,昭57,,monument,記念物,史跡,high,exact raw row: 名称+所有者等+文化財分類
13118,大関氏屋敷跡,,記念物（史跡）,registered,登録,0,昭57,,monument,記念物,史跡,high,exact raw row: 名称+所有者等+文化財分類
13118,宗氏屋敷跡,,記念物（史跡）,registered,登録,0,昭57,,monument,記念物,史跡,high,exact raw row: 名称+所有者等+文化財分類
13118,池田氏屋敷跡,,記念物（史跡）,registered,登録,0,昭57,,monument,記念物,史跡,high,exact raw row: 名称+所有者等+文化財分類
13118,佐竹氏屋敷跡,,記念物（史跡）,registered,登録,0,昭57,,monument,記念物,史跡,high,exact raw row: 名称+所有者等+文化財分類
13118,頼三樹三郎の墓,回向院,記念物（史跡）,registered,登録,0,昭58,,monument,記念物,史跡,high,exact raw row: 名称+所有者等+文化財分類
13118,東龍斎清寿の墓,真養寺,記念物（史跡）,registered,登録,0,昭59,,monument,記念物,史跡,high,exact raw row: 名称+所有者等+文化財分類
13118,水神の渡し跡,,記念物（史跡）,registered,登録,0,昭59,,monument,記念物,史跡,high,exact raw row: 名称+所有者等+文化財分類
13118,汐入の渡し跡,,記念物（史跡）,registered,登録,0,昭59,,monument,記念物,史跡,high,exact raw row: 名称+所有者等+文化財分類
13118,一本松の渡し跡,,記念物（史跡）,registered,登録,0,昭59,,monument,記念物,史跡,high,exact raw row: 名称+所有者等+文化財分類
13118,お茶屋の渡し跡（お竹の渡し跡）,,記念物（史跡）,registered,登録,0,昭59,,monument,記念物,史跡,high,exact raw row: 名称+所有者等+文化財分類
13118,新渡し跡,,記念物（史跡）,registered,登録,0,昭59,,monument,記念物,史跡,high,exact raw row: 名称+所有者等+文化財分類
13118,熊野の渡し跡,,記念物（史跡）,registered,登録,0,昭59,,monument,記念物,史跡,high,exact raw row: 名称+所有者等+文化財分類
13118,小台の渡し跡,,記念物（史跡）,registered,登録,0,昭59,,monument,記念物,史跡,high,exact raw row: 名称+所有者等+文化財分類
13118,道灌山遺跡,,記念物（史跡）,registered,登録,0,昭62,,monument,記念物,史跡,high,exact raw row: 名称+所有者等+文化財分類
13118,日暮里延命院貝塚,,記念物（史跡）,registered,登録,0,昭63,,monument,記念物,史跡,high,exact raw row: 名称+所有者等+文化財分類
13118,加藤氏屋敷跡,,記念物（史跡）,registered,登録,0,平3,,monument,記念物,史跡,high,exact raw row: 名称+所有者等+文化財分類
13118,真先銭座跡,,記念物（史跡）,registered,登録,0,平4,,monument,記念物,史跡,high,exact raw row: 名称+所有者等+文化財分類
13118,米倉氏屋敷跡,,記念物（史跡）,registered,登録,0,平5,,monument,記念物,史跡,high,exact raw row: 名称+所有者等+文化財分類
13118,酒井氏屋敷跡,,記念物（史跡）,registered,登録,0,平6,,monument,記念物,史跡,high,exact raw row: 名称+所有者等+文化財分類
13118,富士塚,素盞雄神社,記念物（史跡）,designated,指定,1,平18,平24,monument,記念物,史跡,high,exact raw row: 名称+所有者等+文化財分類
13118,延命院のシイ,延命院,記念物（天然記念物）,registered,登録,0,昭57,,monument,記念物,天然記念物,high,exact raw row: 名称+所有者等+文化財分類
13118,八幡堀跡,,記念物（史跡）,unknown,不明,0,,,monument,記念物,史跡,low,exact raw row: 名称+所有者等+文化財分類
